"date","Pixel15660526","Pixel15630526","Pixel15660525","Pixel15570524","Pixel15600525","Pixel15630524","Pixel15570525","Pixel15510524","Pixel15690524","Pixel15660524","Pixel15630527","Pixel15600527","Pixel15540530","Pixel15510530","Pixel15570529","Pixel15540529","Pixel15510526","Pixel15540526","Pixel15570527","Pixel15540528","Pixel15570528","Pixel15510528","Pixel15510525","Pixel15540525","Pixel15510527","Pixel15540527","Pixel15570526","Pixel15630528","Pixel15660528","Pixel15630529","Pixel15660527","Pixel15600526","Pixel15600528","Pixel15600529","Pixel15480527","Pixel15480528","Pixel15510529"
"22-Mar-00",4.761628392,3.685482864,5.143327824,1.225431648,2.477429688,2.763143064,1.198735896,1.067423784,4.483549464,5.170593024,2.763000552,1.256088312,1.0949808,0.92104152,1.191435,1.27394808,0.86183292,0.793927152,0.795152496,0.957256344,1.08335916,0.595027776,1.043949984,0.743195328,0.61390356,1.041499536,0.370593528,2.90898012,3.190892808,2.549845032,3.311093688,1.497845568,1.62217908,1.630097328,1.608146664,1.70052552,0.648079632
"23-Mar-00",0.759044952,0.654020736,1.137431952,0.996082656,0.689370816,1.470632232,0.989532168,1.514260224,2.321828304,1.2669468,0.556973976,0.865305936,1.884177264,2.381956632,1.35683172,1.672299912,1.743827112,1.551242184,1.408285272,1.995436728,1.437441768,2.473594128,1.658107824,1.642689936,2.274790416,1.880294496,1.340611608,0.30106032,0.834576744,1.186842888,0.770455608,0.939236016,1.038148008,1.298233056,2.344833792,2.529764064,2.511056544
"24-Mar-00",1.168576776,1.75882512,2.001273576,2.1704616,2.2527684,2.46518148,2.159367432,1.965573552,1.112934984,2.306645568,1.503712176,1.68137436,1.2790188,0.530684928,1.420026816,1.078088976,2.115001032,1.659787248,1.277557248,0.716259336,1.122457176,0.820693992,2.032268112,1.970826384,0.986890992,0.86243544,1.717255536,1.300317048,0.957667272,0.974630448,0.768878448,1.907718312,1.560048216,1.151501736,0.973465296,0.920983488,0.87878724
"25-Mar-00",0,0.173420904,0.188946072,0.066395256,0.1540992,0.254485968,0.118975176,0.180081264,0.106727928,0.201704808,0.364986696,0.34813164,0.588329592,0.247186656,0.121092192,0.337841904,0.120665712,0.053648088,0.063917808,0.076262712,0.087576408,0,0.101697792,0.078876672,0,0.04298868,0.073674408,0.428094048,0,0.348462768,0.052232856,0.065382096,0.08964972,0.125587104,0.076621248,0.106806504,0
"26-Mar-00",1.460249568,1.434739536,1.832412432,1.299205536,1.793709216,2.86596108,1.23982296,0.428299872,3.07705092,2.9445498,0.893434176,0.90326724,0.370141752,0.297481464,0.519795576,0.310469328,0.285725232,0.451722768,0.376160016,0.351572664,0.506534376,0.223005072,0.314227176,0.854484816,0.213935784,0.302484456,0.827137656,1.215858408,0.8272452,0.86652768,0.653593896,1.244439024,0.729209568,0.675674208,0.496030248,0.39620916,0.254801136
"27-Mar-00",0.885530496,0.768689016,1.271791392,0.338689248,0.596084064,1.024189176,0.325971456,0.323268576,1.244558304,1.371181632,0.607533432,0.411668784,0.657731016,0.806045376,0.40543128,0.340558368,2.020298304,0.290976648,0.408876384,0.335397432,0.272386344,1.039506384,0.558593712,0.381312984,0.5104314,0.333499128,0.2294448,0.603127464,1.371141216,0.52964124,1.38610188,0.382755552,0.34406436,0.430257528,1.199467512,1.220647752,0.643295376
"28-Mar-00",1.125687264,4.820999256,1.455545784,1.950875592,2.863345032,1.698098472,11.762019384,5.514761208,1.865214408,1.627052664,2.876007912,3.579412224,5.443184496,5.363285064,5.305552128,4.66410756,4.083259824,4.088485128,3.913827528,3.414705624,4.88352192,4.49180532,6.365960592,3.810564288,3.728639256,3.510973344,3.7864176,3.8323878,1.326403848,4.957147848,1.099427736,3.33103932,17.279683104,3.559856064,8.964579096,23.600429544,6.488571168
"29-Mar-00",8.90948724,8.533972272,6.994731912,7.42551828,4.86935412,3.139002792,7.403912544,7.696954968,4.82065416,4.435316928,9.737645376,7.941809184,16.021456728,16.646643168,11.46058416,12.411303528,8.775830976,5.776203624,7.312096584,7.534124856,9.207406272,8.074230912,7.268825064,8.062810416,8.7798636,7.486390824,5.388365496,11.707024104,11.12375592,12.840561384,23.284778592,5.752108824,9.898637304,11.997151848,8.05153512,7.888697856,9.073835136
"30-Mar-00",8.789874312,7.377006768,3.348790176,1.864613232,4.760418528,4.105428096,2.378599944,0.304181088,3.753860232,3.809961312,9.904250616,6.556000464,3.486467592,3.21827496,4.17545628,3.602288952,2.58047532,3.88970052,5.39357436,4.98912264,5.09929848,4.822169064,1.168910712,1.8473094,3.879061104,5.47351992,5.33582424,8.25007296,10.360035192,5.956131216,9.900350328,5.869858872,6.733616352,3.7824018,2.178688656,2.54537184,3.876668568
"31-Mar-00",2.90085036,4.081952328,3.212622288,5.912953008,6.0180738,3.978092544,6.688299888,3.606540432,3.775444872,3.897851232,3.451883904,6.072477576,14.859292032,5.560625184,7.359186168,16.754788392,5.5341264,6.149225952,7.2593286,7.520797488,7.373472696,6.116626032,4.575001368,5.830057752,6.0151248,7.408882848,6.77152992,5.690847528,3.802251576,3.574897176,2.788954128,5.73875964,6.1725576,6.18073296,5.559354552,5.691964752,6.104540352
"01-Apr-00",2.724641208,9.002748024,4.2060864,9.642692328,11.55746484,3.295412424,10.46408844,2.825946816,0.501225696,2.906698464,5.708737128,8.008382328,11.901725304,1.045841136,15.019788264,3.500540976,0.608371104,6.3166716,8.389144416,5.671159032,10.557852744,3.126031992,3.391160136,7.544915904,0.761613696,5.736555576,11.039927952,7.783660416,7.03879596,10.00358676,5.223286632,10.54595376,9.00821256,16.906887528,0.754731144,0.739224456,0.795941856
"02-Apr-00",9.49802328,8.034442656,9.140574216,17.295470232,13.228099824,10.041772848,21.700142376,20.342528352,9.036663288,6.890574216,15.065703384,14.116963872,12.776895048,15.167974944,20.479594224,23.340373992,18.432942864,14.339308272,14.840347776,17.664256104,15.453276168,15.289276608,18.845412264,15.020658024,17.499748704,18.383294112,34.34584236,12.962980272,12.016277784,7.478515872,13.351171008,14.240688792,12.753858096,32.58165264,18.840615744,18.97033452,16.370671752
"03-Apr-00",13.914307584,13.896410472,15.381988056,21.654474744,17.081046576,13.654365072,21.603012096,23.69725656,17.701676856,16.437014568,13.886418336,23.678671368,19.903859136,20.995287888,29.346785544,24.9482832,18.30516672,23.425091736,25.164304728,24.20573616,28.490778912,20.645164488,18.39799404,21.881853096,22.820045472,23.925996792,22.178092008,15.595669272,13.272179592,23.512988088,14.164310928,17.417012208,25.616486544,27.797447208,18.858445656,19.035806184,20.351629248
"04-Apr-00",18.731956968,21.159645072,18.40038156,24.79937268,23.842746744,21.00987912,23.841055872,20.041914936,15.753623496,19.118691456,20.737305168,17.34550524,14.973754416,17.596202376,15.991185672,17.8939662,20.39293956,22.362153048,20.042017944,18.467715744,16.576083192,20.400389664,18.263043888,23.076782232,19.295907504,21.634280208,22.158926016,19.446696288,16.65884256,12.537772176,19.46263932,22.18728732,15.908201688,13.14989232,19.478249064,18.710600856,18.625588416
"05-Apr-00",5.637024888,8.728450296,3.397672536,14.545775424,8.988932136,8.242251624,7.876090776,14.378551488,4.214799648,0.880500288,8.486368416,8.06125116,5.09689056,6.683055648,5.354331504,5.365113264,19.833405024,11.795948256,8.65190292,8.745112896,9.000701664,12.815477376,26.03415012,12.177519312,14.701839912,11.570951712,6.174194088,9.98616456,1.55975532,3.13639284,2.680550688,8.23358988,8.776337376,2.991135648,16.45853376,19.55119944,7.028706552
"06-Apr-00",10.426064736,5.465986848,24.558354384,13.609142304,5.143951176,8.842648032,12.37205028,12.117586608,5.69995272,5.532193776,5.72506248,4.438860288,5.967131856,7.763144736,5.28247476,9.141933912,8.121447792,35.158398624,4.309648272,7.624472376,6.647398704,9.047161824,7.583189256,11.739079008,7.6964364,4.306787616,7.562067744,5.858313192,3.12052416,4.919692752,10.100348712,7.394812344,7.040727144,5.359879728,6.94602156,5.485219008,9.290776488
"07-Apr-00",0.204116592,1.041973656,0.234990912,0.029199696,8.326277016,0.688178256,0,0,0.789248592,0.30779988,0.294479592,0,0.099485136,0.9058164,0,0,0.024908376,0,3.024699576,0,2.790400752,0.150388536,0,0,0,0,0,0.473913696,1.486126536,0.222744384,0.260251944,2.570631984,0,0,2.205481416,7.701116328,0.097114008
"08-Apr-00",1.30818684,2.37586104,2.534320584,6.622613664,4.215227712,4.649003856,7.35573864,10.415176392,6.998201616,6.92118288,1.664449632,2.845600608,1.60778796,2.188607808,3.143659824,1.50310404,9.875311368,10.123008024,3.363629232,2.166369984,3.831799872,2.301499488,11.91819192,12.106600296,6.693925392,4.127470128,11.942683704,0.849560472,0.845627088,0.829766304,0.982460616,8.508730176,2.176590624,2.520343416,5.7054888,2.750401848,1.99461348
"09-Apr-00",9.213708408,7.936235904,6.034493208,8.031770472,5.012691024,9.073550472,3.608509896,5.589240072,3.495097872,3.92047728,7.701132048,7.638468504,8.5064292,8.654908416,7.662774336,7.415884488,3.945432552,3.937233576,7.955999136,9.610907088,7.015903464,10.32060528,2.351577576,2.276524368,6.36602568,6.852319488,4.677867648,7.972033728,7.3162086,7.992623088,17.450097096,4.869816192,6.692497008,7.689492696,8.549896008,9.457286592,7.877219448
"10-Apr-00",6.909376152,5.936938752,8.632493736,3.01590156,2.932927608,5.274412752,2.107081008,4.947433584,8.477417712,7.524106968,6.509096856,4.278116952,1.040371488,1.463783016,3.932721024,1.823622816,1.407420336,1.10003088,2.42244012,1.717011984,2.106800448,1.540417128,2.494455288,2.254185864,1.94447976,0.847192344,1.515283056,7.820840112,9.023335944,9.5095818,8.11174608,2.721090672,4.81184364,9.483414888,1.090479792,1.453168992,0.942694824
"11-Apr-00",9.933641184,28.099342344,9.015677688,4.22499312,17.670832152,11.212617864,18.547372344,11.355716952,7.541117184,7.401391272,6.441102504,13.583500392,24.455775264,14.697761544,13.904944896,11.558788776,16.566784848,16.030805112,15.860240928,13.738758096,17.731588848,14.288546568,16.782305712,19.231912128,15.09747648,16.292824752,16.736702448,6.485642184,6.9748056,9.76034976,10.476098304,18.593749512,13.510989192,9.826058856,23.380743024,15.854538912,12.085588944
"12-Apr-00",8.38903284,12.712522032,8.936455248,7.81334424,8.51645064,9.831548448,10.464815136,7.66436076,2.292493704,7.521225216,10.54390812,16.460170272,10.797408336,10.087925424,16.867099296,11.816095584,10.978354464,9.707239872,16.785870552,14.909146776,15.495419016,14.214190008,8.19860244,7.867921104,14.410499088,14.5327506,14.057314392,14.166469584,7.471829664,15.816274176,9.65210796,15.172571184,15.218517792,13.34170104,12.406020648,9.601600176,12.802069176
"13-Apr-00",2.38301844,8.251056432,4.110064392,5.965955976,4.44056868,3.231377712,4.218994248,9.550147536,3.445760976,2.33561844,2.918338176,1.714766808,5.295197736,5.902295712,8.92314648,6.70551468,13.246594896,10.983248232,4.96259844,6.12276864,2.009229552,5.763457776,11.8517046,8.428220976,10.7293446,12.844080456,2.056751856,3.072922104,0.534810216,0.425693568,0.706458264,1.060620288,1.76897568,0.794742288,5.438357592,7.358382936,6.642223824
"14-Apr-00",7.184817552,7.988585472,9.235088112,8.721975792,6.877332696,13.047321792,8.346830616,10.698125112,5.995580424,9.203552496,7.12814712,4.579466712,7.599671592,9.129912624,4.014779808,6.038412096,7.890267144,5.51030016,4.250871768,6.814275024,4.37487852,8.772721776,10.311344136,9.22813296,6.342194088,5.59467852,7.781294352,5.46022332,7.184596536,5.462471712,9.878801832,5.160481464,3.488538624,5.159437896,6.864660504,5.780812032,10.3296504
"15-Apr-00",51.541517256,54.528951648,47.877679824,48.83928108,53.794315344,44.87310792,56.837820048,48.05962944,46.300077432,45.522073752,57.866031648,62.738050464,45.849615096,40.44739152,56.615907672,52.280364984,53.571241368,62.771398536,64.903667448,54.88839912,59.761178976,48.410591136,49.477661136,55.268028264,50.58720588,56.97771264,63.165613176,56.966634744,54.5487156,54.983333592,51.840677256,60.31133652,61.919134152,54.585062016,45.075038904,42.415769568,45.0332508
"16-Apr-00",0.122893392,0.426465192,0.146215056,5.486035464,3.196812984,2.217582648,3.304187184,6.10795068,0.2980566,0.173748168,0.684559464,5.160820488,10.418140416,6.698659656,7.639897584,12.871291632,32.680887216,7.127506248,24.853692048,14.937531,13.197821616,11.2838502,5.125954272,0.882233616,9.588038208,5.393577216,2.458135656,3.592429512,0.152111184,2.069339088,0.076998168,13.763965128,5.583559152,7.20131136,22.677572256,10.385433192,6.437295192
"17-Apr-00",0,0.525357888,0.46270248,0,0,0,0,0,0.444073536,0.440444328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651791544,0,0.6457404,0,0,0,0,0,0
"18-Apr-00",1.583115768,1.264174464,7.57708812,1.795249512,3.228468072,2.054410824,2.538507696,1.181146056,2.933407368,2.5241232,1.458626736,1.806537696,2.388948624,1.781231592,2.241774192,2.23353516,1.920177528,1.364623104,1.914812208,2.230256448,1.936276128,1.76181864,3.864557136,2.599051776,1.914415416,1.616585424,1.606679856,1.88387292,1.38284844,1.785646848,1.226423808,1.597011024,1.965383832,2.090425368,3.26308716,1.509036552,1.9367988
"19-Apr-00",16.883477208,13.046906952,10.805322648,13.371020784,15.690286152,11.349457032,15.155254848,18.101803776,8.287362816,8.088289968,17.102425584,19.068429,34.701270096,29.10510636,23.199158184,26.634982104,24.623090736,23.756411064,21.837773328,29.315102568,27.48542976,31.202530872,20.965833672,18.573705192,29.541197784,29.681937216,19.132422936,17.597800248,18.00855876,21.576524736,20.316372864,17.630106936,25.728509904,22.73922444,27.373060224,29.150393496,29.199588768
"20-Apr-00",7.222957848,10.984312536,6.726443064,11.419726608,9.348872424,7.177509792,11.279191008,8.235676992,10.99787664,7.922098152,7.842679728,14.124760152,7.130128392,6.9515748,9.255339144,8.602900752,13.749258048,15.595652112,15.954427248,6.970741512,11.226405144,7.44751524,8.057154168,9.002681496,11.66449284,9.35124564,29.353883736,5.040544512,4.097499144,7.21468092,5.76211668,11.061554424,9.319652784,7.135792488,8.249449248,5.795291664,8.980051512
"21-Apr-00",0.939778536,9.807708984,1.601246784,0.711907632,2.09019024,7.16045808,1.32777036,0.066634944,2.176652856,1.654598952,10.757453448,0.51714144,1.011981288,4.624572504,0.476918448,0.71962536,0.47271264,0.6062112,0.75681648,0.67805796,1.495419864,0.497024904,0.431977416,7.871541744,0.450750912,0.718517832,0.442450128,4.70385468,2.219211648,0.777591072,5.646713016,3.87966264,2.748952752,0.7749558,3.584687592,0.513498096,0.870108072
"22-Apr-00",14.4672432,12.424801824,19.55364132,6.30294156,13.314730176,12.777874944,7.02151608,7.165210248,16.789144992,15.173913,12.445721616,11.471142768,10.875803232,10.653788568,9.114019632,9.050991288,7.769795184,6.95866584,8.892018552,8.35554672,7.964677344,8.795358888,7.989360096,7.195898304,7.774688952,9.085348608,6.194968704,15.345066552,17.99222232,16.6534524,15.804552552,9.839107992,9.493159536,11.316995856,5.619325152,6.576299424,9.279220104
"23-Apr-00",5.660117616,6.803752176,8.758897296,11.508695136,7.753663296,13.409259792,12.673772328,10.600939032,9.436206576,12.646636968,7.61801076,15.504351144,6.5541594,8.046302328,9.202278624,9.21619464,12.94164276,14.489120016,12.696337224,12.319762224,11.80629372,13.303510656,11.382209304,12.522457128,13.211844912,13.556203368,14.422287936,6.61608624,6.601244688,4.616882448,6.394714584,10.95116472,12.557257176,9.297045,17.366459376,16.258245,13.143492216
"24-Apr-00",9.197131632,6.43936944,6.276756048,1.049937672,2.313034248,4.18991196,0.470103168,0.181975224,8.297620296,5.224249368,6.629744064,3.015155904,7.276983264,7.105274688,4.50021708,3.470084304,0.225000888,0.423767712,1.357829688,0.707034672,1.72890168,0.287448552,0,0,0.297735864,0.44844636,0.971424312,9.134895096,9.131364576,13.506905088,8.01215244,2.135004216,3.669742944,6.318541992,0.354559032,0.771346728,1.73187036
"25-Apr-00",24.372107496,26.835110664,22.64386224,20.528913984,24.111305232,21.859248168,23.886863712,19.247198592,20.687828064,23.041286952,27.547505376,28.311844824,22.282310496,22.919803608,25.160456664,27.76778412,24.686957352,25.282427784,28.593835824,28.530770304,27.750474936,28.475930208,21.085978032,22.096873272,28.865584368,28.855113024,25.97247792,25.177777296,24.152031888,20.6209488,25.853911392,28.156173696,26.672324184,23.091487896,24.335177424,23.705639352,25.757981304
"26-Apr-00",8.082262512,7.817330352,3.219289176,1.225981512,1.849820664,2.388727608,1.643142696,2.566204896,0.2811168,1.40699904,6.43821144,5.163730848,9.840126504,9.435051432,4.347751032,1.726009896,5.030883552,5.011183968,3.300768264,2.986856472,3.305522208,6.374721048,3.440337528,3.591681,3.756409056,9.28244232,4.679426544,6.706068288,7.173779736,8.774415504,7.493024112,3.977617632,3.824693448,5.909220816,4.72190844,6.64785504,5.458958736
"27-Apr-00",28.8417492,21.614450448,22.601288784,4.68825996,10.705531608,13.682785032,6.42569376,1.589183976,17.942044248,16.35637236,24.722136504,16.77417612,12.948992736,14.282230848,12.718242648,13.65323352,4.908212904,8.547994848,13.204915512,12.359782224,13.449351312,6.94609524,2.7431928,4.09046244,6.970920336,12.441028128,9.877061616,26.502036096,36.925646784,28.928349504,35.543543808,15.067090992,17.281003464,18.477800856,5.23923396,3.838081944,8.93727564
"28-Apr-00",0,9.81881976,0,11.555359848,7.845515016,0.315905712,9.340377336,10.65484572,0,0.1009272,20.981573592,10.761319392,11.778338664,4.609882224,14.71439124,5.91777492,17.538657192,16.753671168,19.531527048,9.794463864,9.249894624,10.907983296,10.60948992,14.07026052,14.898550992,13.973130216,15.01449252,10.055653104,0,0.0297966,0,7.27096152,7.837777368,12.2224002,17.058458808,8.15223456,4.244714856
