"date","Pixel16530450","Pixel16530451","Pixel16500451","Pixel16500452","Pixel16590455","Pixel16650456","Pixel16620456","Pixel16620454","Pixel16650457","Pixel16650458","Pixel16590458","Pixel16620458","Pixel16620457","Pixel16470451","Pixel16470450","Pixel16470452","Pixel16590456","Pixel16500453","Pixel16470453","Pixel16530454","Pixel16530453","Pixel16530452","Pixel16440451","Pixel16440450","Pixel16500454","Pixel16500450","Pixel16470449","Pixel16500449","Pixel16500448","Pixel16560456","Pixel16560457","Pixel16590457","Pixel16530449","Pixel16470448","Pixel16470447","Pixel16440449","Pixel16560455","Pixel16590454","Pixel16560454","Pixel16530455","Pixel16560453","Pixel16560452","Pixel16590453","Pixel16590452","Pixel16620453","Pixel16560451"
"14-Sep-00",0.876036024,3.885530952,1.811107824,2.10670512,10.101901536,13.049301624,11.830457928,8.64307164,14.393272872,16.7535696,16.141991616,15.819810384,13.452876096,1.155729264,0.405406368,1.379355936,12.431143272,2.377222896,1.454653848,6.744075528,4.878030528,5.075970408,0.896382,0.26791452,2.901203688,0.307751496,0.010169544,0.108167712,0.023117784,14.960656632,14.7074232,15.494479176,0.335787792,0,0,0.070734864,10.557247632,9.00278448,7.04322552,9.146834136,5.783205984,5.42042256,5.331443304,2.803605072,5.99578572,4.050183528
"15-Sep-00",3.354283344,3.809369448,2.5806654,2.374131384,7.861717704,16.034744736,11.767300848,8.412518976,13.805970672,14.24647092,10.598813304,12.988087176,12.400568952,1.88158536,1.247819328,2.33694828,16.400043,2.092029504,1.996903008,4.176024192,5.674131624,4.098879576,2.729989344,2.125379736,2.179794432,1.809119232,1.09902432,1.376957784,1.270457616,14.848940856,12.57586812,12.853461744,2.320531896,1.274504904,2.285526936,1.671640272,6.289126392,4.8604896,4.388898264,5.860864152,5.805819504,5.067273264,5.216199168,5.994506832,6.358660704,4.41307176
"16-Sep-00",34.126461984,29.595053664,29.665592184,28.358888616,20.950435632,14.64287424,15.92423772,25.6419096,13.572379584,12.887399208,17.088854304,15.334141728,15.521511552,26.810631744,33.60823344,26.200976376,20.393534664,31.602501864,31.762907976,25.369517328,23.80470084,26.083153728,29.783168784,32.099272728,29.829680448,33.2040882,37.91613864,39.206454288,39.5048046,18.16674756,21.63842868,17.927331456,39.713450424,39.147600168,46.14177132,33.594045648,21.163939488,22.355784408,21.674170008,22.806625848,21.197447784,23.396990784,22.015949256,21.028867728,26.26673412,27.515404704
"17-Sep-00",11.073671568,11.723603736,15.757663248,17.37504816,20.347563744,13.133171088,13.724408616,14.19272376,12.959700096,12.982193472,13.907405376,13.92681456,14.007661344,14.528799528,10.842638976,13.226942544,13.691687112,17.249506464,13.461732384,15.653205864,15.673228752,14.42763948,9.693940392,8.273951064,19.058110704,15.614467632,8.212188,8.015180112,7.347967392,14.205306528,13.631242272,13.733549592,8.777792208,17.73269892,3.74960052,6.587995296,21.521437176,15.144013872,15.980870256,15.448154928,15.908493528,15.749250408,15.976683144,16.638155928,14.621036064,13.1234064
"18-Sep-00",1.310542704,0.984183408,3.179479488,5.526516072,2.646249528,0.980612208,1.104935568,2.411759208,0.798078696,0.609169416,0.711206136,0.701662968,0.711698736,0.861656688,1.44085764,3.24973476,0.926887128,3.231193896,0.903976944,0.960767712,0.974029632,0.935321592,1.069180632,0.74593752,3.19128048,1.516841952,1.481082024,1.65028524,1.71012444,1.124430936,0.743641728,0.734773944,1.470909288,1.5211392,6.470022432,1.493484288,7.044844152,1.843415208,1.4407188,1.310593488,1.363217976,1.127180904,1.658191848,2.14948404,1.441225824,1.101837072
"19-Sep-00",0.557771568,0.171821952,0.386678472,0.352666224,0.159059928,0.191002176,0.220835064,0.114026904,0.406578264,0.671432736,0.488010984,0.480130752,0.469387656,0.288704088,0.157934232,0.354057744,0.224464944,1.050389976,0.16959624,0.262080912,0.245717952,0.244254216,0.688359264,0.309058368,0.184637664,0.467298288,0,0.32699484,0.18058644,0.0891594,1.12865004,0.310347792,0.195077352,0,0,0.014825448,0.070854432,0.995612376,0.106035336,0.480771672,0.096400536,0.19760544,0.142586928,0.096666432,0.103687704,0.342290472
"20-Sep-00",0.236611296,0.35450748,0.973592976,0.51864324,0.42766308,2.996913312,2.095012296,0.040289136,3.940035576,5.4150288,1.770581064,3.923302536,3.36771048,1.361251032,0.653434128,0.925575888,1.33841184,0.063760008,0.112950168,0.074771448,0.037146792,0.280595592,0.868436784,0.674711472,0.083145288,0.576974856,0.147954168,0.581655576,0.829736088,0.709638432,0.893169072,1.532403408,0.291250848,0.553143288,0.325154952,0.18344064,0.502538544,0,0,0.385126512,0,0,0,0,0,0.099072288
"21-Sep-00",3.01112688,5.11145496,2.729646552,3.173392656,4.76547504,3.353295216,4.613175984,4.556488752,6.815257776,2.980273776,6.19235016,4.68874992,4.509105552,1.803324048,1.496575632,2.144859024,5.267140032,3.429169896,2.95279812,1.98421704,3.292886136,4.322094792,1.410214848,1.254417312,2.863153704,2.330255808,0.867312768,1.573999104,1.90395696,6.154693368,12.138698112,5.233206504,2.14410012,1.122148008,1.644047136,1.005946944,4.616380344,4.33587384,3.618723024,3.172776816,3.851941104,5.014347552,4.32865656,4.302472464,4.418934696,4.963284384
"22-Sep-00",19.923118104,18.980582712,14.99184036,15.588666912,8.281577832,9.340723512,10.749727248,8.431734312,9.485687976,5.238216528,7.169382336,11.860272648,11.062253232,11.964192864,5.843957664,16.95800544,10.610492712,16.25853252,20.087001792,13.15011264,13.141706952,16.777337544,16.158150672,15.5843196,19.756786824,16.615721232,9.56059956,7.21592616,6.986266848,8.468640096,8.576248896,6.067992936,19.762208472,15.0865674,15.510828504,14.251261704,10.16293644,8.820944304,10.52467776,14.062132368,11.185931688,17.874147888,11.121793992,17.619767184,9.083694216,28.571150784
"23-Sep-00",1.785089664,8.220158808,11.586227424,11.6750064,18.672070032,26.271489144,26.848485936,16.323728088,29.77678584,32.127219192,24.292004592,26.632252704,28.283297544,12.817235472,14.549679288,9.705121272,24.084786408,10.880756376,8.408779632,12.383671752,14.520463944,11.737177128,10.151208408,8.077413792,8.730392208,11.054073576,7.03772808,9.361875048,10.2508986,20.250964176,20.291271696,24.816186912,1.459130904,3.843491424,3.644159664,3.361875408,15.72373008,15.407675736,12.192735672,14.498525616,13.321404936,7.439163912,11.682539472,7.410666,15.712175856,3.789876936
"24-Sep-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25-Sep-00",9.472776168,13.156006344,14.320969104,15.291666984,16.686986448,20.759821416,18.604715832,13.206182952,22.57236528,22.003458024,22.527171144,21.71450328,21.656078328,13.77363252,12.638391504,14.663406384,19.198828704,16.718071464,17.24742936,16.690135008,16.183374888,11.727721464,14.961849696,12.403525824,18.367335312,8.282283072,10.023395064,10.119023328,8.579631336,19.160079,22.778131488,20.825408928,9.634691472,7.847625024,6.43339776,10.599507816,16.752704136,12.078605184,13.697204592,17.055630672,15.03643512,8.697888144,13.303085808,9.380954496,12.731613648,9.908032896
"26-Sep-00",15.325399872,12.168182376,11.489534856,10.23316812,10.900451664,12.347252376,13.770441048,12.13071156,11.758990296,13.058917512,11.859310632,12.976030824,12.985121736,11.20144416,13.091985216,9.5657394,12.416261664,8.81754612,8.956840752,8.57148672,9.206721792,13.741056912,9.965212584,12.242939472,7.433420424,15.916271208,14.480043408,12.834038256,16.22283984,10.980702648,10.76355672,12.073043352,14.532041064,16.185547824,17.154068472,13.896334656,10.042095432,12.29798556,11.220393408,8.857965936,10.81499148,15.188708784,11.508566376,15.115264896,11.921278248,13.847831736
"27-Sep-00",0.431938344,1.107911376,0.696857304,0.939434688,1.128981912,3.24441612,2.372345568,1.215723216,2.150505432,2.42905104,3.490728744,1.7746632,2.1123222,1.018005336,0.481403184,1.228412568,2.531100504,1.07136636,1.733863584,3.39368784,1.109664384,0.807351624,0.958641,0.441147576,1.201542552,0.536793048,0.3134676,0.705195984,0.298493808,2.914295544,4.3082664,3.515393976,0.354585384,0.213562008,0.215865792,0.049554192,1.079026488,1.131609048,1.524581016,1.940044464,1.12958712,0.844856856,1.161992136,0.88154616,1.193368176,0.62758032
"28-Sep-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29-Sep-00",0.759904416,2.769963744,0.694438896,1.390706424,2.826335016,2.79148776,2.702166072,2.349451488,5.765917536,3.41049672,1.651787808,2.963847216,3.193141224,0,0,0.79033212,2.67481452,1.377223128,1.302018096,0.970907352,1.703939616,1.772215608,0,0,1.448109528,0,0,0,0,1.145632704,3.531718968,1.83576108,0,0,0,0,3.03976356,3.466493736,2.334390528,2.372109,1.953676176,1.576551312,2.918848344,1.462611792,1.598898048,2.6874522
"30-Sep-00",10.118906016,7.769986152,9.361872192,6.92939616,10.387683384,14.531290056,12.716551776,10.93410444,14.948803416,15.894288528,11.324204928,13.264075752,13.591695792,12.818880552,11.96502828,10.967067,11.277638904,9.805013904,10.715917824,9.23638416,8.402571192,8.206124064,12.744596952,13.87112904,9.24327636,12.027985104,13.738905432,13.213849056,13.925707344,9.520397904,9.50391912,11.714774616,12.40049028,13.71148824,13.729824552,13.727162352,8.749009608,9.834075456,7.221749064,9.472991472,7.576212648,8.11541676,8.436696768,9.123461016,11.527881144,9.228961224
"01-Oct-00",2.043868656,2.146535568,1.872467808,2.07718296,1.941420984,1.457601696,1.435968168,2.134913016,1.291035096,1.270661112,1.164965184,1.257770592,1.39802304,0.3808284,1.65855216,0.234947688,1.433374104,0.143954136,0.2161044,2.01540864,2.038275888,2.043744912,0.257980704,0.076818792,0.716872704,1.545559104,0.786018216,1.752103152,2.609900784,1.500864384,1.183901568,1.186016856,2.420886408,0.849646392,0.137732496,0.085336512,2.473652064,2.168492664,1.904887488,2.39031924,1.92876612,1.685278944,2.183061192,1.746731928,1.95123732,2.344735272
"02-Oct-00",2.661193728,2.721963288,3.128155584,3.182621232,2.869169712,4.201139688,4.802914392,15.466549872,4.424347752,8.03577948,7.358809224,7.135740288,7.087581408,3.165984024,3.116893176,3.228105432,4.882729416,3.184702992,3.240030168,2.792522184,2.76179748,2.761909776,3.170650008,3.1174686,3.226351968,3.092711088,3.051385056,3.037531248,3.033964272,4.874009376,7.2901218,7.249206312,2.625845256,3.047521944,3.048042648,3.057544104,2.915727504,6.976102344,2.742054288,2.985329208,2.708682408,2.712649224,6.932641272,2.669600136,6.951060528,2.684015568
"03-Oct-00",10.341895584,11.152852536,34.780534752,17.608870992,11.841324816,54.643764504,33.01011372,11.81099796,12.649902816,9.160750152,11.574719664,11.602496616,15.701939112,8.683348416,13.113923544,15.981418128,28.816520688,13.627983576,13.557359208,35.108599656,15.757410048,13.345603464,8.037029016,9.6169746,20.972150808,12.602366928,8.487783192,10.489710336,16.018087872,17.63118696,7.839709272,9.687289944,6.706915848,6.757301328,10.515156984,11.918274888,11.289301872,12.067684656,13.795809744,15.2350974,5.864049552,9.369845856,10.3317504,34.184597976,13.195199496,7.764368544
"04-Oct-00",0,0.09879828,0,0.02717532,0.134917272,0.22868064,0.143374368,0.169661424,0.247314768,0.854040912,0.157773408,0.771165768,0.880414008,0,0,0,0.146140872,0.028916928,0.03168264,0,0,0.061714224,0,0,0,0,0,0,0,0.14645256,0.157068024,0.15650232,0,0,0.20877888,0.310962384,0.1347402,0.173583552,0.172951872,0,0.170985624,0.115544496,0.14728272,0.119925936,0.160065048,0.081207624
"05-Oct-00",2.35940964,1.825812936,2.456365944,0.89895684,0,0.209975136,0.026238672,0,0.137660856,0.061422072,0,0.018434016,0,1.898799072,2.705990184,0.555357912,0.042384144,0.019615632,0.136654416,0.017056416,0.01650276,0.323338512,0.481173048,1.57084788,0.034740336,3.032399304,2.590557408,2.689436328,2.59359204,0.076255536,0.022847328,0.018572592,2.653392792,2.364939264,1.757719344,1.61296248,0,0,0,0.010147776,0.014502744,0.017431176,0,0.019251216,0,0.450752232
"06-Oct-00",1.274132976,1.699208904,1.940705712,2.336761056,3.137174256,3.511397112,3.12094152,3.526069872,2.298451056,1.928105424,2.369917104,2.6438874,2.684497464,2.7277692,2.240846688,3.148616544,3.371149416,3.002938632,2.5853784,3.09342492,3.369653472,2.797913064,2.464082112,2.382878232,2.947259904,2.560981032,1.711385064,1.534307784,1.532401968,3.329201808,2.541319008,2.791345416,1.061802048,1.760755248,1.941615336,1.711085736,3.25288152,3.28074468,3.364151352,3.214642176,3.610175016,3.361425168,3.442569144,3.548056488,3.615646008,2.514725256
"07-Oct-00",0,0,0,0.250721856,0,0,0,0,0,0.014973432,0.011256864,0,0.023425344,0.010975632,0.018266376,0.214139448,0,0.368270424,0.412925592,0,0,0,0.014219064,0,0.344369136,0,0.112300824,0,0,0,0,0.029040072,0,0.086432616,0.036037488,0.025452144,0,0,0,0.114478464,0,0,0,0,0,0
"08-Oct-00",0,0,0.21775932,0.361627296,0,0.024712032,0,0,0.183038112,0.157346808,0,0.142386792,0.196132032,1.052402352,0.118145784,0.709885248,0,0.342468264,0.109834752,0.018887328,0,0,0,0,0.069219504,0.100270584,0.069286488,0.058905984,0.040984344,0,0.011356824,0.017822112,0,0.01389828,0.097302312,0.013887144,0,0,0,0.0659304,0,0,0,0,0,0
"09-Oct-00",10.840514664,10.250941512,45.462203976,10.681293,11.764698024,4.871794944,5.365433328,5.78377212,7.313102256,8.009118312,6.55271388,5.938138968,7.676294808,13.930443768,15.036450864,13.29987288,8.872042896,10.721740008,13.336702824,12.996600144,13.13612796,13.134690288,14.48347092,15.747392184,10.72002912,14.60620308,17.90194416,17.519230848,14.999706744,10.934703816,6.506881008,7.417724136,13.482120048,18.006902208,15.659427168,13.937702184,11.697843072,10.526906496,10.957339536,12.24488784,8.131425624,12.90837336,8.044963368,9.883581888,20.562400824,10.17145728
"10-Oct-00",7.255037064,6.676485312,6.117102384,6.075601824,12.361663344,7.121992344,9.231203568,13.876420488,6.913704864,6.58033992,5.727027648,5.54584836,6.16564464,13.82032728,11.548927536,12.800381184,9.740492112,12.001606464,12.36998892,8.287383552,8.482296456,6.295816176,13.6075158,11.378238192,11.944234368,15.361606128,11.921383392,6.873827208,15.947473536,8.074179408,5.823090072,5.93490528,59.671468728,15.694119936,6.785943024,11.520022632,12.187072272,8.87763048,13.681913856,12.440511696,8.382941712,8.328253992,8.34219288,8.187704808,8.268225432,6.41545416
"11-Oct-00",0.086557392,0.293391336,0.118256376,0.191325888,0.4947672,0.67283232,2.124085848,0.288171696,0.832154712,1.011692664,4.525881168,1.853576832,1.708747392,0.074634864,0,0.170642472,1.384732416,0.241023888,0.240409992,0.274545768,0.238274376,0.379997976,0.034555296,0,0.254177976,0.05362044,0.017607648,0.013670112,0.017064888,2.060358336,1.601215488,2.648729856,0.011665224,0.020103648,0,0.015925704,1.242304992,1.948512384,0.335982408,0.60770028,0.404966856,0.225733848,0.262354776,0.738620112,0.2594688,0.394661712
"12-Oct-00",0.180772608,0.690763776,0.33168756,0.796263912,1.237223088,6.143851512,1.102266048,0.32175276,1.376930064,1.4087178,2.293709808,1.439732112,1.281469968,0.432767952,0.417712536,0.426113208,1.762414272,0.429502968,0.31336212,1.540435368,0.612549576,1.165978512,0.577744152,0.973973472,0.51318324,0.669913272,0.549500544,0.971455968,0.6900216,0.956767296,2.027802048,2.167919568,0.215128968,0.536912568,0.701503824,0.781182024,0.502524456,0.2611884,0.219022056,0.467205816,0.389561976,0.276186768,0.318321672,0.318689664,0.290150952,0.26627664
"13-Oct-00",0.519373392,1.23753708,0,1.84277004,1.211420688,7.033463712,2.080926072,1.559136456,8.193888912,8.31817032,0.72223068,6.525061368,3.191241504,0,0,0,1.625892336,0,0,0.19956012,1.550405688,1.554835968,0,0,0,0.0743142,0,0.04504644,0,2.442191904,2.010727296,2.062512336,0.245348736,0,0,0,1.193205264,0.569015568,0.55535688,0.70878084,2.22817344,2.172603432,0.542419872,0.237628248,1.503586104,0.408567168
"14-Oct-00",11.146990296,5.98317396,7.19454504,7.661554824,6.473407032,9.364746816,6.31842684,6.449874408,7.861749888,8.06087136,7.604471688,6.929319624,6.212957376,6.434009304,6.42124272,7.75376844,9.006825696,9.605290896,9.436409712,9.569920776,7.969914432,7.99587036,4.757468112,7.853172552,11.218415736,7.04063772,6.957663768,4.969059696,5.625782136,10.475405928,9.019525776,7.543318032,10.68750144,6.054297216,5.510131368,7.776530016,8.991240984,6.640253304,7.941010248,12.224943648,6.540062424,7.342962744,6.915857784,10.336292256,7.052171952,8.49332928
"15-Oct-00",29.424662592,27.325796136,12.787967208,18.5419836,2.803062552,0.771195984,1.258180968,0.086867856,1.249767504,0.77497692,1.31894964,1.345558752,1.378579248,2.429744664,10.413328176,6.100866072,1.239374856,6.546354528,4.656497232,7.495627632,14.377601616,13.622318736,3.462168936,3.670781136,1.929850464,8.03825712,10.251562368,7.516674768,6.977836128,2.292206712,3.461413272,1.308210792,7.148310192,2.932606824,2.976356856,3.647355792,6.151627056,0.218787504,4.432792416,4.47123456,9.423211824,7.096477032,3.481462248,3.825737352,0.079504104,5.77327644
"16-Oct-00",2.741425752,3.075960528,1.4286822,2.566209912,3.956414592,4.678794624,8.306796312,0.759457368,5.238950016,3.663471936,4.198201776,5.486230008,4.907047032,1.831149456,2.406517632,1.890267312,6.469892256,2.775885888,2.584244016,3.225501888,3.110149392,3.253929384,1.238985216,2.212393632,2.409726984,2.93982876,1.91963268,3.76771296,1.961984208,7.075310472,4.971540216,5.191537152,2.41712076,2.372356296,1.364046504,0,3.829866168,1.954819848,3.504303576,5.100432168,3.21594072,3.47627772,2.837868504,3.106465104,1.118085792,3.517739304
"17-Oct-00",0.399253704,1.135966032,0.39819972,0.26628888,0.239902464,0,0,0.204000672,0,0,0,0,0,0.184791936,0.287575848,0.155841696,10.355923896,0.114813504,0.057475968,0.236386536,0.3720306,0.918703872,0.117566064,0.264950016,0.069846912,0.374286504,0.563326968,0.504077856,0.740107968,0,0,0,0.534364032,0.929939664,1.18190244,0,0.296420952,0.272320344,0.307838688,0.221028072,0.520070232,0.520776576,0.330908112,0.397640568,0.247072992,0.862340832
"18-Oct-00",0.912863832,0.265794168,0.228478152,0.142607208,0,0,0,0,0,0,0,0,0,0.47881356,0.296883192,0.248080152,0,0.141875424,0.171790248,0.1059456,0.107905248,0.182805,0.299606304,0.225524112,0.220478832,0.248580192,0.232311288,0.327226992,1.329969768,0,0,0,0.813938232,1.395371232,1.836098304,0.232376016,0.398954184,0,0.040965456,0.135715416,0.6197424,0.032839728,0,0,0,1.411888728
"19-Oct-00",4.278365856,5.550294408,3.926792976,4.08742404,3.279835584,4.944876912,15.195168984,7.138484712,2.8397904,4.510884408,5.379110808,3.379351248,2.5280562,3.782413968,3.60805608,4.009427184,5.492757072,5.00297784,4.263533952,6.4474218,6.860892528,6.380375856,3.44041764,2.99307024,5.636793144,7.421179536,2.797036896,3.953551416,3.143768184,5.563241592,6.155357832,5.602553496,3.07484544,2.226411936,1.07218812,3.55311048,7.77354456,5.362702128,5.12195028,4.865306496,4.208086608,5.886734256,4.6152624,3.927709224,9.746224872,4.805631984
"20-Oct-00",3.955792656,2.338162776,3.619899984,1.205891304,3.844501368,8.186492448,5.873571048,5.166791448,5.259808296,10.067032824,4.793450472,7.74340224,4.778276328,2.220543456,3.971255424,2.580346944,3.090363624,2.68265712,0.166865928,1.154164464,0.663001824,0.031379808,4.883335944,5.47625328,1.697841696,4.165787112,4.333626504,3.87162816,4.387595784,5.320567128,4.833158616,6.969898944,4.282996776,4.582561608,6.328005552,4.380775104,3.899261352,4.811964144,2.882300736,2.619156192,1.569254112,1.171254336,4.269900072,4.55753016,6.504801024,1.354008336
"21-Oct-00",9.161354544,2.902857192,22.932234768,19.050519,4.146622896,10.216612824,7.792380096,14.635431288,3.07265712,1.489323288,1.067807976,2.810682528,2.851273656,5.456611272,6.298439736,3.482430696,6.09829116,2.622587088,2.74474704,3.53764308,5.89076292,6.99539136,7.003513104,5.76171792,3.258142584,11.430364608,7.071036096,12.287728776,7.991733312,11.154272328,1.8582852,3.258994464,12.679358472,4.055196048,3.313466904,8.073439128,4.333948008,5.8963344,5.056104888,10.034480088,4.332897312,6.142112016,7.138915296,6.032013408,6.572441328,11.149732584
"22-Oct-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23-Oct-00",0,0,0,0.010826424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011144472,0.014709096,0,0,0,0,0,0.010826424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24-Oct-00",1.85963256,5.050059912,2.692930344,2.64733224,2.009201832,1.839816024,1.970519184,1.432174344,0.70168752,0.880963584,0.800619624,0.681854136,1.649432112,3.232380864,3.044538264,2.83249068,1.770426024,1.947289824,2.8518666,2.577044784,2.540666352,2.467213512,2.918014872,2.873034072,2.578336008,2.250047736,1.906412064,1.201664232,1.238751504,2.005638072,1.073061264,1.686583584,1.358029608,1.167419592,1.131567936,2.360365752,2.131272744,1.57409352,2.390660592,1.717021824,2.090362608,1.99249344,1.175543448,1.360743288,1.894755888,2.423390328
"25-Oct-00",0.079493424,0.021203784,0,0,1.988265384,5.806591272,3.799594392,0,7.496302128,12.521773344,6.846699,9.800573592,6.482524392,0,0,0,3.143332248,0.149105016,0,0,0,0,0,0,0,0.123933888,0.152814048,0.396285384,0.487256472,2.253361512,1.683591672,3.44597196,0.254150904,0.213151464,0.32902728,0,1.695265344,0,0,1.778471064,0.034878264,0.0842238,0.19177572,0.239962104,0,0
"26-Oct-00",11.821241856,44.564540856,11.642617464,11.832900528,7.2281592,3.19875168,3.76908768,5.605401624,1.915700016,0.305616912,2.158425624,0.876792216,2.204730384,16.321487904,13.948166376,13.758632184,4.071532848,8.493626832,6.931569816,7.102562424,7.416039696,17.167346472,16.84012128,11.446720368,8.110215432,10.028574936,15.03169728,11.49209976,19.295622816,6.266948472,5.415456528,3.598813176,12.29395152,18.664474008,24.644677152,14.141467104,7.694611776,8.465701824,6.973658328,7.496321448,15.905066016,18.919062144,15.315131664,17.062278264,10.99756836,16.06545924
"27-Oct-00",5.09340192,5.299701696,8.197054632,18.9067812,6.362465856,7.7741046,5.135179272,11.880313392,7.77707076,6.465880392,4.660256976,8.252122152,8.070941448,8.905258656,7.084234704,12.75828552,5.875938888,21.028292664,12.691533576,10.327055448,7.130685576,6.408148536,8.727159264,3.875182992,21.091494072,14.191304688,5.931968808,0,4.646961096,7.157299512,4.65859044,4.539488904,1.591738704,6.241825104,9.646177776,3.524339328,10.303297512,8.698609824,8.806682112,10.553240784,8.66471172,7.698542832,8.924476152,8.35988832,12.208169472,7.189661256
"28-Oct-00",0.095201328,0.106728096,0.252586872,0.2732904,0,0,0,0,0.01946952,0.036113544,0,0,0,0.32520684,0.282538104,0.350943624,0,0.275807112,0.354099432,0.116101056,0.118567272,0.117253032,0.334092504,0.290477808,0.270156528,0.218012976,0.255956256,0.1966296,0.194030256,0.075986256,0,0,0.083504088,0.252696792,0.24706428,0.263235768,0,0,0,0.09649668,0,0,0,0,0,0
"29-Oct-00",30.898650168,50.050947192,39.504701616,39.88510608,15.495985512,16.08793116,10.675985808,17.0620122,13.724671848,15.698977944,16.807178016,17.275702008,13.721364504,41.809221264,39.978552816,50.777761464,13.994775288,34.097697264,32.272622112,27.801970488,40.763923656,45.42831516,43.985695848,46.470359808,34.998324384,28.600633632,41.866092672,32.850222576,29.431340208,15.6288972,13.251430032,12.302139768,27.081742296,44.184811584,45.748609536,53.103000648,20.517607224,21.377357472,23.931075096,25.490298264,24.304309848,40.24785804,22.629547128,24.64425372,17.148681168,29.224754328
"30-Oct-00",30.020147328,29.683104504,31.444808016,23.94834996,24.799429896,20.861027232,22.480779648,30.775969512,14.134131432,11.947808496,12.058008672,12.018516552,14.984529024,24.86737632,25.9897356,18.955075272,19.093458648,26.394049656,24.209435472,27.653434752,28.175974848,28.713861456,22.896845352,22.440653808,26.854605672,32.599988928,26.0839548,31.389372816,33.99318408,18.088675968,13.81455516,15.191578392,33.756643296,25.245094296,24.01132392,19.016846184,27.389920224,29.726574888,31.293253896,25.90070628,31.10359956,30.491609568,31.644181248,28.034477232,31.371588696,31.261236192
"31-Oct-00",6.128243208,5.758928424,6.0652728,5.832668064,4.970366112,3.069179184,2.82378996,5.77148796,1.987279056,2.040395208,2.205381456,2.339166096,2.475159816,6.174315696,6.222717048,5.966652984,2.86019076,5.804017056,5.941170216,5.358555792,5.44622004,5.480289096,6.187577952,6.229632864,5.72274684,6.167228928,6.418806552,6.38686968,6.413922792,2.8897782,2.14887876,2.114922888,6.398541936,6.442868472,7.699307448,6.422731152,4.4716326,5.202320688,5.219401008,4.642762536,5.311125408,5.348314752,5.294552568,5.332132104,5.86245168,5.65152132
"01-Nov-00",14.837130552,6.355345488,6.34675812,20.401765824,12.98741484,10.47863532,7.458358536,13.527618888,5.598072768,5.06908572,4.923917424,4.342815048,6.32049108,6.248176584,10.351838352,6.173130504,3.208381536,9.245586624,7.831681968,29.648712168,6.318016296,6.93737484,26.968468656,32.917963032,16.225586424,11.481936696,13.2412362,10.924233912,8.774495592,5.450065248,3.618441216,4.11714864,8.84739732,9.64552332,16.228732104,19.948426728,12.201590544,10.772085432,7.113595968,10.956603528,5.063167344,6.0142908,11.01166248,5.921091552,12.682651512,7.321276896
"02-Nov-00",12.129638664,12.426545616,12.461372856,13.753849992,12.323864928,9.703190088,10.736665248,13.061501016,8.927808528,9.430909392,10.156301736,10.17543912,9.791969784,11.303774352,13.847738736,13.225559232,11.035999776,15.061562064,14.23981476,14.868134016,14.738655576,13.433674344,11.506539336,13.295139312,17.29133892,12.246939192,13.666564464,13.14233064,12.543349752,9.718309176,8.433659784,10.032653328,11.601799968,10.964374056,13.094903472,13.37111808,12.327411168,13.130095488,13.07703924,14.822942736,13.305637848,12.813098424,12.043786536,11.640779976,13.138373856,13.413527016
"03-Nov-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664476864,0.226171248,0.685254072,0.288007968,0,0,0,0.914175768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802821456,0,0,0,0,0,0
"04-Nov-00",1.171859352,1.632913464,1.784787648,1.124311824,2.260197768,0.944804016,1.07895156,0.9383154,4.982181792,5.962273128,4.156196952,5.954873088,3.00074136,1.88139492,1.767582,1.212682584,1.986121944,0.94305396,1.166085264,0.7842258,1.053473184,1.10751888,1.750944432,2.206721664,0.732592632,1.788182784,1.478021544,1.381266744,1.030954056,1.56582444,1.5404604,3.649364952,1.213022328,1.148388048,1.00077216,1.513104024,1.746514848,1.107762792,1.119064632,0.992715504,1.212353736,1.215754248,1.055108976,1.13451996,1.059965112,1.05910572
"05-Nov-00",0,0,0,0,1.4160204,2.629288488,5.92338432,2.999698872,0.57627108,2.852514264,0.2246496,0.453362472,0.63571296,0,0,0,4.127579928,1.649605584,0.14771484,0.151284912,0.53831796,0.5295618,0,0,0,0,0,0,0,2.171272704,0.973693464,0.840471816,0,0,0,0,0.410005152,0.976284552,0.147613728,0.144572016,0.313835136,0.262554504,0.38963244,0.444961536,2.073335592,0.42551184
