"date","Pixel16530450","Pixel16530451","Pixel16500451","Pixel16500452","Pixel16590455","Pixel16650456","Pixel16620456","Pixel16620454","Pixel16650457","Pixel16650458","Pixel16590458","Pixel16620458","Pixel16620457","Pixel16470451","Pixel16470450","Pixel16470452","Pixel16590456","Pixel16500453","Pixel16470453","Pixel16530454","Pixel16530453","Pixel16530452","Pixel16440451","Pixel16440450","Pixel16500454","Pixel16500450","Pixel16470449","Pixel16500449","Pixel16500448","Pixel16560456","Pixel16560457","Pixel16590457","Pixel16530449","Pixel16470448","Pixel16470447","Pixel16440449","Pixel16560455","Pixel16590454","Pixel16560454","Pixel16530455","Pixel16560453","Pixel16560452","Pixel16590453","Pixel16590452","Pixel16620453","Pixel16560451"
"11-Mar-00",8.198590992,22.21243716,10.271102424,6.222810744,4.916798472,3.816321384,3.131248344,3.485236992,1.443877632,3.284563776,3.595858824,3.03987516,2.15414124,8.44669104,11.469175824,5.901318672,4.670194752,7.689657936,6.530038128,5.76969732,5.782133808,5.800792704,14.34841632,12.432887088,7.67080164,11.329104432,4.60672152,3.541382424,3.639849552,4.709164392,2.604077688,2.586100632,7.069937472,7.637158872,7.668679464,4.602485424,4.944156288,4.322636256,5.54306388,5.15780604,5.61740256,5.632023816,4.372711296,3.507147432,3.489965904,5.81827212
"12-Mar-00",11.698459632,33.611414904,10.899420984,32.296185504,5.748776424,5.125816584,5.66083932,6.522868392,6.02682924,5.527338624,5.27724516,5.46841764,7.276802304,28.740497592,25.214455608,11.06318592,7.411360512,6.073230024,9.00005364,11.753301144,18.207511416,16.713150504,17.427306168,10.815052992,9.789400584,21.167288304,17.809628952,20.740027416,5.515587336,6.526961808,8.719338648,11.557549944,16.62049056,12.707638272,6.21903204,12.291370872,9.778256184,8.760144,9.770603664,9.7437222,10.938729288,17.18917752,10.982903472,12.863050464,25.487528808,11.683207512
"13-Mar-00",10.58948136,9.482437848,17.628939624,17.734335432,11.225997456,9.709884168,10.950066816,12.069798936,8.413975944,6.73489236,7.621313808,9.383652456,10.692640536,6.511407864,6.537292968,8.658333072,10.121336472,10.244027136,9.767501592,10.663955208,9.339764352,9.871416816,5.660934456,6.2119224,12.03095628,12.33179712,9.548039664,12.119720928,14.937250608,10.9668324,8.557115088,9.209409,11.715115776,13.153564464,18.79448604,6.440697672,10.765825512,10.915757424,11.88911676,10.09324836,11.30287956,11.899125336,11.026845216,11.36016012,13.336528296,11.06003808
"14-Mar-00",1.992967488,2.00259768,2.93582208,3.597702024,0.154455024,0.187162992,0,0.153459336,0.367950696,0.901951704,0.22728456,0.364060824,0.026573472,3.863494992,4.386949176,4.01871084,0.109445088,2.635179168,2.985316872,1.473597312,2.23662276,3.702809928,3.44667756,2.711940048,1.703437152,3.834407688,2.809027248,2.813651208,1.663978824,0.350415504,0.273148272,0.148455024,2.355133824,1.152906144,0.718426656,2.214806208,0.780986136,0.345139128,1.068897216,1.375729224,1.634176608,1.87436808,0.626462064,1.495639008,0.250956576,1.877588688
"15-Mar-00",9.507472512,7.369587432,6.113232144,7.052549592,13.206653592,14.695039272,13.485865128,9.25841832,16.433856,15.595820904,11.475413568,16.695456504,14.729723448,6.051122184,7.019314536,5.901071544,11.767357344,8.992241616,6.766000992,8.734393368,8.013414144,7.488009456,5.00198508,4.519526136,14.769491664,12.520886424,5.844368568,5.5179906,7.870179888,14.273098464,13.817971224,12.697717656,4.923925992,6.728757624,5.98413528,5.109877104,12.760110864,10.604552496,8.895880944,15.204660408,8.835012672,6.508978128,9.267127272,5.777930256,10.22383332,7.448287728
"16-Mar-00",0.8438598,1.176569664,1.539602448,1.293845784,2.094294,5.273058408,5.155639176,2.757184632,3.804903384,4.785942432,6.100514184,3.736732368,4.93652988,0.834871344,0.757997352,1.5275268,4.476055032,0.509884128,1.679685648,0.913574784,0.733294632,1.16008284,1.840496592,1.187756712,0.37480716,0.45557628,0.743197728,0.724325184,0.562045728,4.431620472,5.839458,4.10276592,1.020115536,1.25662584,1.119378624,0.931062072,2.345366832,1.322217384,2.782759656,1.051963728,0.565166736,2.000505576,1.669631664,2.165388288,1.08348288,0.870045744
"17-Mar-00",0.831148176,1.344252984,1.995398472,2.715773832,1.928744136,3.963132984,7.444862376,1.632612168,5.499765168,8.475389952,2.043192576,3.475164408,2.233154472,2.415918408,1.432937544,2.874719928,4.322977776,2.768836848,2.729381376,1.876909008,1.0770792,1.707938976,2.111178696,1.618089264,2.248295016,1.487898768,2.654777352,1.501524384,1.435306464,5.838813912,5.843276736,4.045466064,0.742228296,1.5974298,1.47274536,1.258517328,2.95695144,1.238068872,1.923090408,3.20772492,1.056305592,2.216385672,0.658404072,6.469372992,1.541860152,1.608289008
"18-Mar-00",3.181755432,3.461164704,3.421375752,2.820698808,6.536432496,7.59615612,8.169766896,5.546804664,8.455535184,9.298300992,9.404231784,7.641519072,8.194791552,2.907734688,3.331809648,3.109683048,8.069364312,2.094052608,2.545023504,4.070660232,3.983209848,3.962045424,4.064922456,3.951401352,1.9591248,3.002083896,2.464711536,2.7995478,2.624716584,7.765718928,10.836241728,8.181128016,2.739503856,2.122424664,2.712242592,3.684913872,6.43723584,4.622034432,4.261943232,6.270586248,4.682168136,4.6593486,4.511240232,4.662282576,4.864123464,4.3200996
"19-Mar-00",0,0.045546552,0,0,0.440885472,0.425698944,1.861738632,0.057557256,0.553268424,0.969030168,1.402066656,1.126502664,1.142377224,0,0,0,0.81239256,0.15148416,0,0.059579664,0.05335392,0.047514888,0,0,0.402041232,0,0,0,0,1.038201024,1.19025948,1.082043,0,0,0,0,0.100564944,0.089361048,0,0.150702792,0.092519424,0.070811904,0.08014464,0.068923944,0.531546144,0.011747016
"20-Mar-00",5.516456712,4.522339584,6.93740916,5.439701568,3.590448264,10.733211984,3.090997704,5.242851384,5.180080896,5.716130736,1.759631928,1.874322648,2.032456584,7.40836716,7.226803056,7.258735656,2.905455168,6.987864024,9.736966608,5.172091128,4.54195512,5.324069736,8.391175752,7.791629088,8.510522592,6.390911568,6.9966066,7.466400864,5.404493448,3.321374784,2.218197408,1.916154552,4.801482792,6.3710196,4.69526232,7.21567512,4.236978288,5.150147088,5.148518808,5.554053792,5.147064696,5.198847408,5.295350784,4.043271672,5.308753608,5.480921376
"21-Mar-00",4.97689284,0.90204576,0.68877276,3.226476072,2.718704232,1.045784976,1.112828664,2.332892592,0.446412288,1.453820592,0.61605276,0.353268072,0.737078736,0.588218592,1.684510056,2.7391194,1.020557112,1.379185704,2.234978736,2.48621856,1.894815624,7.739311704,4.904927016,7.018813848,0.69210876,11.762354856,0,10.068941112,10.107154368,1.074138336,0.69875652,0.64887768,4.841068992,1.18491036,3.71061588,1.027285872,2.58320904,0.609318984,0.60285888,2.494565424,1.795422072,7.649338968,0.699069048,2.116445832,0.707566296,8.592784176
"22-Mar-00",11.63371968,12.056632512,10.737690216,11.532399408,16.16197728,21.154001712,19.3294158,14.795436864,21.772230144,22.964321136,21.09695292,21.030243864,20.0970726,10.276792992,10.07890248,10.683654792,20.153650752,11.711606016,10.715984352,13.842759144,13.592289456,13.098001968,10.387006752,10.623870144,11.898233424,10.58482932,9.94813872,10.050664176,9.573289632,19.789396752,20.309553624,20.964915264,10.823575248,9.559094664,9.113069784,10.077607152,16.326912408,15.135603912,15.214209072,15.143094072,14.753352648,14.01562356,14.634110928,14.088365088,14.75497056,12.688103208
"23-Mar-00",0.276259464,0.677628816,0.099379248,0.059256576,0.162193032,0.319206216,0.352943088,0.095560032,0.473526432,0.57582552,0.434774016,0.577804056,0.587037696,0.21422412,0.157595736,0.34253364,0.37991232,0.05938368,0.321351696,0.082015176,0.02488992,0.235171248,0.102732792,0.138772728,0.092356176,0.115991928,0.133284768,0.143782776,0.126040824,1.508950536,0.69971604,0.65701344,0.330150024,0.013520448,0.107619576,0.145709808,0.122891184,0.028476096,0.010490304,1.393404984,0.010866,0.266943528,0.0375198,0.183493416,0.122242128,0.528017256
"24-Mar-00",8.918725488,7.636726152,5.55211044,4.446148032,1.114738488,3.401297808,1.999553376,2.066159064,1.691910624,1.150896288,0.872308728,0.65271216,0.923026704,5.728435992,4.200220224,3.901901376,1.334837616,4.177033776,2.954658504,2.201100288,3.608301408,7.22603916,4.975097544,4.01636232,2.539877064,6.043245072,5.18072712,5.096897712,5.317053792,0.837779304,1.452175776,0.7082004,4.570155864,6.45800256,4.648233168,3.758740776,1.427931096,1.40916396,2.229917592,2.781577896,3.486708648,4.75725996,4.621821648,3.674170368,2.715483432,8.012780424
"25-Mar-00",18.83913516,17.886847968,18.253159056,19.7777052,23.363385192,21.737600328,25.711358064,23.733973512,21.2144022,23.947139736,26.753010744,26.966377248,26.596913328,17.792910576,17.238305568,20.233277328,27.88195896,20.668573368,21.935368536,21.049522872,19.348515984,19.237173552,16.354981896,15.503029344,21.625579824,17.189400672,16.121665488,16.60409688,15.830012808,26.528820984,25.551916128,27.024670608,17.66568804,15.294841296,14.710713384,15.271465296,30.116217624,22.844936376,22.636171824,24.439209936,20.87317944,20.65624524,22.377066144,21.47403144,25.420048704,17.567409048
