"date","Pixel16020484","Pixel16050485","Pixel16050484","Pixel16050486","Pixel16110480","Pixel16080480","Pixel16110483","Pixel16110484","Pixel16080484","Pixel16050483","Pixel16110481","Pixel16080481","Pixel16140483","Pixel16050482","Pixel16080482","Pixel16050480","Pixel16080479","Pixel16080485","Pixel16110485","Pixel16110482","Pixel16080486","Pixel16050481","Pixel16080483","Pixel16140484","Pixel16140480","Pixel16020481","Pixel16020483"
"23-Mar-00",9.589607472,11.573735472,9.378904584,11.5317378,16.77775812,9.96365976,9.538741344,10.600866792,10.51058292,9.072571992,7.921606776,6.943629024,10.394624232,9.658702608,7.9640472,11.607456216,10.393519872,11.4149208,10.9195776,8.391006936,10.879062648,11.120670312,9.077728992,13.024113168,7.276278024,14.020789152,10.08816432
"24-Mar-00",16.97327328,13.84180356,16.947192192,11.539659984,15.896460048,4.902618168,11.692467216,11.412507528,12.044478888,13.01704932,9.524918328,8.823393336,12.503804688,11.529269448,11.76701976,4.282148472,4.092788112,10.549826856,14.156116968,12.102059832,11.110610952,5.592169752,12.665938848,9.348943224,19.520504952,3.762798072,12.300506112
"25-Mar-00",17.62516452,16.375267992,18.26209116,13.943701752,23.854228008,25.1742468,19.673054688,20.92434168,20.939131728,19.34520864,20.526922704,23.257647504,18.8553114,19.774695408,20.970278256,25.720121376,25.770669936,18.882263664,18.03408336,18.62122392,16.993763928,21.773188584,21.529377936,17.981393328,22.07227992,20.9133954,17.627104272
"26-Mar-00",0,0,0,0,0.907313088,0.554160024,0.503780088,0.515241672,0.126324024,0,0.734236488,0.249690792,1.019405544,0,0.131585976,0.553827744,1.00011804,0.043356288,0.493896912,0.50435856,0,0.119748024,0.10280592,1.386687744,1.67272068,0.014360328,0
"27-Mar-00",10.818926808,6.888065808,6.410764944,3.8669976,2.881639128,0.660058104,2.597104848,4.450135944,4.546863192,5.785765896,2.182784376,3.799749624,2.588462592,4.2211572,4.425036192,3.141683928,1.436727768,9.242602584,6.370903728,2.55732036,5.58268512,0.96365448,4.503205416,5.801870952,1.697581176,2.819381832,11.423233512
"28-Mar-00",14.342206488,14.246881488,11.650210608,11.973176472,10.16405868,9.73162008,15.855990888,23.531025408,22.717374792,10.857846744,7.48545528,9.642798912,15.43969488,12.619511616,13.772596848,15.208615776,10.41308784,13.39874124,24.68537808,10.277686368,11.578281648,12.337559232,25.09238148,15.24510384,11.118863592,14.31567192,16.19128848
"29-Mar-00",7.16344572,20.714512824,8.075082072,2.399520456,15.31956912,23.632957944,6.736942296,6.329380992,6.011286744,7.76268696,11.250419136,18.579834936,9.3234222,10.868295192,14.060281272,15.337901112,27.107039448,3.716156592,11.246159088,7.942043064,2.851242888,15.258300312,13.469048016,13.610260968,13.576035984,11.976531024,6.442323456
"30-Mar-00",12.549360744,12.34404516,12.270748608,12.015385152,17.520890232,19.1065278,10.54356336,9.703479048,12.438125616,12.687831408,20.486034384,15.421265592,9.742516272,16.1392908,15.34250736,37.631678592,16.20519876,9.310059072,10.415235768,14.720774184,19.118249424,15.797113896,11.959732536,8.562763464,15.795650472,16.170377256,9.479609016
"31-Mar-00",0.183180384,0,0.234300864,8.115802296,0,0,2.03549676,1.450349808,3.294986856,0.365419368,0,0,2.098779024,0.235518264,0.500658504,0,0,2.185975848,4.819502952,0,2.135278512,0,4.38909852,1.657951896,0.035819136,0.15296568,0.28680804
"01-Apr-00",1.596043104,3.798090576,2.863064112,1.662238608,7.923839808,9.24434496,1.915648152,2.413059888,2.037211056,2.528854608,6.174028152,11.475716112,3.120177264,2.70677196,4.715825904,12.225304128,7.637085192,4.271446464,2.552381328,4.394024136,1.56212676,6.879131544,2.782748568,2.542100064,4.471063968,3.918498528,2.849341392
"02-Apr-00",8.936822184,9.71394396,12.820349688,8.998954296,13.660124304,11.517150888,11.547863952,7.617438552,15.541979304,11.941500672,13.178707128,12.007717608,10.407875064,10.808010576,12.24937104,12.872127048,17.311241616,9.901177176,6.439854384,11.651289936,8.072801112,12.070399752,12.658827792,8.122097256,16.544581896,11.787574056,9.464486352
"03-Apr-00",20.601555336,20.408274648,16.785618792,25.296641352,14.68502568,16.118538384,16.41835356,18.07133388,16.708296768,16.42969608,14.601240624,15.533977032,16.474928856,18.301739208,17.11078692,15.76863384,14.890358448,20.331258768,20.259813312,15.95392656,24.248002056,17.374571808,16.6644702,17.873418336,13.069444656,18.682361136,19.87928868
"04-Apr-00",0.16241892,0.91652664,0.619676256,5.19943572,0.688509768,0.57234804,0.428924328,0.67678692,1.752161088,0.356193576,0.052306896,1.03834776,0.062859768,0,1.818605472,0.673737024,0.693664488,3.282959808,0.47291052,0.0790854,1.112878464,0.184098888,0.773814528,0.151736208,1.585795992,0,0.169369128
"05-Apr-00",6.433079472,4.69925772,4.258272528,3.58086276,20.821838376,16.598753928,2.507233512,10.356007584,4.972227936,4.445571192,9.540334224,4.754791968,6.171375984,6.432727584,4.258024344,9.61181616,20.466406344,10.39015032,11.569848072,6.898336896,3.328446504,8.299337616,3.685381656,4.458069216,24.375909816,11.873625744,7.417885056
"06-Apr-00",22.483709328,20.972854608,21.904003152,17.166739944,25.551286704,25.087574952,23.810468664,23.924654952,23.051546568,21.848596584,24.05013084,22.132498752,27.079645152,19.787524224,20.18100072,29.937129024,30.812945376,22.545711984,23.204795832,22.504363056,17.741234784,23.83556844,22.434222216,27.993309984,31.429850568,24.208459848,21.43730736
"07-Apr-00",1.196284344,2.231073432,7.214981328,0.423068136,5.035021296,8.884387488,1.93453752,1.609646208,5.494128216,3.047684304,5.25284028,7.2239406,2.313377736,5.977752336,4.33768344,3.496112832,3.61227072,3.56188416,4.158767592,3.233439792,0.780773784,6.286918392,2.365684392,1.766064216,4.948441752,4.861747392,2.675243496
"08-Apr-00",4.548239352,4.512726552,5.090391408,7.34821344,10.965296736,11.475198984,3.63913536,12.549300672,9.496088496,5.430684336,4.53158928,2.881852272,3.005313984,2.736747792,3.348582384,7.303880448,20.187254904,5.264730696,6.622566456,4.272822984,4.85359632,3.868040088,9.727992288,4.043789496,12.870264528,2.157895272,4.197447888
"09-Apr-00",0.515780472,1.195685952,0,0.482356008,5.394147984,4.582266936,1.38238584,1.845798072,0.591723072,0.536330664,2.721287736,2.049803856,2.079257904,0.519912456,1.138792728,2.081523288,5.410849224,1.683947856,2.59077912,1.493583624,1.28534772,1.220743608,0.836480232,2.298545304,5.254003632,0.886154376,0.689603232
"10-Apr-00",0.394324608,0.86040696,1.109756376,1.3518522,1.67625636,1.037825088,2.96184612,3.297700176,2.450910504,1.227518856,2.27187432,1.19066736,2.68207812,0.534998112,1.40857476,0.510454632,1.18738836,2.183176152,3.30836748,2.755192632,4.762640832,0.464044656,2.064126144,2.811742896,1.812112752,0.178494936,0.243394968
"11-Apr-00",10.545978792,10.3526802,10.657561536,13.764452928,16.413103584,16.175219544,13.073796264,10.625563848,9.634024848,11.498459808,18.052535544,23.220886224,14.695245264,13.78396368,14.295182712,15.412724016,10.879632,9.022575624,11.322296616,14.174646384,9.349822272,15.566237928,11.993841648,14.391407496,14.650966656,15.558677664,12.003273
"12-Apr-00",9.391490232,9.64076544,9.132536184,8.171435592,12.917664528,12.893451696,8.573498016,10.037681568,12.16181088,9.473767512,9.85379076,9.022210848,8.185771464,9.274404288,9.19419408,9.452421432,22.345200072,11.385574584,10.823447232,9.060578592,7.40710116,8.730967272,10.303516392,9.451262712,7.314053544,8.724856848,9.826257
"13-Apr-00",2.35393488,1.71614832,1.611473856,2.42207712,0.136415736,0.300469752,0.277388184,0.169192896,0.838576728,1.646275344,0.230944488,0.646151976,0.249442968,1.664607336,0.755658576,0.748927296,0.148451616,0.62578296,0.262454664,0.251519424,1.079662536,1.22583156,0.915596904,0.232183536,0,1.921392024,1.513546056
"14-Apr-00",0,0,0,0,0,0.02361924,0,0,0,0,0,0,0,0,0,4.752094392,0,0,0,0,0,0,0,0,0,0,0
"15-Apr-00",17.490933888,20.091018672,18.160082808,16.172989368,17.3198676,15.061609272,18.57662916,18.962469576,18.323099616,17.964490416,16.100591184,15.916203984,18.88063716,16.803518784,16.670793048,17.02684164,13.259985912,18.225514416,19.316432472,16.867442616,17.86203432,16.289965152,17.621735568,19.565495976,18.460890768,17.409996984,17.30801868
"16-Apr-00",7.505634072,5.684581512,7.323959112,6.282147648,6.720686664,6.82983612,6.90486216,7.229528904,10.743460176,7.060019736,6.180783744,22.522044192,0.431839584,8.016093504,10.974715224,7.229579688,7.265964744,9.260079144,4.909275408,4.639591104,8.26894356,7.638281112,10.151987304,0.500831496,4.240724448,5.515758264,7.213546512
"17-Apr-00",4.799128176,3.869645472,3.82070088,4.001538984,2.282713464,13.984009272,1.389223248,2.763405384,5.242851744,4.582861296,2.447012016,5.359900464,1.01898972,4.339378248,13.34795952,6.026447304,14.355684768,8.383973832,0,1.748449632,34.43552112,4.754081016,7.583661312,0,2.087396976,5.913689376,4.756408104
"18-Apr-00",0.343941696,2.733316176,0.218555208,1.169855736,0.420108768,0.752667816,0.821312952,3.53778828,5.576050752,0.257048952,0.477691944,0.540593376,6.217294704,0,0.227319864,0,0.255703416,3.28946436,0.788084856,0.595407,0,0.329773824,6.99116064,1.132992168,2.051451984,0,0
"19-Apr-00",4.674354312,5.306378592,9.224036688,10.183426392,7.88666724,6.522055152,8.347064496,6.634172928,10.153423536,10.488701832,9.99298812,22.966838832,7.71657372,11.237577432,10.079596992,8.421516192,6.707065344,4.78968216,6.929517744,9.821964744,7.355976816,23.966576088,10.723174104,5.094529152,6.742666488,12.25870656,12.942448128
"20-Apr-00",13.975746624,14.315933712,13.10044956,19.3014636,14.105451096,14.54821872,15.853939536,19.247467512,12.630988608,12.476810928,17.246757024,14.983561992,17.396832,13.517714016,14.521764288,15.996209616,17.616730224,14.034706584,19.580848224,18.407664288,19.746781824,14.377441416,12.113263608,16.089733608,16.938117024,13.134696,13.354379664
"21-Apr-00",0,0,0,0,1.846681056,1.360708776,0.303769488,0.277620096,0.266594544,0.229883856,0.868048032,0.570836256,0.441694512,0,0.16162848,1.193004456,2.18055744,0.171502512,0.257117112,0.309956496,0,0.485063952,0.265720032,0.485416944,1.927589184,0.734724552,0.12390948
"22-Apr-00",3.303633936,9.74182176,5.272692192,2.180099664,3.448044072,0,0.77988696,2.02508676,2.045125368,2.04514164,0.991714056,3.872277264,1.514638056,1.950041592,4.695020568,2.913217128,0.551203512,10.822957992,0.743979864,1.498548648,2.150298528,2.459204784,0.789007104,2.012366832,1.418826168,1.04738232,3.101432928
"23-Apr-00",4.805923104,3.395229936,4.309426536,2.857463832,2.528098584,5.198417904,4.191706896,7.124804016,5.465507976,4.588969944,4.761949896,5.6242404,1.75092084,5.043090456,5.187480216,8.68010832,3.88700832,7.089039096,7.751558304,2.75989992,4.467136512,7.560412656,6.099624384,2.487783384,2.203128936,11.70650196,9.750484224
"24-Apr-00",4.36398948,4.865380176,5.123516328,7.80254388,7.593885888,5.238442536,5.835577008,3.710932368,4.446825384,5.521018632,7.006510728,4.816881888,7.0027206,4.560560352,5.580364824,3.85382616,5.783628696,2.988223848,3.291021456,6.75358272,4.569520704,3.7772802,4.770428904,6.205576656,7.393635024,1.429494744,2.812023648
"25-Apr-00",1.43354988,2.8083018,2.430639792,2.701822584,6.572999232,5.951464896,5.168919672,5.400398256,3.68461812,2.755952424,5.908225176,5.594363808,6.035739192,3.95090712,4.758352152,4.768829952,5.624793648,4.116453408,5.291896104,5.867431632,4.578521496,4.294265616,4.39240908,5.735951184,7.62247824,3.327272064,1.547453472
"26-Apr-00",5.224513296,29.855692872,30.798751824,12.3936882,4.30017864,7.701959616,7.209968088,7.155119424,6.396140808,7.794127464,4.361682768,4.13679564,5.520525096,11.363349432,3.933818232,12.562043664,4.624109376,6.096817728,6.78198624,4.752996336,4.874589792,12.39448356,3.128168472,7.036864752,10.429265496,3.213166584,2.266384008
"27-Apr-00",10.212206832,9.054787872,9.885084624,9.310623408,6.180341712,4.261331328,9.42093444,7.600340376,10.806574344,7.950777768,7.657492152,7.382741688,9.399907344,8.075753688,7.983379128,4.958194608,3.77961552,9.46098876,8.47618032,8.609849448,11.222027064,7.684344288,9.73594236,6.990142104,7.476728448,6.555398952,9.087620976
"28-Apr-00",6.492271176,5.310180192,3.65813004,3.245769744,7.64782692,8.367318384,8.848295688,8.018993136,6.465991248,3.828469632,2.03498232,1.380182424,4.630352136,4.224404448,4.712434176,2.589044448,2.136154344,6.172044744,6.801372528,4.356294384,7.997635608,3.876788736,6.039029352,8.787982464,4.248349776,3.35643768,3.935586696
"29-Apr-00",10.332409848,7.570741656,11.718019008,7.611240144,10.801358688,24.38314248,6.282748464,11.499604224,14.273059848,8.675160168,7.508982888,10.750456104,6.547511808,20.62754916,10.205757384,19.68878604,22.08056832,8.722565184,9.137737512,6.721335408,9.101624976,9.889943352,9.637476672,7.961183304,8.570931672,21.44803476,12.68226672
"30-Apr-00",2.436320904,2.849937552,2.169851136,1.334690352,7.092900048,8.81876064,2.36532336,1.464020136,2.143167432,3.104521392,7.682709936,10.126379016,4.095159888,3.810851448,5.093494176,6.46256376,7.004734032,2.304208152,1.73337972,7.438169712,2.187455544,5.074971192,4.945732008,1.010879784,6.349866624,3.146095632,0.695566632
"01-May-00",8.177476656,6.218143704,2.143761096,4.273953072,12.208658688,14.3547864,6.739085904,7.009347432,1.560221856,3.51877176,16.229829312,16.676306256,10.532446872,10.61842848,10.910616168,36.308289528,6.577652688,32.056111344,5.974613784,13.896833904,45.698907864,38.827998168,4.906065696,7.19094444,7.60791708,15.534772392,3.484207032
"02-May-00",10.253365512,11.09546112,10.510969152,5.16567384,0.502974672,2.298273504,4.592186088,5.037234312,4.650738,6.281861544,1.813116432,1.709436168,13.472760192,39.520503048,1.969999728,15.834095472,0.737408784,12.459275712,26.299261104,4.077156192,5.350085016,1.754535024,4.043726568,16.812541008,27.156632424,1.84794528,1.81876284
"03-May-00",0.013541832,0.252088296,0.022451784,0.277917768,0.504679752,0.399771048,0.029662248,0.235301184,0.201956184,0.082331448,0.247105704,0.375923976,0.070513368,0.082705728,0.300254496,0.483020568,0.466310304,0.1936356,0.187416672,0.057474912,1.763669184,0.185791032,0.618223392,0.090587952,0.295946112,0.10738872,0.014899128
"04-May-00",3.32448936,1.336819224,7.005681744,1.902989928,3.178879392,3.700981032,3.19177044,4.434260496,6.376298184,5.88132048,6.74562264,3.585019464,6.222575424,8.13924264,4.372403016,4.646950008,4.58687676,5.672140368,6.979981896,4.066392312,25.118680008,9.756825696,11.417801856,6.284049504,1.26163692,4.242981072,4.17133104
"05-May-00",2.952546888,5.616145848,5.26995348,6.286444176,9.44622444,11.872749576,10.290060288,11.223511944,15.706264968,5.791779768,7.87350012,6.127862688,12.507503976,3.433354488,7.762244232,2.020595856,3.705026856,8.910622368,9.860308896,10.083898536,11.798122656,3.00010836,8.387700312,11.368947024,9.952470312,3.08262204,2.814614832
"06-May-00",3.660075552,6.187380552,3.377917896,7.45500756,6.028997184,6.159618624,2.527027848,2.550288504,2.219591088,3.049457784,4.523659944,4.352831136,2.762105592,3.567569736,3.164410824,5.735328912,6.745109808,4.5155214,3.894364368,2.89128972,6.305254704,4.34047044,2.847239088,3.830264208,6.449171304,4.057434432,3.448042272
"07-May-00",0.405031848,0.554756328,0.414169872,1.371400584,4.864694952,1.41228024,0.868159176,0.640475832,0.809744328,0.215223912,1.013522928,0.347370552,0.645320352,0.281511048,0.402750048,0.361674216,1.46712648,1.870603848,2.426669232,0.972736992,2.98110276,0.191664912,0.62140752,1.346771664,1.495429776,0.31526736,0.520366128
"08-May-00",5.443305024,5.106400608,5.049306384,3.442255848,3.031830312,4.67840124,4.923569088,11.503620384,6.004077672,6.185121768,3.949527384,5.331906792,3.250019424,3.541417128,5.380597824,3.465527064,2.692261584,12.098330496,5.15672028,4.744220136,5.545663128,3.28175676,5.296844952,2.943092472,2.778073848,2.40598332,4.3467654
"09-May-00",0.89273268,2.284422576,2.559191472,0.384181464,1.845492312,3.061504128,1.055283216,0.99992448,0.841286928,1.442572296,4.085375544,2.9626134,1.171320768,1.148701344,0.601192872,5.16979908,3.066661488,0.919418328,1.204577304,0.537742272,2.639267928,1.839383136,0.86399808,0.808626024,2.564783328,1.69670124,0.725122416
"10-May-00",8.875499016,8.829535968,5.501409168,5.677693968,6.750228168,5.835823776,7.314810984,8.342423208,5.216363664,7.365820176,4.443321,6.79982472,7.146259536,7.430462112,8.82952236,5.638765464,4.536496992,6.943621152,12.192069048,5.945750712,5.826251496,7.538377752,6.891442536,9.961662768,7.07667588,7.536687624,8.183219424
"11-May-00",14.214750768,15.47168112,14.475677496,12.490312104,6.487261536,7.23656916,11.612882856,12.482090952,14.190000048,12.667960176,10.145529984,9.723227976,11.136370896,12.137899872,10.490624424,7.120953792,15.289502616,22.705819128,10.351226088,9.353153952,15.634473312,10.333893288,11.302243704,14.775764472,7.970538864,11.999895576,15.109252464
"12-May-00",1.758184608,1.051984464,1.529746944,1.390048392,2.516743728,2.229453744,2.626171584,1.176175296,1.614577704,1.827633072,2.820011448,2.680460928,1.795358784,2.64860184,3.0368718,1.738705344,3.437762616,1.246438176,0.804522072,2.95738488,2.984924544,2.261690496,2.195625,1.210325448,1.599593808,3.008614896,2.646454632
"13-May-00",5.182185168,7.642021176,6.224020248,5.118679752,6.73288536,7.528645992,4.808471928,9.080547096,9.357403272,5.217186576,6.680407056,6.89795064,6.34182072,3.760824312,5.16120528,7.82644344,10.569788928,11.431516896,12.53340768,5.689005384,7.644932976,5.04428208,7.773457296,8.798330784,7.321860552,4.897675752,5.349982728
"14-May-00",7.367785704,5.395297776,3.415186992,0.594576144,8.944265832,10.073319912,5.773346184,8.50454592,3.46467912,5.895958536,13.150739184,8.96781708,7.740721464,8.215245,7.240110408,10.380013704,32.084395416,2.09926932,3.080467344,8.459531304,1.238128344,7.385242944,5.367398856,8.301582096,14.312406072,9.909589296,3.583853592
"15-May-00",2.925803304,5.987214792,2.987169024,12.164257056,0,0.31413072,0.699796824,0.6917742,1.975658832,0.889060296,0,0.071974752,0.18482448,0.598692168,0.034283928,1.377033408,0.302081616,5.156613,2.862138744,0.159369624,9.393721824,0.371187504,0.266355456,0.2867754,0,0.497036616,1.231660824
"16-May-00",4.165008192,2.009996304,2.132135688,1.840765896,3.587869056,3.565136784,4.984105824,1.57241016,3.0477444,1.538542632,3.243695136,1.231545024,2.759652984,2.68985688,2.866422048,2.514622272,2.562964272,3.325061928,5.08569396,3.19238376,2.526856176,1.605718728,26.884758,5.879380344,3.504165528,30.732891072,2.33354652
"17-May-00",8.068644768,14.550732144,16.436991696,28.367297184,3.951369168,4.36362828,12.070132248,17.683619496,8.391016248,15.37031508,6.078633792,9.215050944,5.461890936,5.796266544,10.664435856,23.07109452,1.700756376,7.20548916,6.98437356,7.234115112,16.775437824,7.861426584,10.345692864,19.202266224,3.085018152,53.236890792,7.616620296
"18-May-00",17.957366472,17.951210976,16.778602128,16.869887352,17.056215768,16.924139496,17.770731936,17.643713952,17.252032752,18.290229312,17.901868344,17.749853616,19.51165152,18.75428868,18.775621896,16.424679288,15.749739648,18.159768096,18.220254432,19.08462096,18.055420872,17.866620552,18.021370416,18.962210664,16.979629032,17.970266808,18.346497048
"19-May-00",0,0,0,0,0.07432452,0.94565052,0.01601328,0.049664688,0.01196424,0,0.081786912,0.05417604,0.034772328,0,0,1.271367072,0.115356696,0.253025616,0.260217408,0,0.035063448,0.011833512,0.026096832,0.04238448,0.09017172,0,0
"20-May-00",0.191118024,0.12162072,0.22560948,0.030327024,1.040973816,1.306090224,1.714509312,0.18166668,0.062883288,2.372032104,2.951585064,10.051144128,0.658798368,3.581578008,3.19452096,1.28753508,1.30345452,0.051714024,0.088075896,2.468125272,0.082605528,6.02677488,1.956412008,0.263461872,2.756863464,7.717118736,2.390277024
