"date","Pixel16350457","Pixel16380457","Pixel16440453","Pixel16440454","Pixel16440455","Pixel16380456","Pixel16410456","Pixel16470453","Pixel16530454","Pixel16500454","Pixel16560456","Pixel16530455","Pixel16410457","Pixel16440457","Pixel16440458","Pixel16410458","Pixel16470454","Pixel16470455","Pixel16500455","Pixel16470458","Pixel16440459","Pixel16470456","Pixel16380458","Pixel16530458","Pixel16350458","Pixel16380459","Pixel16410459","Pixel16470457","Pixel16500457","Pixel16440456","Pixel16470462","Pixel16500456","Pixel16530456"
"11-Mar-00",5.708388096,3.703544496,4.199714904,4.285149336,7.162996536,3.378098136,4.278461688,6.530038128,5.76969732,7.67080164,4.709164392,5.15780604,5.410297032,5.331962232,5.233849536,5.314534656,7.889019024,7.13610792,6.916962864,3.574140432,5.12643528,3.559247016,4.224764592,2.182705704,9.027199032,3.60014676,7.911937248,3.643325328,2.929626696,6.131730792,0.9981822,3.41020596,4.965938688
"12-Mar-00",0.679465512,1.307294736,10.989114048,5.52008772,10.136069304,6.127585176,5.9368236,9.00005364,11.753301144,9.789400584,6.526961808,9.7437222,2.894996712,9.16537428,8.996319288,2.83500732,28.247729304,8.762127408,15.813490392,2.205993,2.033746368,2.621223816,3.260379552,7.875710976,0.672238776,2.457722784,3.866464368,3.910948272,10.793242704,18.357935424,2.400151128,9.207656616,5.716220136
"13-Mar-00",6.204226248,7.659499872,6.219148632,6.332723376,9.495112896,4.642698168,6.763480416,9.767501592,10.663955208,12.03095628,10.9668324,10.09324836,8.007787224,8.769392256,8.307275544,7.482186552,11.582443704,11.86825848,11.931961296,9.57890868,7.101873648,13.198166376,7.693527456,8.859521616,11.87288976,6.137030832,8.376945744,9.2880156,9.925982952,10.435212144,2.083910112,11.046189312,11.182424064
"14-Mar-00",1.891554768,1.756960104,3.175888176,3.069241416,2.173414344,3.308143248,3.362558496,2.985316872,1.473597312,1.703437152,0.350415504,1.375729224,2.549819472,2.29830588,1.175078352,0.850794384,2.119053312,1.701695856,1.607781168,1.22439828,0.491666352,2.518122912,0.76796124,0.27638004,0.275105544,1.004450352,0.675975984,1.733310528,1.392438312,3.00750768,4.589954136,1.743559416,1.26673284
"15-Mar-00",7.751069784,13.257712848,6.4376142,6.774253608,8.921768904,9.767020944,11.559293736,6.766000992,8.734393368,14.769491664,14.273098464,15.204660408,13.427013864,13.886898984,14.204787264,15.090858936,7.528337712,10.420477872,12.38270616,15.605056296,14.42823744,14.016576288,13.216114992,15.409747128,7.322205312,10.864208232,13.92992448,14.921587944,16.15287924,13.543224336,18.80613756,15.140439024,13.393979064
"16-Mar-00",1.789279272,1.827559776,1.8996402,6.490088232,3.659671776,1.937574336,7.021904472,1.679685648,0.913574784,0.37480716,4.431620472,1.051963728,1.575827472,1.300496928,0.71041716,0.717148224,2.403921792,1.31592456,0.42151392,1.157652408,0.686113536,1.019029944,0.79248288,4.317044016,1.548459816,0.868140672,0.479229024,1.65439296,2.298627024,4.11286176,5.965581168,0.545058888,4.023259512
"17-Mar-00",5.366337768,8.385816336,2.22810156,2.359275888,4.240589976,7.42915464,5.510387064,2.729381376,1.876909008,2.248295016,5.838813912,3.20772492,8.569777968,9.864839304,9.606075528,10.99929,2.321389128,3.381562464,7.534398072,8.736901752,9.704216472,5.770289184,10.513811592,6.666863688,6.084851496,11.741677512,11.029362192,7.816678056,4.13969028,6.369056232,14.896077624,3.142929192,5.345350392
"18-Mar-00",10.0708866,9.91110348,3.624275568,2.929807656,2.887418736,7.75275564,5.732887392,2.545023504,4.070660232,1.9591248,7.765718928,6.270586248,8.370359664,5.93738724,7.35602976,9.307487736,2.480614728,2.460492264,3.161617752,5.90308428,9.614918232,5.46188736,9.302402256,9.248375424,9.353191128,9.17858076,10.084933512,6.28000044,5.834938992,4.53732384,21.224547384,5.599856616,6.92358756
"19-Mar-00",3.868836528,1.541127912,0.160629408,0.187469232,0.807003744,2.474762496,2.838672984,0,0.059579664,0.402041232,1.038201024,0.150702792,1.687023456,0.603732312,0.07503924,1.137531456,0,0.97032576,0.693807888,0.368883216,0.02353956,1.126773216,1.64444232,1.157977848,2.697389256,1.529234112,0.067290504,0.419314608,0.319680432,0.927654336,0.2686434,0.518452272,0.758102328
"20-Mar-00",12.381832128,14.097102648,11.166970248,12.967164528,10.801141272,10.800413136,9.561969984,9.736966608,5.172091128,8.510522592,3.321374784,5.554053792,12.296291832,9.012901056,7.741397376,8.287025928,11.444772,11.298708192,10.032285696,6.021861792,4.629230616,8.626037832,9.911099904,2.31815136,8.70116472,5.837545032,5.087777136,7.202550168,6.018231144,9.692954784,0.900258696,7.164681672,5.746690032
"21-Mar-00",0.440388624,0.368047248,1.189086816,0.91560612,1.5607962,5.686199424,1.416690768,2.234978736,2.48621856,0.69210876,1.074138336,2.494565424,1.020597528,0.467299944,0.453411432,1.53013104,1.906047288,1.61864376,1.335027168,1.432548792,3.196170336,2.238078288,1.101758568,0.536178816,0.501080952,1.681008864,3.889191984,0.351759816,0.413766288,1.604446656,1.287203112,0.378493032,0.659287656
"22-Mar-00",9.199279536,12.448734288,10.799082768,11.168492328,10.296240096,13.712641248,11.03615856,10.715984352,13.842759144,11.898233424,19.789396752,15.143094072,10.745907072,11.031264792,10.208157072,10.197309504,10.69783116,10.755425688,12.099052896,11.068367232,9.72123312,11.807267184,11.977265592,17.600891592,8.797220712,9.687244896,9.47786952,11.557906152,13.679224488,11.313995352,10.036665192,13.811910144,17.964149952
"23-Mar-00",1.67733228,3.466666824,0.111603264,0.109593,0.168226488,1.012462104,0.819843912,0.321351696,0.082015176,0.092356176,1.508950536,1.393404984,2.593023072,0.360441024,0.360461808,1.01048388,0.172095432,0.53969292,0.596873352,0.736476072,0.382253088,0.766145208,1.766166144,0.602140224,2.339539464,1.5583824,1.026718584,0.378915528,0.97575036,0.300615264,3.048786168,0.762808176,1.498258896
"24-Mar-00",14.131613736,3.585056664,3.647027856,3.588928344,5.64517128,6.048422088,7.79130864,2.954658504,2.201100288,2.539877064,0.837779304,2.781577896,8.933162928,9.028952112,10.252302648,9.57691812,2.643847536,3.783517608,1.88134968,7.377301464,10.245222336,5.678850168,4.86172128,2.050364424,9.412795536,4.469362032,7.617802608,8.104770888,4.67398524,7.96290708,3.795069696,7.367884392,1.804899048
"25-Mar-00",22.33442544,22.488472944,18.947138784,21.138914112,21.997529976,20.932374,20.19232608,21.935368536,21.049522872,21.625579824,26.528820984,24.439209936,20.310029976,24.882205008,24.769606584,20.829528816,22.958198544,22.823111064,23.174026968,27.063966744,24.4707384,26.65651416,21.863227848,25.701982488,21.837139608,21.592649448,23.738451,26.91674424,27.657917976,26.194298736,27.141589176,25.39208508,25.037281032
"26-Mar-00",3.92608452,4.478879208,2.406527112,1.75084572,1.944812352,4.781309376,5.057256816,0.70088472,0.217678896,0.457445976,0.48185796,0.301627488,5.121628392,2.952021192,3.382881408,5.201914776,0.595791672,1.445629392,0.778465848,2.2464012,3.939232704,1.243157208,5.651009208,2.229431928,4.81558584,6.60264372,4.93738068,1.58605044,1.313979504,2.21381628,4.410991776,0.839487528,0.615404472
"27-Mar-00",0.792100848,0.623206128,0,0.014517984,0.026663232,0.104406384,0.032440056,0.02802396,0,0.095064216,0,0,0.040016064,0.029321376,0.030013224,0.040949976,0.031229328,0.44357832,0.339006144,0.441417048,0,0.132706776,0.130101024,0.040274952,0.809138232,0.375607824,0,0.431252592,0.331218888,0.02368164,0.204215136,0.267265536,0.031539024
"28-Mar-00",10.809300888,11.593759056,10.002113352,11.799914352,18.580565928,17.042216784,23.539632792,8.468265288,6.067907088,6.326223144,15.048796176,10.134205344,19.88594484,18.174469464,14.44035672,11.3469336,11.927943696,14.896152024,9.490108248,17.175597672,13.9282608,16.774024488,11.857066152,15.569353584,5.582986584,8.349242448,11.072833296,18.267183792,19.265869608,17.885619168,8.290568592,15.956361288,16.442257416
"29-Mar-00",20.012732496,23.21557332,19.268626224,18.264236928,16.115422728,19.08742476,19.39876128,20.692943568,25.492730136,23.05788516,27.35177136,24.001439088,22.600260264,24.467539776,26.077557552,26.519207952,18.812368872,18.627938736,23.408659464,25.590868944,26.034816744,23.544296256,23.862318984,28.838719368,22.058973312,24.37049388,25.5858078,24.889509192,24.350712768,23.252310288,38.178351408,24.399753576,25.62658596
"30-Mar-00",13.341361992,12.72651816,9.619476552,9.698943624,29.578714368,7.119484656,7.336770768,8.31270576,0,0,5.351577048,0,6.264882792,13.154773224,6.790954104,6.126979344,0,26.389143,0,13.620733728,5.654283288,10.274123664,13.43507052,2.8059858,6.189277416,17.230198872,10.696608792,8.943840264,6.25040388,15.297304632,0.585089784,1.722514992,3.644157528
"31-Mar-00",20.305226328,30.964264872,46.777221672,46.871469504,54.78220368,50.902359,35.366014488,29.04091644,33.13780116,34.634279256,23.206413744,50.637742992,23.17032624,24.582083712,27.96177864,28.249732008,36.509505264,29.85875988,88.715188992,35.077900896,30.824838648,30.616187088,24.488116272,24.978793152,18.887070168,31.820792208,26.755705824,32.399113656,26.408649456,25.00454808,7.451030016,24.986989968,22.274052144
"01-Apr-00",3.582425232,5.144917488,17.742383472,7.801491024,5.573508024,4.96545768,6.57633948,14.55627108,45.27017784,19.231729032,10.817478408,15.751785288,4.99366164,2.631557832,20.656670088,4.590304248,13.992898464,11.841796152,20.684433456,2.006600088,5.342240448,4.798753032,4.674548856,4.685666448,3.12875784,4.048172592,1.84063392,2.52801204,4.879063008,4.003737696,0.64150152,10.69880676,10.633271448
"02-Apr-00",25.236943248,21.711811056,20.238337032,20.915913096,21.06263208,22.292352672,19.401805392,22.675183296,19.437375072,18.966941352,11.84104872,15.742066392,17.928764832,17.0109744,16.970599656,17.89667988,20.26094484,19.741652016,17.236716264,15.080513472,17.96198988,20.765982624,21.61559916,10.706519376,25.141739856,22.781324376,19.792891512,19.144027224,13.385659224,18.272971632,9.548668392,14.941001424,13.4318118
"03-Apr-00",12.352828512,9.056105376,10.908878808,9.292656192,12.10370208,9.779907,10.496701248,12.795548904,8.69381976,6.363917112,8.623036632,11.220086568,8.755154376,9.378893136,7.98418092,6.99675108,9.325290432,11.316154008,10.91702772,6.425739528,6.339404592,10.329259152,8.375357856,9.795583248,14.503542432,10.851109752,7.940189112,6.931997544,7.62750936,10.96560288,4.293125856,9.34750128,10.880208504
"04-Apr-00",3.779776464,7.799463984,3.095286,3.604396464,2.985794664,5.930013288,5.882474544,2.686028112,1.970448192,3.98309076,0.316078296,0.755661168,7.314501288,5.560008288,6.13850856,6.214071024,3.105677616,3.15023124,2.06007492,5.226925848,6.2296722,4.976195088,6.933616872,3.405016776,2.673860544,5.766037704,4.559110872,5.456507928,8.132762424,4.796985264,9.280993944,5.470960728,0.675533664
"05-Apr-00",21.522095208,21.674809464,6.708541632,6.951260088,10.102496616,17.694730272,14.462160576,9.132313008,13.289737704,11.816833728,25.750757208,16.575280656,18.812602032,19.673468112,19.115594376,19.72348452,10.068892488,12.009358416,15.028860576,20.81832504,21.512852664,17.636465544,22.472216616,32.032713888,22.479732504,25.695508008,22.471707336,20.068367952,23.70628452,14.434219848,31.222074504,19.522617816,22.891088952
"06-Apr-00",33.1017294,23.089615344,5.769511344,8.613632448,12.581035128,22.061994552,23.148609648,6.254806992,3.82771932,6.45369888,10.178149224,6.457745784,17.47862292,19.06631184,22.951101768,21.412344936,8.72698188,12.088029384,9.836499456,18.684947496,25.289774904,18.303385728,16.761026856,19.634060376,25.166842464,15.906822672,19.972088808,16.961999424,15.425043576,23.141982072,40.69035816,25.825876224,20.578637112
"07-Apr-00",4.748010288,2.064088056,0.491502072,0.041442576,0.0428136,1.292300376,1.179308736,0.631527192,0.924252648,0.281388984,2.132595408,1.098841584,1.661249232,1.116761064,1.193213304,1.679063376,0.0591432,0.044660448,0.514545816,1.318666224,1.315330896,1.953676512,2.62221228,1.46524644,4.979937672,2.256499344,1.698061824,1.415938848,1.568801712,1.0348776,2.877198816,4.670265912,2.570972448
"08-Apr-00",7.021211376,5.428560024,2.419999656,1.596301848,0.598326576,4.585419048,5.950788264,2.207055864,0.166870824,0.497310552,0.067727088,0.066392664,7.161607512,6.820789584,7.67886972,7.491427656,0.032411808,0.036307152,0.041249232,2.536688088,6.196965696,0.22723812,7.049330232,0.048880968,7.113007296,5.687062752,9.360842952,0.753214368,0.56878812,2.929298232,3.79922568,0.128015328,0.037258512
"09-Apr-00",23.662018776,29.365745544,29.971913328,31.255559928,35.441239368,30.752271648,37.215285312,31.08720588,34.393346784,33.845930088,52.108881,39.680136672,37.255499832,42.12483216,40.840908048,34.925700192,33.440903664,38.260502808,39.460358616,47.375135424,39.311628336,47.957127576,27.541165344,53.077508928,23.090839872,30.355693824,35.311574928,50.020259856,52.936397544,41.193185808,52.348800648,50.51080512,50.795362464
"10-Apr-00",0,0,0,0.0481806,0.355428096,0,0.760550832,0,0,0,0,0,1.431851424,1.049931576,1.948497168,1.869371472,0,0.253610592,0.227054328,1.200511248,2.93549592,1.00221876,0,3.635386344,0.067076712,0,0.704323152,1.284371136,1.693296072,0.784739712,1.964952888,1.281708864,2.534346696
"11-Apr-00",15.654898176,21.318280224,18.094910136,18.109826088,19.262427816,20.226252072,22.267292976,17.867690568,26.128031736,19.68151188,37.599786768,29.971936224,22.899122712,23.135958192,21.717893592,22.02819156,17.404479504,18.553100112,21.083461752,22.425547608,20.324722776,21.464072232,20.480907432,35.221467024,15.450632568,20.442036144,22.396179192,22.291143888,25.800747864,22.349491608,18.652091496,23.369589336,33.771752352
"12-Apr-00",0.039122904,0.031708968,0.039567792,0.03958584,0.096586104,0.018517104,0.018119256,0.04464588,0.134799672,0.761951568,0.133043928,0.124710888,0.0505728,0.078668304,0.088093464,0.069562824,0.184856136,0.168916296,0.533634288,0.061434312,0.081508848,0.077764368,0.03363588,0.159054744,0.217724808,0.034846344,0.07753692,0.060046128,0.191948592,0.055596864,3.0158676,0.067419552,0.078112104
"13-Apr-00",0.276112176,0.264346824,0.999874584,0.841382952,0.38269584,0.316892136,0.139780104,0.656367744,0.699403968,0.44954892,0.342344448,0.303729264,0.271967832,0.204123072,0.352279416,0.3975096,0.649013664,0.38199984,0.650919456,0.326752968,0.759168768,0.318391944,0.448332768,0.565568496,0.75886104,1.151480736,0.532732968,0.224781888,0.289964304,0.140872992,0.344450856,0.439413216,0.349114536
"14-Apr-00",0.406940136,0.34723116,0.166561824,0.320146104,0.329790912,0.069590184,0.046469496,0.223491432,0.316165656,0.664845672,0.873564984,0.362515608,0.038742192,0.053636424,0.051977304,0.05812572,0.6297558,0.731538264,0.81039924,0.632789424,0.052718496,1.674724824,0.349238952,1.725639768,0.41198904,0.361209024,0.059008848,1.292684544,1.797688176,0.043671816,0.506183928,1.609051656,1.106094192
"15-Apr-00",0.238897152,0.669782232,0.145836624,0.149094816,0.115200624,0.151189296,0.110935896,0.12787368,0.669427464,0.090468648,0.292592376,0.070589376,0.02675988,0.547517616,1.289951472,2.360200704,0.131111232,0.116550936,0.107230176,1.384065984,1.712648568,0.071046072,3.702106824,0.521908488,2.512909776,8.783881896,6.042583464,0.170014872,0.194986608,0.101133744,2.06887596,0.179556912,0.13996056
"16-Apr-00",14.97921468,15.792848112,20.329067232,19.7288046,18.723182208,18.37648488,17.3519826,21.454916952,19.637650968,20.23919964,14.684533608,16.95858336,16.414476864,14.227902888,12.274312008,13.530866136,19.611340992,18.279108528,18.040743816,10.291048056,12.038741112,18.318453312,12.57925272,13.712790024,13.33524228,7.945993416,9.727631088,15.699387072,17.134028424,17.650764936,9.308842416,17.182693008,15.199652184
"17-Apr-00",1.427894712,0.985665936,0.723399408,0.85603068,0.948939264,0.623375856,0.777675216,0.731681016,0.576447936,0.72207708,1.059139872,0.801988728,1.8167256,2.350894512,2.923614792,1.890681456,0.825571776,1.141746816,1.656049128,3.3610686,2.653454136,2.070685752,0.345825264,1.06791276,1.470395112,0.777078768,2.188942008,2.949021576,2.121076944,1.99010844,1.57856352,2.355005808,1.008590616
"18-Apr-00",2.298206616,2.931511224,0.75910476,0.8488572,1.580475744,2.359997208,2.693426184,0.756684072,0.764132928,0.82451328,2.405374104,1.414435752,3.340422744,3.390564312,3.471111768,3.419771784,0.846193056,1.575864144,1.538849304,3.46173048,2.79193908,2.726567568,3.001275312,3.125937576,2.354593632,2.588747616,2.732494704,3.381401904,3.306678408,2.733982632,15.45328188,2.665606152,2.45529288
"19-Apr-00",3.399094824,4.529663808,1.70928096,0.926499624,1.678855248,2.620508904,4.140547872,1.379130984,2.34269088,1.456598184,3.332392584,3.37306596,5.285063256,4.919502504,5.655011784,6.240574128,1.004723568,1.826709144,2.692559832,7.423325304,13.37276316,2.614406712,5.463755256,4.280779488,4.090032216,9.10900068,10.901053896,4.171236624,4.106867904,4.10612976,31.912716864,6.161456112,4.043039568
"20-Apr-00",17.609684952,21.629061696,18.118791096,18.133456704,17.162499912,23.631727704,21.324211128,18.0448308,13.639599312,15.256289016,15.945998664,13.927255152,22.840713504,17.431717872,15.2859006,18.469566816,18.173832888,17.008033272,14.414607528,13.728110784,13.479131688,16.550315376,19.349837784,17.056785096,15.978580008,17.508457656,16.804042344,16.25603772,19.111516008,15.188165184,17.949992184,18.956335536,14.909421432
"21-Apr-00",12.549452304,10.532354592,15.264111048,14.901585096,16.079986104,11.02964688,6.680158128,16.582310208,14.822602272,14.456633088,8.84065032,23.11282968,4.996993656,8.176842936,10.042040352,8.527302504,15.737863536,14.0711646,22.87925004,9.880788096,11.308338408,10.069916016,11.41625904,7.303261752,11.94764184,11.687438976,10.115712408,10.112742672,9.95678472,14.019282816,2.550888408,11.053555008,13.808597088
"22-Apr-00",1.829686944,4.283291448,0.854007384,0.894660216,5.46387648,2.940690984,5.198405376,0.689996928,2.081465544,0.696282768,0.924266976,2.624615016,4.316417448,3.564437976,1.252547976,2.027768256,5.6999184,5.635279296,1.582768848,0.390553008,0.379271184,0.434629848,6.183964488,0.440804232,1.311154608,2.580238224,4.60713708,0.395368392,2.982005424,1.101008352,6.889042128,7.429639584,0.469491504
"23-Apr-00",10.661767248,9.613344672,3.032820936,2.877337584,3.783644568,11.069739816,11.24585868,3.836884272,4.600292808,3.938068992,4.309979088,4.904672736,12.39866208,9.561826944,9.968958384,12.1511736,3.359384184,3.787477608,4.390576248,11.421329496,11.841151704,4.120309704,11.431560528,11.063356872,11.119511616,11.497595064,10.8145938,6.058637376,10.842704784,9.073096992,12.38196516,4.608744984,4.464971424
"24-Apr-00",27.327641496,30.434689512,38.113497744,35.836329456,33.468409536,25.73935032,28.885834704,31.4000616,22.798041336,25.590373992,13.32753324,35.582705496,26.605716696,29.581295016,28.615565304,25.587999336,29.19501972,30.18997764,24.079991352,19.221023088,20.934150696,26.358255384,27.851832384,19.842010968,28.637517936,26.644906992,24.001333248,26.861566536,18.607107648,30.461402904,18.949755192,21.792850968,15.2069664
"25-Apr-00",5.646045336,4.590922248,3.814687008,4.929332616,4.99045908,7.104295488,5.10340656,7.651666392,10.017080784,11.866913784,12.871931088,8.0881884,4.534777512,5.087350848,5.942116848,5.424118992,8.014679424,12.044344416,26.177407272,8.8237002,4.631765496,8.988868464,3.946252224,10.140644064,1.818733152,2.926774632,3.508865832,3.509199504,7.385491848,5.5666566,9.709706064,13.33974552,10.113849168
"26-Apr-00",0,1.26340548,0.311817144,0.265803216,0.282588576,1.111467984,0.210187704,0.111938832,0.08065068,0.091448904,0.084225648,0.176204496,0.171914328,0.163287,0.149731488,0.1225404,0.335312856,0.269617296,0.25722996,0.668223912,0.11016684,0.14968896,0.201741336,0.313908288,0,2.532212016,0.113904096,0.159504672,0.433546584,0.1560132,0.211578024,0,0.101025744
"27-Apr-00",6.660787584,9.146352048,7.948805088,7.94839596,7.604209176,7.056919824,7.659667248,7.965502032,10.069141392,8.209053744,13.981729032,10.486729872,8.11458708,7.724799168,8.209841256,9.872056248,7.21958112,7.47047568,8.052193176,7.869707112,9.85833336,9.084918744,9.65151144,8.6213622,6.750028608,10.392333984,10.644366504,7.96448208,10.2925458,7.764756912,13.852406496,11.688943872,11.822155248
"28-Apr-00",0.651669096,0,0.030924792,0.022606536,0.015306336,0,0.202704384,0.14481576,0.130829184,0.134800032,6.189422616,0.393554856,0.0815436,0,0,0,0.033462528,0.038940696,0.08884248,0,0,0.333879216,0,0.805076928,0.67083648,2.688687792,0,0.146501424,0.24673404,0.312398352,0.317484744,0.59151264,1.141926264
"29-Apr-00",7.226771592,7.263572208,9.111285936,9.061720128,9.186181776,6.319715736,6.262171272,8.276932248,14.88313008,9.823729272,11.91125964,16.678740984,6.004887336,4.665622824,4.189771776,5.667688968,9.827103144,10.256890296,12.667350768,5.203440432,5.031643512,5.37931788,9.87635208,9.79034472,9.931215768,12.015789984,7.044679632,4.49844468,5.593133568,4.757063976,3.519561408,9.786058176,14.012914176
"30-Apr-00",5.096495736,5.097588648,7.649872536,7.91550564,8.18307996,5.527783512,8.668034784,7.749078504,10.620811704,8.332756512,14.292969696,10.713393696,8.740303512,9.878789664,10.691104896,8.864265912,7.485950952,6.8356254,8.002774704,9.933154824,10.51105428,10.808557752,3.17698968,15.70178748,4.989474888,1.997804232,7.706683872,9.93024372,12.378796584,10.139416704,6.265012968,11.397883416,14.39112996
"01-May-00",1.229470344,0.104261496,0,0,0.48878292,0,0.048906048,0,0,0.47405616,0,0,0.120860304,0.122896512,0.123942504,0,0.481566,0.485059176,0,0.653982096,0,1.329215784,0.105270192,0.237984432,0,0.105286152,0,0,0.664933392,0.051698496,0.196052568,0,0
"02-May-00",4.22662032,3.081691152,3.164056056,3.117962112,4.853930712,3.124296072,2.797692072,3.406275984,3.388435728,5.50997544,3.797593128,4.191862464,2.666335872,3.149513136,3.138121248,2.653669416,3.261852624,4.944822912,5.176486728,3.168554664,3.08251584,3.374307264,2.959764552,3.59506308,4.230571392,3.486598848,3.14020944,3.193798896,3.438547968,2.75354844,1.111684704,2.985621024,3.294824472
"03-May-00",6.229141464,4.95149052,4.376928456,4.50171768,3.551118144,4.891550304,3.853927728,4.447122216,4.676168208,5.009741304,4.36596036,4.003144032,2.977745352,3.534362904,4.981103184,3.121617792,4.52346576,3.475184448,4.522189032,4.036064376,5.157338616,3.7593348,4.755461448,4.438514832,6.529570344,4.667611248,5.181871896,4.064897784,4.40270556,3.814997784,3.190274832,5.485644576,5.06651616
"04-May-00",2.094523608,2.13421548,0.727390944,0.58149072,1.548170688,2.029089864,3.255383136,0.882672792,1.994846472,1.506915264,3.388933176,2.012616984,1.965355752,1.686194832,1.276178424,2.425901952,0.71458656,1.792351848,3.743183976,1.708470576,2.46833808,1.643416464,2.085063816,2.341716168,2.708787552,3.651612648,2.737545144,1.646418384,4.044550536,1.884092328,6.671996352,2.754763488,2.456869656
"05-May-00",13.534398072,17.080299864,10.745258328,11.09535528,13.81703424,16.529774664,15.705199248,10.233552936,12.728387832,12.526681416,20.027355192,16.016427048,17.318105232,17.834731584,18.954335688,16.659979824,11.054399736,13.196888928,14.8342824,18.64251996,17.374610424,16.866864672,14.778837192,24.460232736,11.355069648,13.352811816,15.826324944,18.773201472,21.347877504,16.295182224,22.638430584,19.051772112,20.910910608
