"date","Pixel15990477","Pixel16110480","Pixel16050480","Pixel16080479","Pixel16140480","Pixel16140476","Pixel16110476","Pixel16140477","Pixel16080476","Pixel16020476","Pixel16050476","Pixel16110479","Pixel16080478","Pixel16110478","Pixel16140478","Pixel16110477","Pixel15990478","Pixel16050478","Pixel16020479","Pixel16050479","Pixel16020478","Pixel16080477","Pixel16050477","Pixel16020477","Pixel16140479","Pixel15990479"
"12-Mar-00",0.220972056,1.45374084,1.871661,1.3929948,1.165013112,0.806251368,3.690936336,1.586856552,0.024588624,0.112102104,0.208138848,1.192890384,0,0.016866768,0.577429128,0.046390296,0.04403352,0.221863656,1.136056152,1.497786456,0.04339308,0.05035296,0.198469776,0,4.94957148,1.258086384
"13-Mar-00",3.5719782,5.80059456,5.368167408,5.551461696,7.665307752,3.865760568,3.5762844,4.33520328,3.0466776,2.674962408,3.240330576,7.488285552,4.053435096,4.53708636,7.335397488,4.464039456,3.301148784,3.257110128,3.835288176,3.508330464,3.416347152,3.492655632,2.907510816,2.748795744,7.130691288,3.716986656
"14-Mar-00",2.545147776,4.02587664,4.69498908,3.529185888,4.031021832,3.516212952,3.099878664,3.457998264,4.099225752,3.659153592,3.145027032,3.511149648,3.711802488,3.457861296,6.150348192,3.400756008,4.738109712,3.974227656,3.898287168,4.031905896,3.210834864,3.751747368,3.95942724,3.817073472,6.348703632,2.532830544
"15-Mar-00",7.227439632,11.511126984,8.835507624,5.696283456,8.697516912,7.670032032,13.211164008,4.202881704,10.626521592,6.620884896,8.185170648,6.725334408,9.086312064,6.418426752,5.60041524,5.486035824,6.812456856,5.558891064,5.46508992,8.579441784,5.596302144,8.46331572,5.610144144,7.012446648,13.664846424,5.202046032
"16-Mar-00",1.882870128,3.151486872,4.144190664,4.079949984,1.486672464,1.750642056,0.498977784,1.593739992,0.589683384,1.681099344,1.333023096,3.110627544,3.240125304,2.196161088,1.092252288,1.83373512,1.779543408,2.731498008,4.294945128,3.317480568,3.11091864,2.865159624,2.736484416,2.934268008,1.36717728,3.083083392
"17-Mar-00",5.12593032,6.639583104,4.417969464,5.81148792,9.989328144,13.571032056,11.532221328,13.332030768,7.745198976,4.817912232,6.05249976,7.541894664,6.36799692,10.019412528,12.600089544,10.751809368,4.711859472,4.82765616,4.365096696,3.922531488,4.6735164,7.283856144,5.572466616,4.1218146,9.915721176,4.225076088
"18-Mar-00",10.26482964,20.0962944,15.560953608,16.371783264,19.883271216,14.32735776,14.884192944,15.466300968,14.692092408,10.055919168,11.730785616,18.455410488,15.659312736,16.644900792,16.439902776,15.917661672,10.626302712,12.4086156,11.069377176,13.014075288,10.62508392,14.907231336,12.080770968,10.436473128,18.775620456,11.2909212
"19-Mar-00",0,0.603918984,0.16451352,0.661073496,0.360119688,0,0.121774488,0,0.37538508,0.123664824,0.05389332,0.220983456,0.37899648,0.216977376,0.055517616,0.39225684,0,0.040621272,0.013155744,0.106334808,0,0.554879712,0.070814304,0.020025696,0.060832968,0
"20-Mar-00",3.656493912,5.732170344,6.293195496,4.821261048,5.45380068,7.905476328,6.167206056,7.360944264,5.996175888,4.00022292,6.986313336,3.774796848,5.7870984,5.176090488,5.563124304,5.645068296,2.966340072,2.93720376,1.595412072,1.7255904,2.172453048,3.914706576,2.482324536,4.061584704,5.059878936,2.837110152
"21-Mar-00",2.823559824,4.642532232,4.886588208,4.05505692,3.406835328,3.642485256,4.28588856,3.130243056,4.060279008,2.021355264,3.397422912,4.93607748,4.210666896,4.815593016,3.130117536,4.7435292,2.978720952,3.312394728,3.22161912,3.697856424,3.054172392,4.169601192,3.2980206,2.102540376,3.119990592,3.38167404
"22-Mar-00",1.950022632,2.132583072,2.630159136,1.374759264,2.516729424,2.849727624,1.747089912,2.927101128,0.91711164,6.030515664,1.731251472,1.062044184,1.129502616,1.933780248,2.614225752,1.80050112,1.638892464,2.236780104,2.07696444,3.152792568,1.440348744,1.878450216,1.943889672,1.386797112,2.96835924,2.606162856
"23-Mar-00",12.702391152,16.77775812,11.607456216,10.393519872,7.276278024,7.975700136,10.949578296,5.885071272,13.081911552,13.266902448,14.042409888,6.686016072,10.812267792,6.682452672,6.34627032,10.53435732,13.79737044,12.769505016,13.939262856,12.709682472,13.525640496,11.136407376,12.854411592,12.745998864,6.785541768,13.376824368
"24-Mar-00",0.519548304,15.896460048,4.282148472,4.092788112,19.520504952,6.27321696,5.553236256,6.210898872,3.123610848,2.601710208,1.476829824,7.955048568,3.588584304,7.52572704,6.23356032,4.5416844,0.614480448,1.252693536,0.755802432,1.873049328,0.431852496,3.632029296,1.70799636,0.595853904,6.71235252,0.395823744
"25-Mar-00",27.829067232,23.854228008,25.720121376,25.770669936,22.07227992,20.968824864,23.70170688,21.309591288,23.928462984,26.498082168,25.360390656,25.158665664,25.824837696,24.569360736,22.339207656,24.354489336,28.615485192,27.672383304,28.28167248,27.280654896,28.936497696,25.066100112,27.262547496,28.724656104,22.551661488,27.490902912
"26-Mar-00",2.248460952,0.907313088,0.553827744,1.00011804,1.67272068,4.414838064,3.37512696,4.891667616,2.359919976,1.512335112,2.108048016,1.304403936,1.176829392,1.496288448,3.59139096,2.218544136,1.527836496,1.253353632,0.970077576,0.943707984,1.066030824,1.962886512,1.459923864,1.328305632,3.359485752,1.368215736
"27-Mar-00",0.809303736,2.881639128,3.141683928,1.436727768,1.697581176,1.115833728,1.297076136,1.2563502,2.4445392,0.698454552,1.818524832,1.473544656,1.378898256,3.004140264,1.273588296,2.963415744,1.404404544,2.093596992,0.449470944,1.731332832,0.415624248,2.758915176,2.06347596,0.795330312,1.201418184,1.426106208
"28-Mar-00",5.8619982,10.16405868,15.208615776,10.41308784,11.118863592,8.732109552,16.554644112,15.977379792,32.267197608,10.851956616,47.100754728,9.016312848,15.323171136,26.99846364,11.089623936,15.694596288,7.266279456,12.62363148,12.89149188,10.250243424,9.532182456,15.353879928,12.522830496,11.882542848,11.22204996,10.48726488
"29-Mar-00",28.294953336,15.31956912,15.337901112,27.107039448,13.576035984,25.243683816,56.126638416,27.043993944,25.1459856,23.925272952,19.218655584,18.627589704,26.438798904,15.563228136,21.574251648,19.219117632,27.034498224,18.511399272,20.410582056,19.140383712,22.366091256,27.654913896,21.704737176,22.688673024,16.743128304,22.538834088
"30-Mar-00",8.999388456,17.520890232,37.631678592,16.20519876,15.795650472,16.771486752,13.868122104,13.53415632,13.648680216,13.848595608,14.696793072,14.632608888,14.491783608,16.08565092,14.470351704,12.251103408,10.284630768,12.60090924,12.394698144,16.131468768,10.393265256,13.387239936,13.153554432,11.055301656,14.415045264,11.836225752
"31-Mar-00",1.406047752,0,0,0,0.035819136,0.135184584,0.441679056,0.175625832,1.051333584,4.923091296,0.3311532,0,0,0,3.203879712,0.188588136,0.305140224,0.038725392,0,0,0.231610248,0.112375488,0.074838384,0.154810944,0,0
"01-Apr-00",2.77047408,7.923839808,12.225304128,7.637085192,4.471063968,2.879921784,1.170583704,3.01901472,0.726099288,1.626609384,3.502441752,6.319102776,2.356666992,3.052274472,5.167224168,2.091026904,2.227699944,6.454839696,6.7856412,14.550845136,5.983678944,1.06040928,3.133935576,5.226453792,5.206443792,4.525655856
"02-Apr-00",29.833202352,13.660124304,12.872127048,17.311241616,16.544581896,30.647432328,29.81745528,25.836785328,32.460145008,34.995077136,34.902800568,17.62854624,24.690052992,26.330100048,21.501159672,25.862030976,27.272280696,21.873840816,21.304430016,16.890625488,25.130713464,27.441404352,27.324969288,28.825927728,17.581491,22.358817096
"03-Apr-00",14.129153256,14.68502568,15.76863384,14.890358448,13.069444656,8.450699328,12.107744688,9.689344872,12.677663328,11.649692784,11.998633872,12.281626224,13.181194776,10.34690952,9.88288164,11.232060672,15.6946392,13.8942504,15.277735224,14.580552576,14.151012888,12.818471424,13.134814728,12.132893088,12.37655496,15.849098688
"04-Apr-00",0.439147632,0.688509768,0.673737024,0.693664488,1.585795992,0.824837472,0.492068016,1.429815528,0.453568656,0.036471816,2.719902096,0.894199752,0.231043128,0.926002536,1.094603328,0.927168216,0.373124928,0.500807856,0.363909816,0.7834434,0.101457,0.428588088,0.317205864,0.117362976,1.376846544,0.408502008
"05-Apr-00",21.866071704,20.821838376,9.61181616,20.466406344,24.375909816,23.30082036,25.629086496,20.484478008,24.4552374,11.0218134,15.927636624,18.691243176,12.72568416,23.012884152,20.330912592,23.328213216,17.885074128,7.427048208,17.831707488,9.744742872,17.716840272,19.197426792,10.075815432,11.293524024,29.893501272,15.942606936
"06-Apr-00",30.859528536,25.551286704,29.937129024,30.812945376,31.429850568,35.931767472,30.611403456,33.072996144,37.935899736,34.299479496,37.688787456,27.000806808,30.86732196,31.135399824,30.032721528,33.584830296,30.197888376,33.803758632,29.511631968,33.247080792,34.004851344,39.401942256,33.423188208,30.185717592,27.053249352,28.33468152
"07-Apr-00",4.74130332,5.035021296,3.496112832,3.61227072,4.948441752,3.920319912,2.503993032,2.440592232,12.000381936,4.943451048,5.191334016,4.249797096,4.08161652,4.458163608,5.128381848,2.200429032,4.222997544,6.68123604,4.356162792,3.253799904,6.15705084,4.258700256,2.258752056,5.764598976,4.537622808,2.670223824
"08-Apr-00",0.971161992,10.965296736,7.303880448,20.187254904,12.870264528,4.594660872,5.41692924,5.869092456,5.917168368,0.230476128,0.675516936,11.575788984,12.827898504,9.346622952,6.30751848,6.8282268,1.913966592,4.395977856,2.099996736,5.55591024,1.346922672,5.503283136,4.19830836,1.393873584,10.794304128,1.381837968
"09-Apr-00",3.388629912,5.394147984,2.081523288,5.410849224,5.254003632,8.701482288,8.531139144,6.193480248,8.238260496,7.531228776,9.091376784,6.751471992,7.292583,6.72689796,6.828340536,7.128010512,2.587446744,4.858353504,2.33688408,3.364713552,3.360625152,7.389736896,4.890224208,3.407605296,6.339024072,2.133418512
"10-Apr-00",0.217008864,1.67625636,0.510454632,1.18738836,1.812112752,1.070742216,1.579866696,1.085929248,1.216313928,0,0.534799704,1.494269016,0.918793464,1.35742404,1.397736672,1.252490304,0.129549816,0.40470228,0.146340264,0.46656828,0.117655152,0.734137056,0.282112296,0.020346,1.689472488,0.13217808
"11-Apr-00",10.546723368,16.413103584,15.412724016,10.879632,14.650966656,12.066348552,9.477446088,12.879921912,9.13116288,13.741511832,10.045457832,15.046626096,9.306404832,8.938939344,10.497091776,8.792972808,13.840443144,9.100037808,15.300268656,12.744114864,11.499695784,7.653579,9.25456452,10.385211456,11.476202496,15.388282296
"12-Apr-00",9.232242816,12.917664528,9.452421432,22.345200072,7.314053544,6.625250808,6.631163832,5.967052104,6.773905272,8.210350512,6.434904096,16.288516056,16.664865024,7.268689872,6.024020424,7.199008224,8.1014514,8.85763692,9.18569256,8.681526672,9.45476676,16.36646604,7.940958744,8.931645144,7.259624712,7.933105224
"13-Apr-00",0.435026448,0.136415736,0.748927296,0.148451616,0,0,0,0,0,0.252651408,0,0,0,0,0,0,0.70438632,0.174407544,0.718975608,0.27219336,0.471720984,0,0.179319168,0.338153208,0,0.913745832
"14-Apr-00",0.551606928,0,4.752094392,0,0,0,0,0.225139008,0.030126576,0.315476472,0,0,0.827143632,0.467097888,0,1.000543896,0.598790952,0.013112448,0.245161008,0.012483624,0.342752928,1.291326192,0.229274232,0.334093488,0,0.338858352
"15-Apr-00",8.586972,17.3198676,17.02684164,13.259985912,18.460890768,10.730151408,11.691457992,12.869032848,9.419917344,7.488944304,8.588571312,15.92382288,14.708697792,14.9193492,14.558077824,11.950860504,9.578648328,17.59435128,13.011218544,12.908543592,10.312375536,11.429880384,9.199918992,8.718528984,17.396332752,12.532929888
"16-Apr-00",4.833324552,6.720686664,7.229579688,7.265964744,4.240724448,4.725355272,3.133511424,4.935809256,4.32089316,4.67877852,4.4632548,5.91589236,4.350339528,4.974441288,6.375472776,4.45383132,4.394534472,4.0016352,4.29558348,4.161270984,4.238855472,4.435297608,3.856496928,4.23995196,5.032204632,4.966429344
"17-Apr-00",5.42512572,2.282713464,6.026447304,14.355684768,2.087396976,0.3175908,7.847549208,0.872703648,0.28121604,2.186403216,0.472088856,2.88617688,5.796927096,1.486474512,2.80179012,0.341914464,6.478775016,2.645525328,7.84534764,6.266273256,5.210899104,1.631305032,0.806237976,3.372984048,2.939116728,6.782828808
"18-Apr-00",0,0.420108768,0,0.255703416,2.051451984,0.483494472,0.688952304,0.670332216,0.083961144,0,0,0.505507656,0.281600856,0.660029376,1.99985844,0.907193448,0,0,0,0,0,0.403915776,0,0,2.033022696,0
"19-Apr-00",5.28055644,7.88666724,8.421516192,6.707065344,6.742666488,6.178607232,6.01626348,5.885251176,7.840004688,5.178458688,5.4124428,7.348953,6.933295008,6.072973248,5.329577208,5.718403824,4.013980152,8.37591792,5.746558416,8.079078192,6.190247304,6.698839896,6.724410288,5.51677716,5.548948296,3.102988608
"20-Apr-00",16.475041872,14.105451096,15.996209616,17.616730224,16.938117024,22.490733144,19.755097392,19.274678712,20.261695872,18.671417712,20.776833048,17.402775768,16.962618816,17.994183552,18.001191624,19.614232056,16.846548552,17.070239064,15.343091016,17.422300824,15.358510488,18.7597704,18.879308232,17.11726428,18.175688256,15.807035928
"21-Apr-00",3.323090304,1.846681056,1.193004456,2.18055744,1.927589184,1.607711616,4.407511344,2.196611352,4.762662648,7.89227844,7.901456592,2.175336072,2.67216288,2.493183024,2.559938016,3.118786464,1.839494712,3.832941768,1.77975012,1.59258252,2.669149872,3.912685632,5.180934192,4.346588016,2.758606008,1.877528256
"22-Apr-00",0.83322144,3.448044072,2.913217128,0.551203512,1.418826168,6.215455776,0.116244528,1.476391464,3.66748308,0.669880416,0.94034904,0.866317296,0.505670472,1.429978968,0.883457328,1.342101744,0.289831128,1.92130404,0.885057192,2.426496696,2.309828808,4.083529824,1.746068712,1.670550768,2.840174328,0.300050832
"23-Apr-00",3.767373912,2.528098584,8.68010832,3.88700832,2.203128936,3.100048176,3.957089424,3.1620648,4.047630432,4.638783576,5.230097304,4.994144088,3.781198032,6.685890912,2.969945664,3.73462236,3.715906968,3.674442528,3.321223128,3.92259336,9.007030968,4.555677648,4.753626456,4.173084144,2.745817416,3.185688624
"24-Apr-00",2.680715208,7.593885888,3.85382616,5.783628696,7.393635024,4.296986472,4.776462432,4.25504136,4.862483736,3.593278536,4.888073808,6.239737272,6.1654458,4.378760568,5.496934536,6.513339048,4.046072256,5.816882736,4.241921784,5.873984448,4.883911368,6.248537064,5.65439808,4.698224184,6.34710288,3.579846024
"25-Apr-00",4.05710328,6.572999232,4.768829952,5.624793648,7.62247824,8.622932904,7.579282512,8.570340864,5.462363352,3.915426144,4.091741328,6.971309424,5.228069544,6.80954076,7.831620456,6.138505704,4.675671816,4.402557504,4.316813352,4.86720192,3.442556616,4.643243184,3.770974872,3.48950136,7.797932616,4.643997792
"26-Apr-00",2.92048716,4.30017864,12.562043664,4.624109376,10.429265496,5.163501984,5.27988588,4.981186152,3.368838432,3.43218828,4.292025456,6.297013512,4.577566272,4.449250824,6.7136922,4.59894168,3.292514568,7.57426716,4.383386496,7.905816792,4.4844042,3.46346712,7.199049,3.60902952,10.002256392,2.039066256
"27-Apr-00",5.25588012,6.180341712,4.958194608,3.77961552,7.476728448,3.84470916,4.496734488,3.20068896,4.682605152,5.312405712,4.398332472,3.231484656,2.862004824,2.542959264,2.895107736,2.782936152,5.049198744,3.032869944,4.213066944,3.487246512,4.313963064,3.500512008,4.666136376,4.671932808,4.05136836,5.346088536
"28-Apr-00",4.293493512,7.64782692,2.589044448,2.136154344,4.248349776,5.751003744,6.306551448,5.115751872,5.906531088,1.724039376,7.284554232,2.42334168,3.343507656,5.210991384,5.689563264,4.74486816,4.37868012,4.951282728,1.625849424,2.813177712,5.05151796,4.106703408,7.393868208,4.358698728,5.17099284,2.465527824
"29-Apr-00",19.327344408,10.801358688,19.68878604,22.08056832,8.570931672,12.107395656,12.24522828,8.736979008,12.88179588,16.842232704,16.722853656,14.242339608,23.14432812,12.663664344,9.793009032,10.805874816,19.440283296,22.135571472,20.168648232,19.61341524,20.062376976,20.982476232,20.888837808,19.10412312,8.554780488,17.284468176
"30-Apr-00",9.829362624,7.092900048,6.46256376,7.004734032,6.349866624,9.211789368,7.513918152,9.705560448,8.114770176,8.308239696,7.74944616,8.840785512,8.828827152,8.896580448,7.89803052,7.115359056,10.201177608,9.859828224,11.59232856,9.13519908,11.827810776,7.453393224,8.335993056,9.066772704,6.992325792,9.931345224
"01-May-00",3.253853928,12.208658688,36.308289528,6.577652688,7.60791708,5.37032676,2.489081208,8.029948704,2.707533192,1.518604704,4.47085512,8.242151496,3.57026268,4.487561352,7.64191032,5.937814224,6.611959224,10.141453032,10.344099288,8.614383456,6.605428944,4.532044536,6.959469792,3.250520472,9.082801584,16.613429544
"02-May-00",0.425799288,0.502974672,15.834095472,0.737408784,27.156632424,1.115853048,1.10897712,0.534882624,1.499878056,1.063984224,1.470217824,0.365411856,0.8494158,0.478946952,0.494156208,0.526213512,0.327254928,0.267485928,0.446290176,0.555342216,0.300440016,0.455488584,0.308174496,0.441255696,0.794410128,0.443485872
"03-May-00",0.24247896,0.504679752,0.483020568,0.466310304,0.295946112,2.221611144,1.268101128,0.947330832,0.982287432,0.517381752,1.145053896,0.663320208,0.45342264,0.773267712,0.904343688,0.956735544,0.18699264,0.597138624,0.181781208,0.302155152,0.251337264,0.711354816,0.787279224,0.25077648,0.669739896,0.442193496
"04-May-00",1.257543864,3.178879392,4.646950008,4.58687676,1.26163692,3.358889568,1.773866064,2.263005144,1.239631344,0.682409352,0.799515984,1.9701966,1.640464416,1.885268736,2.036756688,2.44415724,1.519679904,1.170673632,1.485377136,1.132499904,1.537628352,0.995126184,1.116059832,1.140721056,1.569948432,2.910764328
"05-May-00",3.17995584,9.44622444,2.020595856,3.705026856,9.952470312,8.273506872,9.426087864,6.537961008,6.306383376,1.0048686,2.98413528,8.67545628,5.861375568,6.913286448,7.069614168,7.275315288,4.072110408,2.116724424,1.346152416,1.926827256,1.50058632,7.22917128,2.050276104,1.46141652,7.502177952,3.006017088
"06-May-00",4.877307048,6.028997184,5.735328912,6.745109808,6.449171304,5.69937372,5.632528416,5.89317012,6.175690416,6.385924104,6.554709432,6.570862056,6.357191568,6.780015696,6.083785776,6.653275248,4.435187112,6.147181032,5.698945272,5.946275712,5.882763864,5.865025152,6.172110552,5.825682888,7.168948896,4.843427904
"07-May-00",0,4.864694952,0.361674216,1.46712648,1.495429776,1.995564576,0.97094196,1.117248504,0.662755704,0.011910984,0.188406096,0.316009968,0.147910824,2.013516072,0.754412688,0.667320912,0,0.144490032,0.1113708,0.240005928,0.044836968,0.357465384,0,0.057732624,0.24207684,0
"08-May-00",1.510741896,3.031830312,3.465527064,2.692261584,2.778073848,1.80669396,2.08398252,1.698901896,2.202404928,2.547963024,2.534148048,2.85380208,2.464110744,3.029971728,2.405906256,2.134254816,2.226505632,2.990408784,2.340478248,2.584523496,2.272365144,1.811246928,3.039201384,3.10757196,2.635273032,3.05183316
"09-May-00",0.902572104,1.845492312,5.16979908,3.066661488,2.564783328,2.534872416,2.562503448,1.934916072,3.355796808,0.946256976,8.980711704,2.525413344,0.881193456,0.90788484,1.937394984,1.805136504,0.920726448,0.931315008,6.747777696,4.448609952,0.919238352,0.895881768,1.113047088,0.952548624,2.82215952,3.007697592
"10-May-00",1.117909488,6.750228168,5.638765464,4.536496992,7.07667588,3.543747792,3.050664792,6.307130088,2.21778756,1.07142636,2.531212632,5.412163848,4.302544344,5.660472384,7.465443144,7.043165448,1.761319224,3.083375208,2.46213072,2.7750882,2.534675712,6.776634696,5.374158384,3.194280984,5.182659744,1.510289496
"11-May-00",7.618256808,6.487261536,7.120953792,15.289502616,7.970538864,6.781238784,5.659722456,7.10070492,8.415008064,8.675189496,8.085891,7.583287944,9.136363512,7.144246824,6.886432896,6.009015792,7.922265528,7.689523464,7.192675344,10.305142872,6.417571296,4.638759264,4.61690676,6.9463284,5.86047756,8.225946672
"12-May-00",1.58218092,2.516743728,1.738705344,3.437762616,1.599593808,5.716710816,2.877472752,6.494333976,3.289075968,1.275103392,1.64578236,2.43662364,2.193154872,2.511633216,2.44499892,3.940796976,1.529413632,1.565532096,1.573347504,1.52665668,1.249140672,3.570469032,1.608951504,1.289161104,2.39495748,1.083076272
"13-May-00",11.467525008,6.73288536,7.82644344,10.569788928,7.321860552,11.108699808,11.391591312,9.800668008,12.397391808,12.448546896,11.791596648,9.661972752,10.907548416,9.938124408,32.86368084,10.030028352,14.636642928,10.848809472,8.887654776,10.638536448,11.365918632,11.100151056,9.838037256,11.98037196,7.952094552,12.450536736
"14-May-00",9.21753288,8.944265832,10.380013704,32.084395416,14.312406072,8.273507592,13.582187184,10.68442296,36.402929304,9.3338592,29.65347576,11.801023728,18.9223566,15.82166004,12.117300504,21.837711816,16.030405992,31.172198304,20.980806816,15.921931752,14.012848368,19.306345944,30.633421896,26.630278584,12.27869796,13.77035952
"15-May-00",0.784297584,0,1.377033408,0.302081616,0,1.80565524,1.895829864,0.299414928,0.944864352,0.92021424,0.928392552,0,0.302354208,0.08959212,0.071198424,0.133703784,0.447795384,0.06249648,0.228672672,0.506423736,0.313597536,0.365230824,0.369740544,0.390864096,0,0.754403208
"16-May-00",2.842449192,3.587869056,2.514622272,2.562964272,3.504165528,2.461268304,3.221532216,3.77737248,17.889465816,1.077855984,1.88473464,2.742471456,1.578525432,1.599702168,3.825904008,2.753228016,2.164326312,4.395761856,2.237348904,2.386058448,4.1420424,1.511727144,1.272678504,3.521888496,2.810899968,3.899702664
"17-May-00",0.380476944,3.951369168,23.07109452,1.700756376,3.085018152,2.615221728,2.084606592,4.065020448,13.019100672,0.949446744,2.292138408,2.78227884,2.327073624,2.632539336,2.928579936,3.397786248,0.36810024,4.322621592,5.01960468,5.096829048,1.166442096,2.173298664,5.434031016,1.282349112,2.364336312,2.799105408
"18-May-00",15.1152606,17.056215768,16.424679288,15.749739648,16.979629032,14.083435536,14.231168736,14.722719672,13.828388208,12.937040808,13.053035256,16.067406168,15.469226352,15.526585584,15.547366608,15.462930672,15.782482632,15.348794472,15.553901184,15.494300376,15.578882208,15.33469248,15.016509528,14.965707768,16.02320052,16.033257
"19-May-00",0.812752248,0.07432452,1.271367072,0.115356696,0.09017172,0.16780524,0,0.083329368,0,0,0,0.183529056,0.243195024,0.25390536,0.349859904,0.308891376,0.69279036,0.178532544,0,0.146215416,0.186512448,0.285055272,0.214353936,0,0.248013552,0
"20-May-00",0.919786776,1.040973816,1.28753508,1.30345452,2.756863464,1.539878904,2.641608768,1.858499232,2.602117368,3.368582376,8.28386808,1.292222496,0.6356658,1.554952032,1.872744264,1.239746952,1.37054076,1.866220944,0.978519648,0.996106704,0.939347232,2.358646272,3.388110648,1.792122792,3.18321168,1.42850196
"21-May-00",1.841155704,2.428660344,2.75006604,1.916152608,2.488832664,1.369359888,1.369255536,1.404199272,1.383043344,1.464697392,1.496730576,2.223625128,2.027426544,1.830529872,1.885315608,1.587426072,2.002966584,1.96259004,2.032888776,2.108580528,1.881656712,1.880943408,1.609525848,1.7216472,2.161952208,2.03515416
"22-May-00",0.301886064,0.1023888,0.158444712,0.14250588,0.099982008,0.109224168,0.111924792,0.114859536,0.316697088,0.216165192,0.192298824,0.116979456,0.379347456,0.118771056,0.115550856,0.118021992,0.222124176,0.265747968,0.294870384,0.189512832,0.218974368,0.37617996,0.262955088,0.216491136,0.083923464,0.217542864
"23-May-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24-May-00",0,1.643633712,0,0.229573032,2.487414312,0.118663176,0,0.139821864,0,0,0,0.232648032,0.223100352,0,0.36979872,0.139534344,0,0,0,0,0,0.219034536,0,0,0.37897512,1.207046904
