"date","Pixel15540521","Pixel15570522","Pixel15570521","Pixel15600520","Pixel15630520","Pixel15630519","Pixel15660518","Pixel15630518","Pixel15600519","Pixel15570519","Pixel15600518","Pixel15570518","Pixel15540518","Pixel15540519","Pixel15570520","Pixel15540520"
"07-Dec-03",0.241935672,0.123518064,0.241667592,0.089097336,0.087887856,0.015408264,0.014305224,0.014445576,0.05281104,0.020159328,0.03959748,0.021072672,0.031122624,0.010692312,0.073818888,0.07390356
"08-Dec-03",0,0,0,0,0,0,0.371484504,0.191987232,0,0,0,0,0,0,0,0
"09-Dec-03",4.177932144,6.970057008,5.379493464,13.961613168,8.929983624,7.237250088,7.551079992,6.653059248,5.853597888,8.347985736,8.703178872,3.136095648,4.353670488,6.1430676,11.651761296,6.30513096
"10-Dec-03",18.753539088,14.203246584,15.306823248,18.315211776,20.614557264,22.435390944,26.751680376,27.643515576,21.453000072,23.668652064,23.961095808,23.924280168,22.810237896,25.297242168,20.890757568,23.285137656
"11-Dec-03",5.695091832,4.84988844,6.25221348,12.790748112,11.469200136,11.693471424,12.687571056,10.49477292,16.296428208,14.926950936,12.724094856,13.340417856,13.388998032,11.48269128,9.49261308,11.396348472
"12-Dec-03",11.795184384,11.720552448,11.467310424,8.010073896,5.292101016,5.304989928,4.782007464,5.55292332,5.853377592,7.352106576,7.187933208,7.11162972,8.439168696,9.013642776,9.75219012,8.61057972
"13-Dec-03",21.294735432,16.997865192,28.560825336,24.722743032,12.126574512,9.52606272,10.927654272,10.3420086,14.26320504,12.76803588,14.359930512,10.032797088,10.588601592,11.590805064,23.67261744,11.792468544
"14-Dec-03",10.101219168,8.962843176,9.615805872,8.822746752,7.059981816,6.486088512,4.961524128,7.452210192,9.737312088,10.891872888,8.910434952,11.127184152,13.280493744,12.14283228,9.869866848,10.097756616
"15-Dec-03",2.158694568,3.443917032,2.954044104,15.846522336,6.14180016,4.874048352,2.50148088,3.224228736,2.04952008,2.056109544,1.833248904,1.8108732,1.781496936,1.68794256,1.992879336,1.943446584
"16-Dec-03",1.810173336,0.903211272,1.476759912,1.999277832,2.611124568,1.009139472,1.0601094,2.992499112,3.377860296,3.766350744,3.55222392,4.004397144,3.556985736,3.614391456,2.16839112,1.597382424
"17-Dec-03",16.879632,16.72605228,17.92321872,21.111308088,22.87722588,22.568072328,18.248180856,17.797091952,19.266147144,15.675848016,16.180130472,14.51419116,15.022062768,15.312865728,20.548386096,18.944779872
"18-Dec-03",1.566307968,1.203774864,1.434650832,3.565813416,2.641369704,3.146611344,8.58149028,7.615005264,6.82437444,4.949788224,7.086542856,4.050707448,5.60976648,4.52697408,2.905661352,3.79597056
"19-Dec-03",2.305529232,2.064065328,2.602792032,16.199006088,2.333263992,2.927691768,3.570104952,2.79269064,3.617079744,3.325420968,1.492939176,1.375546944,1.325773536,1.311516432,3.002866392,2.951255856
"20-Dec-03",4.195946568,5.254834416,5.76482748,6.242418048,2.1163872,2.287619064,1.938555312,2.81870376,1.846346328,3.051001656,2.403817536,2.96638656,3.440014248,3.828399192,3.838552584,3.748512264
"21-Dec-03",3.171756144,2.064313704,1.89243096,4.207512984,2.797071216,7.457274192,5.196362256,5.741464368,5.658439272,4.572046632,6.915595296,6.161652792,4.818344952,4.259469144,4.413058872,4.702306152
"22-Dec-03",1.953601416,1.616006784,1.951436688,5.11731576,5.781929256,6.463833336,1.041241128,1.168167744,6.187616592,8.86856604,1.0991064,4.159389144,6.766495224,8.8902948,5.207030304,5.217908616
"23-Dec-03",7.847308872,6.814232112,12.180307392,4.090099464,1.39760532,0.52280916,0.087996456,1.304362704,3.84845388,3.073475712,2.072543976,5.445288408,3.866809128,2.726216544,7.0493052,3.196883808
"24-Dec-03",30.912903792,23.953502664,25.547295576,18.617800704,16.982252592,16.800948144,14.996699808,15.109604352,16.704390048,16.626083856,17.940180312,16.420025832,17.422509672,20.639356608,18.561535824,23.881527912
"25-Dec-03",14.413556088,11.584073064,11.66541768,19.408797744,15.1876974,14.972123616,13.714332096,17.447967048,14.61767436,9.431212656,13.957908144,9.485425464,8.625153768,9.7627902,11.076238632,10.650439728
"26-Dec-03",1.158484776,2.621241864,1.417824456,1.55404008,4.269795648,2.588206536,4.385975712,1.945806216,1.031388216,0.677331096,0.98964384,0.677894808,0.963813912,0.744088584,0.767742624,1.381973784
"27-Dec-03",3.061218744,0.7007694,1.001377608,1.794976296,2.245745832,3.202525368,2.014753632,3.424579032,1.861907064,1.356921216,2.748389472,1.523160168,1.125781152,0.725082768,1.327094256,1.302564384
"28-Dec-03",0.18158844,0,0.483989904,2.223834864,5.639046192,10.882493016,16.662012576,17.366841312,3.579762336,1.849104696,6.827842008,4.38842832,2.810118912,1.079712768,1.295408976,0.516765888
"29-Dec-03",17.24592876,17.532905112,19.386870864,17.340976248,16.35470868,11.721636048,9.14230584,9.333685392,13.017924792,12.796106808,10.736651664,10.784285544,10.890237816,10.506540288,14.901161664,13.045483584
"30-Dec-03",36.098393448,38.057021136,33.58310508,25.64198112,20.734082232,21.015727032,18.79211856,22.129042632,25.148122776,28.689482688,25.720438968,29.168918616,30.60950088,31.570263864,30.886565208,33.008600232
"31-Dec-03",0,0,0,0,0,0,0,0,0,0,0,0,5.02405428,0,0,0
"01-Jan-04",0,0.158097888,0,0,0,0.615494136,0,0.627260064,0,0,0,0,0,0,0,0
"02-Jan-04",24.738075264,27.042145728,44.7771492,42.965337744,42.375080112,44.370068544,45.682385448,42.650596608,41.036290176,34.79883672,40.909097664,35.138091096,33.209361072,32.587174416,36.94093896,28.80836964
"03-Jan-04",7.63197684,8.016635664,7.45534872,3.61641204,3.14715564,4.417523496,5.618854512,3.35285604,2.496257904,2.476701912,1.00236984,0.514107672,5.443736664,3.332924016,3.093125928,2.353395576
"04-Jan-04",0,0.249505488,0,4.588845144,18.506167896,13.18783236,3.639936816,7.118006952,2.949338256,1.4581908,2.599792248,1.54894548,1.453297296,0.073444104,0.148877352,0
"05-Jan-04",4.956891768,3.834689496,3.405766728,3.778252968,4.271389608,5.273350944,4.073825232,4.491256008,4.376663808,2.922920832,4.319359656,3.373097064,2.705918664,3.657198072,3.587171664,4.821731688
"06-Jan-04",40.578042984,42.290256504,38.798277864,38.230719576,43.947761544,41.850162504,45.571286208,41.975074776,36.83964444,36.923375136,35.878618248,34.184663784,35.401800144,36.432520872,36.710743896,37.987787256
"07-Jan-04",5.082475296,5.990331888,6.202368024,5.010245928,9.064591896,5.746381056,6.995508672,7.003120416,3.400224576,1.01971776,5.002244712,4.902776592,3.614816664,1.671763488,3.813240768,3.132401712
"08-Jan-04",5.200976016,2.698063728,2.2213236,4.256925696,5.485410336,6.393802632,4.972179288,6.772285224,4.344274872,5.04489684,5.23672128,6.474237432,5.135764728,3.40317,2.208737784,3.437375664
"09-Jan-04",2.190128976,3.102334848,3.92002452,5.089048872,4.430766456,6.984622488,9.93326496,8.15321016,4.828297368,4.38546432,5.219794752,4.887407544,5.773165944,5.297511576,4.764249096,4.12742508
"10-Jan-04",4.836364392,2.252227128,2.283038208,4.243438488,5.192595,4.25853288,3.42084288,3.106152168,3.954436896,3.446562048,3.23730432,2.575659504,2.737484688,3.467723976,3.453852288,3.964830288
"11-Jan-04",1.278818256,20.130642408,10.907325984,0,6.788584464,3.117368112,6.143777136,6.542361984,0,0,0,0.17757096,0.181401384,0,0.031518384,0
"12-Jan-04",40.994882592,28.878773688,33.737122536,22.902485856,14.595424176,17.300198088,11.172250992,10.944744576,20.56252956,21.277453416,18.993430128,19.326254376,17.306811336,22.192512984,28.319054592,28.586560248
"13-Jan-04",4.234089024,5.182443384,4.472198376,5.705086824,6.91951848,4.967330208,5.903039568,5.637207264,3.958952304,3.436774848,4.049525856,3.66160476,4.323639024,3.028553376,3.789182064,3.529004208
"14-Jan-04",0.064890912,0.055647,0.152627784,0.87998388,0.082651992,0,0.014625384,0,0,0,0,0.01528848,0.058533888,0.03763212,0.014678808,0.150133776
"15-Jan-04",0.163704,0.152545656,0.143767536,0.131457624,0.210504864,0.183942504,0.245527536,0.165276984,0.122013672,0.01137936,0.107776392,0.01399152,0.013864896,0.030518904,0.063721008,0.214099128
"16-Jan-04",19.991190432,24.803772936,17.570338728,20.290384776,31.798441896,27.631831176,17.117377272,31.277707104,24.576876648,22.584076872,24.4553976,23.472368712,25.026935568,23.935923096,19.338343632,24.493515024
"17-Jan-04",5.708720328,4.611048456,6.3802836,7.2833562,8.039001696,8.353160616,10.326008328,9.479583984,8.332253688,7.921671144,8.367944952,10.5031314,10.82593488,7.871325024,6.95217132,8.771515128
"18-Jan-04",6.33069564,5.980474944,6.248632896,8.33922888,11.611872192,10.074773304,10.71040248,10.01424336,8.603624592,7.503016224,8.192487,7.555302864,7.651340952,7.886303904,7.25980068,7.468579536
"19-Jan-04",13.55687856,14.190097344,13.776344784,12.312954432,13.460496432,13.067858208,13.349182608,13.592830176,12.410634048,11.714853288,11.819891448,11.790153984,10.661512608,11.015186544,12.368438232,12.031744488
"20-Jan-04",1.593856032,0.489537264,1.416396528,0.56141148,2.426440536,2.136171528,0.982726056,0.967326072,0.563880168,0.394208424,0.61915224,0.903524112,1.214631744,0.7691034,0.439145352,0.574571496
"21-Jan-04",14.130971424,15.564733032,16.608777528,18.604627128,18.020257464,16.851724152,29.38713168,18.743183616,14.563432224,16.69784832,16.462833888,16.066742424,16.129679208,16.781996736,18.287868984,15.444607248
"22-Jan-04",0,0.024132744,0.348967632,2.39856684,4.06325232,3.871914264,5.14700388,3.517636656,1.745305536,0.146063376,1.377524976,0.164852808,0.135348648,0.110418432,0.36632136,0.051097344
"23-Jan-04",6.549326424,5.96725416,6.627254256,8.08303428,10.358827824,10.812449448,11.930667408,10.853771208,8.839466568,8.608037712,9.231756456,8.63364744,8.209869144,8.08252644,8.07936144,7.715688936
"24-Jan-04",0.125731464,0,0.020935512,0.094730424,0.147142008,0.154449312,0.228004704,0.165421704,0.113908032,0.968465208,0.228387024,1.341659376,2.601741672,2.401272648,0.110110104,0.428008728
"25-Jan-04",15.909481992,14.702796936,15.17792844,13.363224504,11.202540648,11.205624816,10.582584864,11.09850168,12.615913872,12.813797952,12.215151792,12.189341064,11.485180368,11.924767968,14.35313844,14.270928384
"26-Jan-04",4.025365584,6.079044336,5.264820816,2.75537448,2.45914596,2.284408992,2.080459536,2.354508696,2.837046144,1.941384144,2.521994232,2.584322688,2.865567504,2.621279232,3.662813544,3.171444288
"27-Jan-04",3.895522704,9.102883104,2.889201888,2.431480944,2.024233272,1.804972704,3.56380176,2.137030536,2.519311656,2.556925176,2.372753808,3.234933984,2.687332752,3.615527976,2.814082152,3.911043048
"28-Jan-04",0.242162112,0.01508904,0.096635952,0.467092968,0.275690664,0.390928248,0.417076296,0.369515208,0.645708864,0.534636624,0.5890278,0.60053484,0.556448664,0.615794904,0.507503544,0.779322528
"29-Jan-04",16.312743192,17.193567744,18.05852652,15.518477448,17.949927816,18.729470736,7.805868384,8.667943248,16.99919844,13.001576904,8.700083256,9.042928944,9.863512512,10.675386432,13.541240208,12.301993848
"30-Jan-04",24.172019016,10.7367096,12.871602048,8.117797128,5.576247816,3.78372144,4.473992232,4.626353856,6.049611576,4.6417104,6.970853088,5.735428344,6.753876696,5.335584288,4.96408332,5.48576652
"31-Jan-04",12.232576848,12.166590216,12.01521636,12.091421136,11.863402608,13.424353128,11.611381536,8.128527408,11.566356192,13.158943176,10.259536032,12.175809864,10.984826088,13.669664376,12.280295856,13.284553536
"01-Feb-04",3.511005528,3.885156864,8.156591184,16.192295544,12.916030872,12.286813248,13.666284096,10.302525048,15.526060584,13.519728192,10.894823304,5.818643328,6.840260976,8.69631528,16.276818744,9.625799424
"02-Feb-04",2.23426044,1.902209928,1.766109648,2.671377,2.711354784,2.971126368,3.352671504,3.80029284,2.211423936,2.517199872,2.754730944,4.91742396,4.414647456,2.03267688,2.813527824,2.332330752
"03-Feb-04",0.04266432,0.021667536,0.024107448,0.026208648,0,0,0,0,0,0.012292776,0,0,0.011916048,0.02620332,0.019148112,0.270088536
"04-Feb-04",0.1319514,2.217655776,1.038126192,0.188526192,0.329578632,0.065671128,0.052732632,0.084393,0.185081568,0.210211464,0.153461184,0.11255964,0.223834128,0.517973328,0.210996936,0.14491944
"05-Feb-04",14.842321872,7.383646488,7.187990424,14.357684616,3.628470888,4.85486304,7.002488856,3.690853704,16.449854856,25.916493408,14.568885336,16.934151648,13.082769864,20.571009624,15.563173776,7.57142616
"06-Feb-04",24.671742432,23.859344952,26.57067204,37.033209792,38.82339192,40.083108912,40.88343144,43.005872736,40.37344836,38.819944392,41.306453712,38.409193032,35.39853,37.921949376,36.318720816,31.052224152
"07-Feb-04",1.805219112,3.1257366,2.555360904,1.045959144,0.519054168,0.15884472,0,0,0.553876296,1.01849244,0.26331564,1.129413744,1.680484944,1.8247776,0.920477088,2.127447
"08-Feb-04",7.056300408,6.85545372,6.710716728,11.869195464,12.57243204,12.277955544,15.138649464,14.388736728,13.397140512,10.047728784,12.43048812,8.450253,6.683868168,5.059175496,5.958165768,5.310961968
"09-Feb-04",11.35542012,12.894564624,9.62876916,21.719029416,11.739366528,13.870523928,9.372254856,16.6277976,10.821478848,12.056123256,10.35523224,11.43513108,14.546985624,15.35222196,10.758683688,14.435191152
"10-Feb-04",5.31252264,6.00119376,6.447634224,30.048334128,5.293235784,5.698556904,6.011620752,6.223287816,14.443370808,4.74077904,8.439604992,4.50046884,0.442689576,3.76986588,8.308263312,4.482790584
"11-Feb-04",1.01462772,0.634988808,0.452953224,0.452267784,0.793707048,0.755664552,1.502896608,1.569393936,1.790529912,2.99649132,2.071078248,2.982552768,4.60346532,3.806421864,0.992822808,2.444076408
"12-Feb-04",0,0,0,0,0,0,0.067789056,0.100706712,0,0,0.531749496,0.287069424,0.110762568,0.109259352,0,0
"13-Feb-04",0,0,0,0.01056324,0,0.2204742,0.081324168,0.011834208,0.252976248,0.046887936,1.248327696,0.436276008,0.251460744,0.044857032,0.02500176,0.029025792
"14-Feb-04",4.617716424,5.346504816,4.999080768,4.970128296,3.034147728,4.981891032,5.625720984,5.399198064,5.805471192,5.401017672,5.281814208,5.158265232,3.7188474,5.534191128,4.732558968,4.83514416
"15-Feb-04",4.150465608,6.905165424,6.319652784,5.60779344,7.869001152,4.300714368,4.2869364,2.887749552,2.95308816,3.299279808,2.729573784,2.374035528,0.684044976,0.90712872,3.3338778,2.250551112
"16-Feb-04",6.315103056,4.757449512,6.268196592,3.881410728,3.837809808,4.478625648,4.783991928,6.4632132,5.72032572,7.561315296,7.955052144,9.94708944,11.635960584,10.669757376,5.636031744,7.490382672
"17-Feb-04",10.506882192,13.032232752,9.281862984,7.291018728,8.833658688,6.899411928,5.899837008,4.49717832,5.00786268,3.53215992,3.11685276,1.890196848,1.272096912,2.153001672,6.347529168,5.977975128
"18-Feb-04",0.62825664,0.78778884,1.102542576,2.592677232,4.199867952,4.450152744,4.968881256,4.735266576,2.855119224,1.120185528,3.588707328,1.190431056,0.453529584,0.459836352,1.172430576,0.603340344
"19-Feb-04",19.715367792,9.676073304,8.25975108,9.058665984,8.170751088,15.523798944,3.173738112,11.744718792,5.827162392,5.056656,6.380114784,6.431261304,8.11854888,7.620551352,10.462364664,18.330057624
"20-Feb-04",36.747948648,31.84495068,35.688654888,34.588399896,34.119054792,36.162520416,39.896307,39.190206528,37.517065992,40.333013544,39.04517556,40.03765296,41.512639056,40.718427648,37.314288144,37.50294972
"21-Feb-04",0.183192816,0.34706352,0.266040432,0.304661976,0.362783328,0.228470616,0.201026136,0.196303992,0.284210328,0.23549424,0.150790968,0.147663768,0.16376904,0.111712128,0.229515216,0.141396912
"22-Feb-04",1.06175772,0.768364104,0.889945944,0.499320432,0.387671256,0.400939152,0.436662648,0.397376832,0.524313792,0.582535824,0.611115672,0.680446152,0.553591272,0.740772432,1.796843832,1.6733814
"23-Feb-04",0,0.121572912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24-Feb-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25-Feb-04",0,0,0,0,0,0,0.228632784,0,0,0,0,0.21539076,0,0,0,0
"26-Feb-04",4.069997904,4.046674488,3.188384424,4.381577256,4.829726088,4.993287216,6.030216696,5.127542496,4.485701688,3.365512488,4.267568352,3.531623832,3.57259548,3.141063096,3.502191432,3.9444276
"27-Feb-04",1.16541972,0.3962358,1.317617112,2.555014368,0.917481504,0.823008384,0.16668792,0.422653872,3.069370872,1.303843896,2.202575496,2.398354224,1.978643064,3.18996084,1.74295788,3.41306376
"28-Feb-04",2.458987344,1.717233,3.878334048,5.05506492,5.71115184,6.580269096,5.519858112,4.267153152,5.926773552,6.607244256,6.70562052,6.54712128,7.933806192,6.254070288,5.862037896,4.107755544
"29-Feb-04",0.374162424,0.209567544,0.363611256,0.05748864,0,1.193590608,0.938986752,1.525414104,0.22687668,0.05323404,0.257967744,0,0.042448272,0.04836624,2.858748072,0.7860066
"01-Mar-04",1.069060752,0.94512732,1.202630016,1.80969948,0.677165472,0.130878048,0.652129008,0.336068256,2.31675732,1.840822584,1.16383284,1.608907872,1.433940048,1.183724832,1.48614756,1.906752
"02-Mar-04",0,0.190656072,0.039205104,0.260692584,0.090084288,0.029332272,0.267735168,0.183164952,0.171451416,0.16284072,0.178021464,0.307708488,0.290543016,0.251716704,0.266728056,0.330444288
"03-Mar-04",28.48883628,33.117402072,29.098463064,19.514192112,18.812098512,16.14186144,15.655252944,15.405837528,14.967822072,14.358342648,14.333285808,13.779646392,13.231707576,14.122683048,19.186793808,19.078893192
"04-Mar-04",5.036715744,4.672875528,5.34268104,7.958968872,7.866362568,8.293524024,8.500804416,8.598705048,9.897233256,9.452600232,10.875714552,10.789079904,10.683948744,8.9255712,7.675204752,6.762586344
"05-Mar-04",7.020188568,5.397387744,6.4369626,7.003129728,5.757407784,7.799403912,6.722584968,7.099523304,7.134291168,8.389136544,5.584882728,7.267395264,8.8989408,9.909338232,8.133359664,9.584130048
"06-Mar-04",5.218492272,6.237959856,7.202714688,6.945239784,8.954597712,7.8630402,3.93793452,8.00849604,7.629724512,7.448535912,6.94547796,6.783841608,6.513261072,7.103185416,7.159387344,6.48213672
"07-Mar-04",2.02035696,1.530934464,1.801868688,2.132728464,4.645769472,4.4798262,6.89570832,5.016321648,2.133559056,1.312672656,2.292962736,1.483837368,1.715491704,1.335637008,1.535916744,1.338631056
"08-Mar-04",2.493462504,1.972462704,6.276376968,3.902589072,3.23300136,2.379319488,2.13455004,1.800687264,3.463851936,2.100214896,1.2849336,0.732838464,0.634424856,2.892190584,1.734503928,3.14558352
"09-Mar-04",4.177467216,1.880487624,1.758357336,3.439751736,2.260079568,3.529588224,1.393005792,1.983698496,5.750655768,0.825984384,2.978802504,2.55339216,3.83859552,1.70471532,7.21307016,3.315683136
"10-Mar-04",6.03184104,2.604891648,4.386713136,22.130913744,7.700881728,16.641459,8.230828992,13.526405808,3.06793392,13.528830528,6.096807,9.415183776,9.337343928,9.180122856,18.794235696,15.150994776
"11-Mar-04",3.209280264,3.275527248,2.483967672,0.427913688,0.790690104,0.698295024,0.92061648,0.431104752,0.306391848,0.537575352,0.404992008,0.469347696,0.820974192,1.455213912,0.665211,1.879634688
"12-Mar-04",0.112614624,2.199959088,1.094296392,0.982491912,1.38188364,1.085775288,1.346760744,1.128389856,0.56724792,0.39863112,0.918602136,1.113350448,0.810044208,0.078480672,0.806947848,0.02762088
"13-Mar-04",2.552019408,1.740384048,1.82925528,1.422975888,2.96441532,1.044223032,0.130211088,0.472363416,1.002720336,0.899585448,0.89668608,1.136147808,0.631340136,0.638438064,0.831721104,1.206728976
"14-Mar-04",10.397470944,6.587807184,6.378516912,11.937446592,5.771199696,9.403921368,3.736968408,6.94753932,11.097174888,12.983782776,10.670409672,12.797374248,6.505196568,12.142790784,7.044826272,13.150500288
"15-Mar-04",17.433710568,14.745188712,16.821174144,19.443544872,21.69639588,22.157209392,29.99156856,28.54387092,21.935471544,24.395613672,28.6257906,24.789319032,25.022031792,22.43096208,21.039751056,20.22199488
"16-Mar-04",16.926585672,9.451568136,14.69022132,16.96576596,12.320910936,11.376468648,10.899049032,13.67286444,27.453944208,14.37068652,7.826778168,10.297903056,15.575855256,15.563721648,16.360274784,18.775301448
"17-Mar-04",0.18074364,3.25427736,4.828819512,2.964112584,5.857498896,7.46897292,7.150506024,6.682026384,4.238204592,0.696176832,1.8193794,0,0,0,1.765015488,0
"18-Mar-04",4.884203184,5.250353328,5.030558112,6.139716624,14.44015932,11.405542368,5.401200048,6.180935376,3.396306744,2.455197744,3.8244456,2.44946748,1.675631592,1.953828504,5.497877592,3.894266016
"19-Mar-04",0,0.054713616,0.098936688,0.091075992,0.431909496,0.617866968,1.922523024,0.556049688,0.053662128,0,0.052967376,0,0,0,0,0
"20-Mar-04",8.428262472,9.551340576,8.58809208,12.32846976,16.7239194,16.634797104,17.513813496,18.927510744,11.287691112,7.234004256,11.544533736,7.513403184,7.087466952,6.693526272,7.67067504,7.206388224
"21-Mar-04",4.025198568,2.715152976,5.03217708,7.298508168,10.07356668,9.879001368,12.332731248,7.762933008,5.061168192,5.954903832,3.809699904,3.951654552,4.168007256,6.260530464,7.095208872,6.092336664
"22-Mar-04",3.008166072,4.316375616,2.454784344,0.451427616,0.697522704,0.375916464,0.807533472,0.693757296,0.681860448,0.303732936,0.741370968,0.26777052,0.552988608,1.032241512,0.735548928,1.750662984
"23-Mar-04",11.477296104,8.851746072,12.264019488,17.293118472,14.889148224,17.009941584,15.76666116,17.397545808,19.503448968,20.685068616,20.211001392,21.22259904,20.798668392,20.203353888,18.233935824,17.404857168
"24-Mar-04",0.150534672,0.479725008,0.379113936,0.362247072,0.084624264,0.171066672,0.210003,0.308992296,0.372907224,0.121584456,0.299634408,0.354634296,0.66121992,0.522354936,0.123081192,0.130028304
"25-Mar-04",2.26104372,1.99167948,1.958137032,1.519708152,1.478125872,1.970769168,1.888773312,2.249343216,1.721361648,2.931754224,2.158615704,3.322713024,3.899204496,3.31998432,2.229256512,2.858368632
"26-Mar-04",2.295240456,0.422335752,0.840083424,0.4823358,0.338733744,0.509898168,0.71563572,0.631785,0.491884992,1.319682504,1.210352808,1.050759216,1.037289528,1.2719382,1.634317704,1.38222984
"27-Mar-04",1.61704104,2.150914008,2.173937928,2.166938256,2.898211968,2.454123432,2.04937632,2.283073608,2.127887616,1.78304244,1.608572784,1.94217504,2.246524752,2.375475,1.861206648,1.854143136
"28-Mar-04",0.017421432,0,0.027463776,0.081446472,0.282453312,0.893321952,3.256842624,2.556209928,0.12404628,0.036763488,0.350033784,0.121845288,0.389365776,0.02205504,0,0
"29-Mar-04",26.76879216,29.878214832,27.554869656,27.753550536,36.984163296,32.863142976,34.55932332,31.232840544,24.800505648,20.712950712,24.096596712,20.43225288,20.585692416,21.161622048,23.22313356,22.79284572
"30-Mar-04",0,0,0,0.01089936,0,0,0,0,0,0.013858128,0.022803408,0.012736248,0.011425392,0,0,0.012854112
"31-Mar-04",0.049564536,0.13469304,0.079789632,0.374762688,0,0,0,0,0.055245528,0.012781848,0.031701936,0.0241488,0.022649928,0.04921752,0.045625896,0.148594848
"01-Apr-04",0.046784112,0.046058688,0.04873116,0.052059216,0.389842536,0.595926672,3.602455968,0.482609904,0.17192316,0.037760616,0.544181712,0.075900576,0.010896864,0.035447496,0.035980536,0.034020864
"02-Apr-04",0.066816312,0.314269392,0.334296312,0.196621632,0.781832544,1.220500152,0.678827952,0.898978656,0.373198968,0.22738704,0.606658728,0.345260472,0.174269568,0.093217632,0.120304488,0.04724088
"03-Apr-04",6.857147448,7.353995568,7.038257352,7.919054736,6.470731968,6.231935976,6.011214504,6.772861008,7.587301248,7.969475976,8.60470248,8.227124688,7.113666768,7.723279248,7.862797032,10.881616824
"04-Apr-04",6.58864188,4.192579872,5.417096256,8.390383968,10.78714656,8.505859848,10.644322872,9.684582,8.239120248,7.762449504,7.308297864,8.094309576,10.63736772,7.323723072,7.086514944,7.676382792
"05-Apr-04",6.875984424,9.272704848,9.172890912,8.851945632,11.097980976,9.887342688,11.551779264,8.6923728,7.390156752,4.405817616,6.820235976,4.009571664,2.991572136,3.821193696,6.543916944,5.11735368
"06-Apr-04",0.758400936,2.30376612,0.834006864,1.117216776,0,0,0,0,0,0,0,0.061870392,0.441891912,0.678512064,0,0.648719376
"07-Apr-04",1.546175664,0.569339232,1.351285464,1.41678876,0.636312864,1.043133528,0.78411492,1.203700752,1.404325416,1.52518308,1.525787832,1.783364472,2.035353552,1.865505528,1.765930824,1.669998936
"08-Apr-04",5.3790822,5.64240468,5.171344392,8.318213928,5.143987296,4.750050912,2.544063456,4.504221792,10.96695756,11.4120984,4.111114752,6.088723896,5.748814344,5.763533592,9.446376096,7.863659616
"09-Apr-04",4.885906944,6.224851368,9.942756408,12.668795592,33.16305828,3.586799376,2.243674632,2.437129848,9.0000708,3.125763408,7.865211,2.300930328,3.722888592,3.706189152,3.360141288,4.796057592
"10-Apr-04",8.960002176,11.9984808,10.218071232,12.175068864,20.305891512,19.440483576,30.134350776,21.239925384,11.98914384,8.044527768,12.527013312,7.684563168,6.373035912,6.712758768,8.147483112,7.484257944
"11-Apr-04",2.159222424,2.331757128,2.270314512,4.75843548,8.66523528,6.75421356,5.765368944,6.4644792,3.598886856,2.738357664,3.268736232,2.009700888,2.159861856,3.071941848,3.112845552,3.356827128
"12-Apr-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13-Apr-04",18.935431488,19.138402464,19.688107968,26.219899176,32.05055808,33.819857592,38.521067616,31.974926952,26.633637432,24.439393032,26.581154832,25.270205496,22.753233432,22.570002072,21.6411066,21.152589792
"14-Apr-04",8.133917568,9.446084256,10.349683296,9.503815416,10.46604108,9.850494144,13.450186728,13.545016776,10.485822912,8.798327208,10.682890176,6.549287088,6.564459792,7.10994816,11.308595184,7.584274296
"15-Apr-04",3.712598208,3.359577648,3.453044064,6.746150496,8.914177176,4.043724768,2.1737178,3.041235576,3.382210848,5.360795976,3.366160512,6.424283976,7.883497944,6.844976664,5.435299512,7.139693496
"16-Apr-04",0.117280272,0,0,0.015960648,0,0.012423264,0,0.059536776,0.041042256,0.206829984,0.174572496,0.202528728,0.238772664,0.235530264,0.155396832,0.280487256
"17-Apr-04",9.008459328,10.969858656,9.662072904,12.357483384,15.559797768,15.032933232,15.823513992,14.241469872,12.019201752,9.347487696,10.683866496,8.336191896,7.762246368,8.183986896,9.73214508,8.423307192
"18-Apr-04",0.2553222,0.28853964,0.629817192,0.321797472,0,0.038434272,0,0,0.06400332,0.292969848,0,0.031254864,0.045466176,0,0.662030784,0.638975328
"19-Apr-04",1.89511032,2.430899808,1.891246152,1.907540736,1.115158968,1.283122656,1.239290976,1.060997304,0.935754336,0.58331796,1.154368488,0.499968096,1.009619784,0.616652592,1.418951424,1.62975132
"20-Apr-04",0,0.029787096,0,0,0.075805968,0,0.012951552,0.051579072,0,0.09971064,0.178793064,0.1211598,0.012717864,0.084436632,0.069830664,0.031515144
"21-Apr-04",2.307725256,2.58080112,2.803036104,4.624081848,6.805115472,7.602607008,8.689114104,6.971280816,5.046927456,3.621918792,4.331167464,2.817214776,2.34050076,3.00369036,3.168162,2.602793448
"22-Apr-04",2.187539208,2.124334032,2.103030312,2.160463032,2.231018184,2.388941112,2.8175658,2.613028416,2.30464644,2.037177624,2.639006856,2.258573952,1.80466212,1.697827944,2.162815152,2.1051312
"23-Apr-04",3.455843568,2.843377416,3.536727912,4.193210016,4.97824644,6.338341008,5.382894168,6.726556776,4.166442624,3.782188656,4.475820432,3.8320434,3.939264168,4.146355032,3.874970904,3.91277076
