"date","Pixel15810514","Pixel15810515","Pixel15840512","Pixel15750512","Pixel15780512","Pixel15810512","Pixel15810516","Pixel15750516","Pixel15750515","Pixel15780517","Pixel15750514","Pixel15720513","Pixel15780516","Pixel15780515","Pixel15750513","Pixel15780513","Pixel15810513","Pixel15780514"
"27-Dec-00",3.084102624,1.839444816,7.680004824,8.771018736,11.058232776,6.35102748,0.838951608,3.339897384,4.417842504,2.057849952,4.484252568,9.198853968,2.548615344,2.486516112,5.912034264,4.762863984,2.900665104,4.12449432
"28-Dec-00",26.967787752,34.469518656,19.9528284,17.280096528,21.44099664,20.046263688,28.56842136,25.880759232,33.320577624,33.031216632,29.1500616,20.08222104,25.2984438,33.050356872,18.126982224,24.502352712,27.315899856,26.713780392
"29-Dec-00",43.097528448,30.485836032,47.7686634,30.563796048,41.852711688,47.121182448,26.15511132,20.31907368,19.55291604,22.065693864,24.280875216,22.851345072,26.467437744,27.71298408,31.02243804,38.256631848,43.504852296,37.680127152
"30-Dec-00",7.386117696,8.08862256,6.523957008,5.958185784,6.358944648,4.90018452,7.810636992,5.317779072,5.324262144,5.989992864,4.404019464,5.108460552,5.768553984,8.512106184,6.270461808,6.34904052,5.221238856,6.158722392
"31-Dec-00",15.465670104,20.247114648,23.159683224,15.666771408,16.979265696,21.1462698,15.200132856,19.711130616,18.075757032,19.312386984,18.060689448,16.963976376,21.046679016,19.696390632,15.652779576,16.508933544,16.384493352,20.89069032
"01-Jan-01",5.766556968,9.477117072,12.018374928,4.806389448,6.70806528,11.68917132,6.43775868,4.415193192,2.086344312,3.916597728,2.581991304,1.241960496,4.702109088,6.737330664,4.342817184,4.835245728,9.78113508,3.459730272
"02-Jan-01",5.774953368,5.762702472,2.501111808,3.837777984,4.371454944,2.454376272,7.185538536,2.974395984,5.564243328,11.832179544,5.405355696,2.196255504,9.869635824,4.329518448,4.52330124,2.948917512,4.356400608,4.286454312
"03-Jan-01",6.420874368,6.199239504,8.568835968,9.674062008,7.106381184,7.467134712,7.255525584,12.058032984,11.148847824,10.576674696,11.182276008,11.214869496,7.856718072,11.387289048,10.662650592,11.51833392,6.854451648,10.835585832
"04-Jan-01",13.529229648,14.459967624,12.80441808,19.879762176,13.661896704,11.197339296,12.891287328,15.502076616,21.493095864,14.376634608,17.458055016,23.177122584,14.007978912,14.803466328,16.572472584,15.336620808,12.479215632,16.563227184
"05-Jan-01",25.334489832,19.487454408,19.95302724,16.149777888,18.362889288,18.88512468,18.170086392,11.205558312,16.733066088,15.327107904,16.987343784,17.833063608,16.274640072,17.904812328,17.946890832,18.2121234,20.21061516,17.56701708
"06-Jan-01",28.865601528,30.957541464,22.673491008,13.704081048,19.79476404,19.009081368,25.91489124,16.117605696,16.439726832,21.076334952,18.49509144,11.716048488,21.147696024,25.71574116,15.424808976,21.3496914,26.558941848,27.976727496
"07-Jan-01",8.905948152,9.70421148,5.100172152,6.069758184,7.147065648,8.75006604,15.520603176,9.099072216,7.554803616,12.333269112,6.69860316,7.32597756,10.352180952,8.315945856,6.27408528,7.602761496,8.138476608,8.67238212
"08-Jan-01",1.046203056,1.369452408,1.384857768,1.1113734,0.41722272,0.49948824,1.339082304,0.516241872,0.057745416,1.573545096,0.114820776,0.158216304,0.927879192,1.10510292,0.2528304,0.368029752,0.691176384,0.418857816
"09-Jan-01",20.033649456,20.53237152,11.638571976,24.53074836,9.800544264,8.225385192,17.580649848,29.805856704,20.817177768,12.424564368,13.266689304,25.485314376,21.41087436,20.794182312,22.954107288,10.133962872,11.923395384,8.740738392
"10-Jan-01",11.315501688,10.612272264,11.967464448,31.55318928,20.960246088,15.80199624,13.12507152,21.722024928,24.78705312,18.350312232,25.906399728,31.46169948,15.261870864,14.811900624,28.563654888,17.693208216,13.861923696,14.65673304
"11-Jan-01",21.552598008,22.18477536,19.301676744,13.450351248,16.011089808,18.18556452,17.86789656,15.017714016,18.58031988,14.571191304,19.42244196,15.50013972,17.168041704,20.985756408,16.788891792,18.938446992,19.47345828,21.32633256
"12-Jan-01",53.673797616,47.565279,56.077692024,41.548768032,52.385828016,58.562919624,41.728222848,36.525120744,39.29762364,39.157453536,39.294699672,36.8216772,41.030064576,45.617508888,40.61122512,52.03125,57.0855732,49.355627064
"13-Jan-01",25.009017,24.526196472,24.71502972,15.854674824,27.150361056,26.452837944,23.11469508,20.076072696,12.904931544,13.821471696,17.430802344,5.368855488,18.544529904,22.148757936,15.169687272,24.622429848,21.216293328,28.099199304
"14-Jan-01",4.40677284,2.649361968,4.704465144,4.710533016,4.35293376,3.483987096,1.250452896,1.707126432,3.311240664,1.251653016,3.005381952,6.430527456,1.608054216,2.5051902,6.072616344,5.888073216,4.112404704,3.17248284
"15-Jan-01",25.834270488,22.94061756,35.676547056,41.585872656,38.283642768,37.097073552,15.367209432,18.492824088,30.487790112,10.733445168,36.523263936,41.915754312,18.064182768,24.31343652,40.820694912,36.198595056,32.919942864,35.810729016
"16-Jan-01",17.71071768,20.223031992,11.777901648,10.917763704,14.23536444,14.364166248,14.564384928,17.1165576,19.330668936,15.174061776,16.649371152,11.487690216,15.248369688,22.927189344,12.173332224,16.425617688,17.09900808,19.476744168
"17-Jan-01",6.551495784,2.499105504,12.875452992,8.707446816,10.72735548,11.739503856,1.80241836,1.311334488,2.645576304,1.50124008,4.598228208,5.202157968,0.726329064,2.383271088,6.336889752,6.917213928,8.763535032,5.297228328
"18-Jan-01",2.751122304,5.963657496,0.89494524,2.928478536,0.795250464,0.944437992,6.122654904,6.279213672,5.70773292,7.644819264,5.066717136,5.387337336,6.251332272,6.151077024,3.233049624,1.558248456,1.788425088,3.412009824
"19-Jan-01",7.18808412,5.97183,8.170725336,18.292606824,17.280077928,10.845178128,7.451899776,7.686342,11.819387904,6.825953712,17.182069296,15.4705038,9.135562416,7.136114352,25.219290744,7.512236592,8.237344992,7.276865232
"20-Jan-01",1.643766216,1.409868288,2.460510312,0.826768656,0.901982808,1.580127408,0.154759896,0.18245292,0.994770432,0,0.78717792,0.412139304,0,1.178968728,0.913965936,1.587314664,1.112262096,1.936722648
"21-Jan-01",22.914165984,21.750147336,23.201499936,29.634235392,26.73666,23.71853112,17.970429888,23.294031144,24.332047464,18.690452088,25.960495944,29.327857008,19.846358304,22.081398,27.647618304,24.762162216,22.039441104,24.524376864
"22-Jan-01",21.483288288,11.6009574,9.166470048,6.200323824,6.863102664,5.880340584,11.098880064,5.768686296,8.476955664,10.943653104,11.8422618,8.310273888,10.598917008,7.872942936,8.783999208,5.665132296,6.537123432,8.439317472
"23-Jan-01",5.102783208,1.807746816,7.55881692,4.43961168,7.63802004,9.349521168,0.55076904,1.12201908,1.96188336,0.026347464,2.109600672,3.762012,0.231098208,3.051394704,2.928798264,5.585546496,6.014096256,4.012250304
"24-Jan-01",12.187940592,16.00783968,10.085972064,4.718953728,5.984071968,8.391822336,15.142328736,12.169725888,12.35611152,14.475914952,10.11088872,6.201712848,13.80800772,14.356651776,8.007939576,9.46218324,11.441988936,11.836727136
"25-Jan-01",4.731159576,3.283432248,5.770996224,10.631641392,8.784170856,6.961829424,3.051521664,4.835140944,5.38422204,3.001875768,7.3512876,9.265939224,3.750456696,4.15459944,8.740926504,7.246476888,5.702207208,6.056653272
"26-Jan-01",22.271248344,42.741897576,18.575137128,11.671889304,47.425695408,9.970197192,11.107335096,14.093657976,11.348679552,17.860686768,10.85896968,11.710739136,73.091611872,59.612291328,13.721046936,47.748398784,12.210597048,45.364056576
"27-Jan-01",29.097624768,25.797597888,31.193412792,21.402731904,31.610189448,32.254111296,30.796271328,25.551801672,21.142351632,26.408918376,21.047355648,17.884310256,25.293128016,27.43763352,20.055667872,24.987736704,30.587651256,24.504547128
"28-Jan-01",9.266841168,10.71143532,7.310768376,6.653105016,9.195163968,5.730662952,15.260108472,17.657554152,11.975353728,19.256785872,9.424428456,5.746010544,16.642012608,12.677122584,6.942390912,7.319977992,6.661071528,12.190724376
"29-Jan-01",0.659322744,0.430971936,2.72359728,4.606699344,2.647647672,2.44927008,0.164523984,0.600670296,2.207992488,0.119639688,2.964556032,6.979711536,0.228944784,0.83109972,4.341648456,2.004849312,2.061468432,1.27615884
"30-Jan-01",13.834761144,14.465500824,12.484498512,7.855881216,9.402827736,11.085813768,11.380788096,8.0078988,14.004250992,8.967280632,12.168077952,5.055303816,10.10101176,11.878945824,11.653395648,12.7940526,12.387352464,14.119658952
"31-Jan-01",6.047187576,10.708180896,8.618996136,1.59796392,1.764391056,5.047251456,6.982622616,6.296637288,10.120038264,12.454499256,5.8932048,4.859437824,10.086901896,4.547738664,4.176623952,4.424800512,5.9062482,5.342877024
"01-Feb-01",0.47284416,0.379386528,1.280169648,3.13673364,2.764571424,1.305126696,0.682590984,0.996412392,0.411884568,0.69508476,0.09920688,0.970095624,0.28635,0.211646424,0.871258464,0.816664416,0.970263816,0.023624352
"02-Feb-01",7.577862024,8.224351656,8.659285776,8.801286936,7.637609472,8.841658824,8.871625176,8.750475168,9.288264504,9.723376752,9.00343824,8.756667864,8.553227664,8.044617168,9.051626448,7.600861776,8.097883704,7.793867112
"03-Feb-01",6.388846632,9.091623552,6.92888688,4.397723784,13.355391024,7.988158464,5.859316344,3.940577376,4.09408056,4.139612328,3.9686712,3.419158464,4.93569552,5.018996712,4.45204104,6.3524022,8.792714592,5.128364688
"04-Feb-01",10.643714184,9.8935554,44.66087436,7.427410848,20.73723792,14.829906456,6.550420752,5.005479456,8.698636296,8.350436928,13.042161936,8.550332304,10.277300832,7.747425552,12.524929056,11.26369572,10.708130112,7.699156512
"05-Feb-01",36.330877296,36.216485016,41.664402,38.602323528,33.600657456,38.01926136,37.997294424,36.032106408,28.319781312,39.08162784,35.41969872,26.55634116,44.369359008,35.314175616,33.551636688,38.866189968,38.702310552,28.41449832
"06-Feb-01",15.462899208,15.208509912,12.13633776,28.175408352,21.13255548,12.939252384,16.205564976,16.861749168,17.691790584,15.623328216,21.645491112,22.835389128,16.312733184,16.483712208,31.20092868,13.916512008,14.76920844,15.170090664
"07-Feb-01",2.688300672,2.993635296,2.097278952,4.101873984,4.139676696,3.34909308,2.379436608,2.560083384,6.011589288,6.034743552,5.153385408,4.547373528,1.794397296,3.760773528,6.09962796,3.725426664,3.103647,3.94578444
"08-Feb-01",0.522788688,0.465517584,0.046446648,0.238652088,0.290054688,0.162840456,1.89112848,6.345133056,1.412525664,2.790220488,0.408902544,0.403108752,2.169577008,0.506251848,0.104884488,0.394778976,0.35589012,0.32220036
"09-Feb-01",5.518244496,6.010144464,3.900263424,9.435868968,7.746547944,5.219584104,20.046566952,38.014472016,4.818787704,18.629283432,3.83897532,3.745636584,7.277858016,5.805704712,3.407769072,8.759604696,3.742839936,7.2473166
"10-Feb-01",7.101062544,22.0468998,3.9501282,4.215558168,6.644330976,5.490049128,8.756676432,10.153251888,10.986287352,11.617449768,4.506705168,5.503005624,5.548305984,10.91824008,4.048228392,6.523437024,7.115115168,8.859834912
"11-Feb-01",1.389710328,1.911665448,0.58444284,1.228175904,0.657828384,0.735124248,2.2631448,1.366334088,0.544587984,1.089405216,0.356489784,1.16687724,2.273079696,0.9829368,0.639857184,0.97820244,1.346626632,1.035038448
"12-Feb-01",24.849371904,26.874249456,39.17530632,17.570415984,26.094932568,24.232649808,17.554065216,13.266413208,24.659465784,21.336190224,24.0009756,18.341679096,22.115867616,25.712325096,24.920594208,23.890398504,28.976626392,24.570628176
"13-Feb-01",26.93839932,26.705829624,28.62153912,24.65793228,27.917209632,28.627524384,27.074378016,19.36170816,20.134154328,23.340843192,19.790093424,17.187754152,23.677697184,24.84170436,19.660985472,26.746624944,28.450275432,25.811917296
"14-Feb-01",11.90384388,11.109173304,10.803948648,5.860583784,11.93461704,12.073678488,8.9412396,9.335879088,10.356728544,3.84747864,14.359627248,4.92288852,15.11824752,7.976706504,14.272549152,10.384427544,11.523476592,9.442759752
"15-Feb-01",4.263177048,4.54548132,3.118904112,1.045757256,0.64665672,2.39031924,6.101870304,5.813559288,2.20079988,5.17927944,1.459723872,1.319679744,5.244275808,4.973822952,1.076999712,2.93243676,3.446058504,2.314240872
"16-Feb-01",2.094709032,4.850657352,1.925600952,3.499549272,3.7763214,2.618066664,2.904735792,3.478056912,6.236478576,3.47309124,3.823681704,3.40011012,2.792710656,7.445041176,3.606791496,3.49805796,2.158746768,5.78344344
"17-Feb-01",4.774286976,5.223717936,4.230155832,4.235931168,4.514010792,4.08177816,4.2419976,1.23323652,2.040420408,4.77205932,3.489643704,5.476861248,3.158973816,2.642634264,3.949328184,3.437861328,5.049466608,3.083910936
"18-Feb-01",6.8698368,6.7665732,7.174782504,5.143466592,7.036833288,7.36932492,8.406992208,9.273231984,8.354963064,8.93539668,6.485609304,4.811990616,9.200715792,9.274226904,5.354358312,7.401414144,6.692568552,8.23905588
"19-Feb-01",7.84891104,10.123657464,7.825831896,7.244542848,7.61699868,7.075798272,15.08966304,12.06880044,9.3408444,13.48033332,8.563229808,11.285469528,14.516085144,10.464948888,7.875943416,7.671448224,7.204827552,9.271962408
"20-Feb-01",2.374639224,1.730310552,2.575907712,1.297542216,1.66221552,2.210459064,2.273640096,3.611425992,3.904831776,7.038018456,1.629457536,3.053130984,3.762295608,3.086176512,1.741942944,2.479629456,2.237275416,2.848733784
"21-Feb-01",11.061492216,10.840883736,11.314579008,15.952111248,14.376003744,13.030769352,11.946727752,12.9572754,13.778773776,11.354248512,14.55976296,14.533608912,12.620658864,12.59196996,15.526403904,13.600763808,12.831044208,12.72807168
"22-Feb-01",19.667113776,19.638194568,17.681466576,11.407153128,15.766726968,16.8063054,18.88474704,16.74521112,14.193745128,18.168620112,12.584940432,9.807555912,17.83520364,17.203516968,12.028224,16.508734704,18.81587076,17.005446912
"23-Feb-01",10.210026024,7.029471864,10.636839144,14.701433664,9.679791216,13.219575408,8.93707608,34.379153256,9.701758872,3.893515704,12.77442456,6.770704512,6.890596392,6.951562632,13.731091968,11.84370948,10.916835312,10.989729888
"24-Feb-01",18.968333256,20.371850976,21.457727904,27.119977008,21.084969528,19.008878232,23.289858336,16.9270506,27.796108248,17.065388208,25.407125472,24.423308376,18.412852776,19.93121196,25.5074358,23.100377088,19.32654048,22.981292736
"25-Feb-01",1.155100728,1.014599736,1.519523088,4.269689448,2.840479008,1.84919088,0.294184008,2.657508192,4.608955272,0.439700832,6.20162988,5.406934968,0.585152952,1.120121064,6.453447096,1.970518464,1.260337656,1.629575904
"26-Feb-01",5.727320904,5.174212584,5.133414744,8.176975968,4.762881168,5.174052,3.865579248,6.416830296,17.408851152,3.712087512,13.196724408,6.194545992,3.423262944,4.821962712,9.396096456,6.442508688,5.37991476,5.833137984
"27-Feb-01",16.06471968,11.788792848,19.432432656,9.456984048,12.614263056,18.420258528,8.657404656,4.767797112,8.743797552,6.130459776,8.01562572,7.214394816,8.397766824,10.929827928,9.194757696,13.775449272,17.067978864,14.445781224
"28-Feb-01",20.572563168,20.202105048,17.550886632,17.603970048,22.27885152,19.347119808,18.92404032,18.388810152,15.904748448,16.682403096,18.8514204,15.262880808,16.538490768,18.939366816,17.647530552,21.815515992,21.443109504,19.777520664
"01-Mar-01",23.712740424,24.478454592,21.58147716,16.071116928,18.799994952,20.013865464,24.635215752,33.224184048,23.769029616,21.255492216,17.077670568,13.645241256,24.158938416,22.636582368,15.639454368,20.28361416,22.505267136,21.975251208
"02-Mar-01",6.712720152,10.904226768,7.552776576,11.10864972,9.351867192,8.926046856,14.258867736,14.938549512,15.052449696,16.948009008,8.515300512,9.325093032,15.410598288,9.039469248,9.192802896,7.046026464,7.168283712,7.551318888
"03-Mar-01",2.5465368,2.57656752,2.048954304,5.279880168,3.300577632,2.563645368,5.325027456,8.243695728,9.367172952,3.679774056,5.710755936,6.97469472,4.8136704,4.156495224,4.303963056,4.01086056,2.700920472,4.49817252
"04-Mar-01",10.2412548,11.111224656,14.528042784,14.069958696,13.953361992,14.423553936,13.38213588,11.489250192,10.355789424,14.935928832,10.689846048,10.22915124,12.476567736,11.149073832,10.926087864,12.213510984,12.533496384,11.305682664
"05-Mar-01",0,0,0,0,4.314932232,0,0,0,0,0,0,0,0,0,0,4.200847872,0,0
"06-Mar-01",7.540927656,6.80441736,10.061488152,9.657004584,9.878507136,10.166037072,5.365076784,9.148105152,10.3154862,6.046954392,12.20751,10.359981528,9.568789968,7.847833872,11.555994984,10.59503604,8.81977128,12.262377264
"07-Mar-01",3.340621224,3.761097912,3.075449112,2.434670808,4.70539068,3.472951056,4.642627008,4.339351776,3.414677016,2.572972128,3.935679312,3.649522656,3.419509296,2.580354264,7.71110988,4.361823312,3.342079272,3.922695288
"08-Mar-01",5.547195192,5.38241208,6.758927112,2.252358744,6.059233896,6.083159208,8.226149088,11.898676872,7.735318416,10.99324752,4.522208328,4.74826884,7.51881336,5.02170252,4.015712496,4.74899376,5.389567848,5.559764016
"09-Mar-01",3.94113564,3.40186608,3.268218408,4.526714448,2.8541454,3.54066216,2.330193936,1.180366776,1.788428496,1.242499968,2.56412388,2.002311408,1.80164928,3.124063248,3.131422152,3.628794552,3.845298168,3.327096456
"10-Mar-01",5.502402312,5.044239528,5.293633464,7.94834448,6.341655504,5.5371834,5.315518848,9.093488928,8.873765232,6.880625016,8.791255464,9.104393712,6.624088536,6.854469528,8.106594792,6.520747656,5.3551122,6.786802776
"11-Mar-01",0.487872936,0.403532664,2.818274808,2.47783344,4.110499632,3.034903776,0.53348412,2.61971748,4.535456304,1.948618584,3.023004408,2.372229696,4.893571608,6.693986184,2.051689992,4.678614384,0.578219136,2.530873608
"12-Mar-01",5.648076648,8.827163448,4.404372816,8.964742176,7.034266944,13.262942784,12.801612864,11.717631336,10.83074712,15.394722456,9.483454224,9.85943556,40.224297528,13.650408264,9.296291832,9.583261728,4.999176624,10.19765568
"13-Mar-01",1.457265072,0.860352792,1.83524556,0.831843048,0.53822412,1.398710664,3.724985352,10.481299632,1.416184368,4.457112192,0.888780264,0,2.776312176,1.4017632,0.8200188,0.589969488,2.359850592,0.567334896
"14-Mar-01",9.50431896,12.3093624,7.40203356,9.838909872,9.550364976,8.061460728,13.73014212,10.99234056,9.338116416,28.1972952,9.752619984,10.184763912,12.709825512,11.253012648,9.602773896,9.490392216,8.745622152,10.402172328
"15-Mar-01",0.765459624,0.88886484,0.691699824,1.192042272,0.829456416,0.61735788,0.730586808,3.205930344,2.351730648,0.25623756,1.166954136,1.51489056,1.542003936,1.451312184,1.081823688,0.625002936,0.418070424,0.534716208
"16-Mar-01",3.631622664,5.3693676,0.814650984,4.68485964,4.450528968,1.515973632,7.587391368,9.375245328,11.104336032,11.454646104,6.931905984,6.297172296,14.772264,5.474900016,4.61701548,3.866258016,2.7724548,4.258672368
"17-Mar-01",8.256365064,8.101642368,8.877048264,6.037440072,6.36745692,8.11959816,11.42111064,10.207466136,6.128162376,5.916662688,6.278784504,6.519812832,6.96091104,5.900093088,5.711705808,5.350728744,6.898227456,4.945075752
"18-Mar-01",6.198655848,9.21291948,5.20904124,17.339087952,8.540437464,5.03637672,13.231713288,11.35511256,8.321423304,11.546847576,8.814283128,9.61366224,15.110371104,8.512076856,9.302288544,5.800557744,5.272241592,6.919268136
"19-Mar-01",3.003647088,5.800308456,2.889821832,11.19534516,8.429544936,2.539391568,15.315997128,8.974307304,5.404261344,7.054377792,3.800377608,5.478671544,48.444974904,2.6486832,7.680146448,2.308249896,1.758405096,2.273655288
"20-Mar-01",10.842847824,10.26515292,16.447628976,11.737901688,8.4304254,7.70967936,10.435634856,3.823419216,21.680625912,9.006975888,8.426870592,8.85781932,8.075559864,8.122972728,13.71447516,7.501839648,8.770645392,10.704467304
"21-Mar-01",20.593836312,22.474994664,19.641481872,17.772168168,18.306326856,20.312690736,25.167411816,30.832031256,26.218814856,29.23616124,20.892654408,19.071506016,30.264584544,23.726643552,18.116658216,19.425873768,20.658960336,19.588751784
"22-Mar-01",2.773760136,1.711334472,0.770786952,5.761148208,2.042611968,1.590492552,5.274444576,0,3.893492472,1.286961264,3.439418088,4.014908544,5.659516464,0.716982624,3.524457336,2.580978696,2.49717612,4.43119704
"23-Mar-01",1.784810184,3.305795424,5.024476296,9.71864748,11.670968064,9.509505984,4.655797368,9.797442912,4.52131248,23.80014324,5.236318224,8.636773824,8.42152548,3.760018584,5.214710712,6.836483712,4.372101552,5.63858556
"24-Mar-01",33.924848568,31.471570008,43.964681616,36.046454424,38.743123056,38.6631174,40.369617456,30.603787416,32.799530976,34.07514096,37.132990848,38.743872648,40.282753944,34.875861168,34.397686968,38.932185168,33.86250972,35.64622308
"25-Mar-01",2.122411608,2.549808552,3.56546616,4.470464592,13.126871112,3.011405832,6.511670352,2.897757768,3.757859592,5.877217056,2.430394464,2.43544596,3.76034796,2.324234424,3.202079424,2.221620624,1.286354712,2.225921448
"26-Mar-01",34.10688972,33.723280896,25.4825592,23.162342544,26.048649792,28.63298892,21.893786424,27.53429604,33.42049884,16.530551424,35.137404432,23.340668688,22.916625024,28.623084072,25.608990672,25.097611416,33.634657848,30.545960424
"27-Mar-01",27.185806272,29.01853752,16.621188648,7.888124232,16.602913848,20.830000872,14.33208132,6.642360456,30.993985176,10.3529148,11.940884112,3.230581632,11.840353488,19.580025672,8.651201952,17.203253736,21.013245096,17.3814168
"28-Mar-01",0.134154216,0.383361072,0.393663696,1.167870192,1.392103488,0.294882888,0.739371624,1.053701784,0.309907776,0.570450168,0.580719264,1.045023408,0.853155336,0.490475304,0.897867936,1.31862492,1.280683272,0.590964984
"29-Mar-01",18.144926544,21.351997368,8.723022936,18.43594836,11.16196848,10.548387768,12.964337832,13.950629712,12.962842944,14.794186584,23.167568208,9.489218472,13.501074312,17.492819304,19.37118816,9.556768656,15.997242456,13.732043256
"30-Mar-01",48.975522984,41.166466704,61.781404488,42.50035572,52.33909608,59.047805784,33.191473968,26.726248752,33.003081312,23.892497064,37.995738024,36.67019748,30.206088072,39.237948408,41.506422048,50.128503792,54.073774344,45.291612624
"31-Mar-01",0.346542648,0.933992472,0.997330344,11.160960672,6.478647,2.126451912,0.590688984,5.60915352,5.110739712,0.91312176,6.171439656,5.803972008,2.022756984,1.878089184,6.713004816,5.268171072,1.997700864,4.036218528
"01-Apr-01",2.174688768,0.961583208,1.20059412,2.44151508,2.401515672,2.005577448,1.845770544,6.252752064,4.92856872,3.189714072,4.24606812,1.822749144,4.561621416,2.780330664,4.04089416,3.068225376,1.754679504,3.728656416
"02-Apr-01",0,0,0.725958768,0.968205936,0,0,0,0.234956616,0.602773992,0.932604888,0.684387408,3.211147416,0.930347184,0.493839168,0.965331672,1.446660168,0,1.353456432
"03-Apr-01",36.573340416,32.719216344,37.584074016,31.285426128,35.611275672,36.367169376,26.252703672,25.521740904,30.205358496,23.450006952,31.943704608,28.18642044,26.771126736,32.528088576,31.95478248,35.06042004,36.86046696,35.63844108
"04-Apr-01",11.979054456,7.478716128,5.14166664,24.984148968,8.745494136,8.11294056,7.856867544,5.070546624,4.360398888,3.449907312,3.775748136,3.210968616,6.041205168,6.63974904,4.110712416,9.931388136,11.110887768,7.798096416
"05-Apr-01",4.707719208,5.888241288,1.89489036,5.519343504,4.847071056,2.725973016,5.55285036,13.076564304,23.27704524,13.128290184,9.02654028,9.858472104,8.03264952,14.122331136,6.473650944,5.515344144,3.131456136,6.038452872
"06-Apr-01",9.11524272,4.962452184,7.162837752,14.738418096,12.81735564,8.608964688,2.221951056,6.709850544,8.478559248,2.28671676,13.511491296,19.266290184,3.328937184,7.390713216,15.912850848,12.854601864,9.732517728,20.18823624
"07-Apr-01",19.6733508,16.318430904,12.798512928,33.544638624,19.11991452,13.797320376,10.755874152,12.40640688,64.231985088,9.78781272,23.433583248,47.144276616,10.946644296,14.77546836,23.145581256,18.584711544,19.037362584,17.81702328
"08-Apr-01",56.126323704,63.7953186,56.126695632,31.624156944,52.05160332,55.74848556,66.230363856,53.827634808,34.170544632,63.365472792,44.284366608,28.2937746,62.527977,60.02236176,36.174928656,52.200679776,53.35384368,55.285657872
"09-Apr-01",6.138079416,0.5576262,3.646669152,0.28745952,0.163828632,2.9383548,0.6518814,0.323702304,0.578356464,0.731435664,0.629040552,0.267631224,0.734956032,1.701512568,0.356927064,0.368909328,10.191295632,0.359286048
"10-Apr-01",0.55068912,2.143782552,2.988140352,0.329409696,0.395870616,0.402605832,3.348082416,4.696380264,0.437104008,3.457826976,0.455848848,0.498338256,2.858637576,0.563057088,0.966576048,0.8450886,1.669142784,0.249135744
"11-Apr-01",1.289745216,3.633565656,1.55556732,0.523769472,0.675417864,1.004511336,3.370211016,5.982131112,1.181388696,2.1167838,0.657049488,0.531481368,11.380066392,8.977264872,0.77817696,0.259534056,1.017118152,0.939884472
"12-Apr-01",1.977773496,1.674976416,9.347596416,10.514590512,3.82641756,6.74672412,0.357719928,0.187024128,0.55696704,0,0,3.391779552,0.07681428,2.425973304,1.703740776,2.297820384,3.31853736,2.118930288
"13-Apr-01",26.394856464,24.871808064,18.864033216,22.33160592,25.229687688,22.363005648,20.818674096,15.991444584,20.358750336,17.403154848,22.313770296,18.218082912,19.5509448,24.049538616,22.057233816,25.664465904,25.37453556,26.483256336
"14-Apr-01",0.63329028,0.373032024,0.32036988,0.692064288,0.35946792,0.373003344,0.721768152,0.301040112,0.161594688,0.062844864,0.5061732,0.717190272,0.10300836,0.48128652,0.288341352,0.312755448,0.354100104,0.369064608
"15-Apr-01",14.4810834,6.13740492,15.062792304,12.255417816,14.172678,17.012130264,7.37044644,0,0.739567944,11.703193896,6.062893872,2.210453856,19.61146116,20.4475236,8.464732656,20.203637112,10.67684556,18.200862408
"16-Apr-01",27.579666144,27.081170088,15.621355536,10.578713904,17.203030584,21.59052516,18.801311016,14.074157232,18.397404672,20.542137624,15.943749912,9.302360064,17.634574416,24.336768144,13.048905384,22.940377224,21.11676408,26.236910832
"17-Apr-01",3.29865324,3.548403384,2.0525862,0.639279576,1.1918874,2.762367552,3.491353152,0.751517784,0.76277832,1.641372096,0.972407616,0.121437432,1.92273312,2.125245456,0.819022632,2.556978816,2.873560656,2.347021392
"18-Apr-01",3.518948784,3.684524424,6.604559184,5.61989664,5.896014696,5.979056952,3.925297728,5.47617816,4.370015856,5.2042662,3.85750044,5.010567792,5.62496208,3.845282784,5.881400232,3.473257176,3.984606024,3.387458688
"19-Apr-01",0.469037712,0.475790088,0.01235016,0.841096128,0.311604048,0.012785376,0.18701796,2.177432472,0.896471688,0.508442256,0,0.991875072,0.384779112,0.721803672,0.833272488,0.698083512,0.17567784,0.700787448
"20-Apr-01",0.124352664,0.198200304,0.16528512,0.768232752,0.483441216,0.119965176,1.720255488,1.418485872,1.138815696,1.330008648,0.46130316,1.234511112,1.013754936,0.769279536,0.72083088,0.352905096,0.10088544,0.419842296
"21-Apr-01",0.278397456,0.375189576,0.433396392,0.616301232,0.672558864,0.399882624,0.666151776,1.49014092,0.79673616,0.444551424,0.825836784,0.094235328,0.54331956,0.623089992,0.786144648,0.906000936,0.442032192,0.677999448
"22-Apr-01",9.896755464,37.962864864,2.042287944,3.308967936,1.9415388,1.900304496,19.913610936,22.086127272,35.470810896,26.676123624,13.753691208,8.880105264,22.292232504,12.16039896,7.94676804,5.39572692,5.158360728,10.473245136
"23-Apr-01",7.284189456,6.35911488,8.155987512,9.964390032,9.113383056,8.487210984,3.705138792,6.600932832,7.410756816,4.457458728,8.608466856,10.779220824,5.78666496,5.660540352,9.670658832,8.501356608,7.853492976,7.870687728
"24-Apr-01",1.297383792,1.968453888,1.969687344,0.927332184,1.224735168,1.247220216,2.09202612,2.784639168,2.30789172,2.362971432,1.4189736,0.46966092,2.2316292,2.1836148,0.879747024,0.905604432,1.21067664,1.108138296
