"date","Pixel15810514","Pixel15810515","Pixel15840512","Pixel15750512","Pixel15780512","Pixel15810512","Pixel15810516","Pixel15750516","Pixel15750515","Pixel15780517","Pixel15750514","Pixel15720513","Pixel15780516","Pixel15780515","Pixel15750513","Pixel15780513","Pixel15810513","Pixel15780514"
"11-Mar-00",1.52778,1.1710302,1.870940736,3.607356912,3.08213532,2.044825488,3.256903056,2.335765776,3.021339288,1.846458264,2.401643688,4.051416288,2.558310264,2.166016272,2.850305376,2.494657344,1.4862612,1.513352928
"12-Mar-00",6.822666408,4.175861112,5.600362296,4.616207952,5.276061768,5.236163736,3.006174096,2.646437472,5.043012864,1.740830352,5.951399448,5.768352264,3.647252448,4.580500968,6.062549832,5.852024664,6.94560456,5.698732848
"13-Mar-00",8.099432232,5.394511344,10.665743352,7.38190056,15.270514008,12.146986488,11.889729024,13.957264416,13.138825896,16.090178496,6.63643956,6.778317696,8.122497072,8.524427184,6.184686888,10.923890592,10.304626464,10.308015336
"14-Mar-00",0,1.082447112,0,1.32745404,0,0,1.95824736,2.308431024,0.778975464,0.311877552,0.969453072,1.278866352,0.976975512,0.061157712,1.066679568,0,0,0
"15-Mar-00",16.937880984,15.000682344,17.792532912,9.724712136,14.22083616,16.573040496,13.638317592,9.806655408,11.060251224,10.27561284,10.800105576,6.70625568,12.805681224,15.865399368,9.57152724,15.453653808,17.7133212,16.032052512
"16-Mar-00",15.317134392,15.08425284,13.516904352,10.42144632,10.939901592,13.251112464,12.389488224,13.227702144,11.822326176,11.39697504,13.103120328,12.403271208,11.210949888,12.760249608,11.634432792,11.915232888,13.64246892,13.532858856
"17-Mar-00",1.782020856,2.509477248,1.204104336,4.019464368,3.0447396,1.236878952,2.427526128,4.665455472,4.78910136,6.72740292,2.765381808,3.779865504,4.599163776,2.206395696,2.980232304,3.322543152,2.103681024,2.84593284
"18-Mar-00",5.424067488,5.98954404,6.073122744,4.603116264,5.680134048,6.055031064,7.477900752,7.618449936,6.992541072,6.461995848,4.591277352,4.500984912,6.831514824,6.825538152,4.699014912,5.537823192,5.642481912,5.728964928
"19-Mar-00",0.872284848,1.911761112,1.20262188,0.171889272,1.075285344,0.883157544,1.054755984,1.944468312,3.942827592,1.176387984,1.24413864,1.478880456,0.799497312,1.369162392,1.45423428,0.722432784,0.571272384,1.211632032
"20-Mar-00",14.562116136,14.074068552,13.511202336,9.157872672,13.459356312,14.461320888,13.4633088,8.058616152,8.568524112,11.550541152,10.825268976,5.415745488,11.035288104,11.536612992,8.946097608,13.41898728,15.442756176,12.696590424
"21-Mar-00",9.877376328,21.030703056,8.04317736,2.7556218,9.044982432,7.90762068,12.11097192,5.65698696,9.398144952,12.912833688,10.25259876,3.182405232,40.036674504,26.045116416,4.367722392,7.77298236,5.939549088,25.912390704
