"date","Pixel15630523","Pixel15630521","Pixel15630522","Pixel15600520","Pixel15720522","Pixel15690524","Pixel15690523","Pixel15720523","Pixel15690522","Pixel15690520","Pixel15690521","Pixel15660519","Pixel15690519","Pixel15660522","Pixel15660521","Pixel15660524","Pixel15660523","Pixel15630520","Pixel15660520","Pixel15630519","Pixel15720521","Pixel15720520"
"23-Mar-00",1.435293576,1.12623372,1.6435908,0.717137712,5.808100464,2.321828304,4.095486768,5.642433648,3.558171624,5.498889696,3.858235728,4.027086864,5.892775296,2.93547588,2.277998496,1.2669468,1.650898752,1.066220808,2.86454808,2.256791544,5.794343232,8.194903128
"24-Mar-00",2.518961544,2.698248264,2.095044672,2.429961384,1.281111888,1.112934984,0.878220048,0.892008744,1.13891736,1.132292112,1.772582712,2.96643288,1.785984816,1.60219896,1.973305632,2.306645568,1.908836256,2.577793128,2.347712328,2.986561776,2.055082272,0.917340792
"25-Mar-00",0.353539368,0.463161312,0.179684616,0.255449904,0.531681648,0.106727928,0.086680104,0.134985888,0.171181632,0.487447152,0.161400048,0.372796992,0.477766248,0.361206888,0.384082416,0.201704808,0.289466064,0.458027016,0.572029968,0.579584376,0,0.361888104
"26-Mar-00",2.942336808,3.922188168,3.55184376,4.860395184,4.625329608,3.07705092,3.051358944,4.308603648,3.410317536,6.087241896,4.50928188,5.442644112,5.593458288,2.90125824,3.6130128,2.9445498,3.112786176,5.816637048,5.594386704,6.420179136,5.03539824,5.212447296
"27-Mar-00",3.586993584,0.419750472,0.92982288,0.594909216,1.290370704,1.244558304,1.522697736,2.291266848,0.382111128,0.601713936,0.718373976,0.481428264,0.32038764,1.179490512,1.17164988,1.371181632,1.111318152,0.694251984,0.854297616,0.93270636,1.384287984,0.780691896
"28-Mar-00",4.573374504,3.64637196,1.593535056,1.31443584,2.033569152,1.865214408,1.328895456,1.97935224,2.21263056,1.675941648,1.201698024,1.10548488,1.010700792,2.54755908,2.292730272,1.627052664,1.633665744,0.897984168,1.392230088,3.515787,1.825494816,1.256234592
"29-Mar-00",4.42152036,6.798856968,7.574180592,3.751521,2.70384156,4.82065416,2.84178972,3.874788888,2.737469496,4.205050344,3.633804192,4.945364352,3.9213252,5.099361408,6.19804644,4.435316928,2.055170424,6.422045952,4.363406904,5.072843304,3.111313824,2.73749184
"30-Mar-00",3.337574592,1.35644352,1.959777648,3.640624512,7.531916136,3.753860232,5.581075776,4.524710304,6.259905336,7.044753312,5.849579568,3.990911376,7.04263044,4.515600432,4.155443424,3.809961312,5.861308344,2.243029464,5.17779852,2.334125328,7.697873352,9.926778312
"31-Mar-00",3.756343968,3.694605936,4.358458392,9.364437816,3.11764956,3.775444872,3.80342496,3.762641424,3.505109304,2.802825984,3.210868488,2.14384908,2.302573632,3.612978816,9.882270096,3.897851232,3.653440128,5.047511112,4.079420328,2.316895368,2.870992008,4.309184784
"01-Apr-00",5.021960376,4.667549376,2.850826968,6.132615576,0.368927088,0.501225696,0.491631336,0.488594496,0.425351064,1.798520376,0.299304816,0.812721576,0.011873088,0.845921064,0.659885112,2.906698464,0.884329152,4.90852332,1.725469896,3.690049776,0.297398112,3.221633784
"02-Apr-00",6.045081144,9.260411016,4.490101584,7.288611888,8.267521608,9.036663288,7.56789564,7.844707488,8.93089056,3.691586136,6.342259176,4.332504624,4.43723952,5.813842536,5.02879428,6.890574216,5.93146956,4.837741248,2.032283832,3.095097888,6.961988208,4.800503976
"03-Apr-00",16.545279984,14.382435312,20.699927328,15.902283672,17.19092988,17.701676856,17.05175256,19.5676074,15.432761184,19.989759912,16.9598136,14.789134032,18.286409856,16.674767016,15.622788912,16.437014568,16.47288036,14.989070904,17.371836672,15.142204296,19.29866124,21.100004208
"04-Apr-00",20.678941728,24.892358784,21.89174652,29.727484704,14.648095608,15.753623496,16.551637176,14.726470464,16.70680476,18.02782488,17.850718968,20.644836912,20.335533144,19.63814592,20.376597408,19.118691456,18.147266856,24.478034016,23.625818256,31.262154576,14.967078216,14.866199976
"05-Apr-00",4.514188536,6.160265208,5.290989864,7.932436464,4.976361048,4.214799648,4.269180168,4.823504088,6.309966792,4.191116088,6.635622744,6.83980752,7.053334944,6.236414904,8.96719908,0.880500288,4.531964424,13.235276688,6.003046992,6.745498176,6.778558008,8.454628224
"06-Apr-00",8.33398176,6.113947392,7.060107,19.364315976,7.301866296,5.69995272,7.547427888,6.77802228,6.895642512,3.764375928,5.1408888,2.689963464,4.098028776,6.492206808,5.430638544,5.532193776,7.193436384,3.74904084,3.41523384,2.983787112,10.990661856,8.445222624
"07-Apr-00",0.67802256,1.4302926,0.874966176,7.829567664,2.177375616,0.789248592,0.77338608,0.884285856,2.467044528,1.698054144,2.740318536,3.09009468,2.838414072,0.778522344,2.060412336,0.30779988,0.58377444,2.389851984,2.102323104,3.409872648,4.355716464,6.023531208
