"date","Pixel15630525","Pixel15540521","Pixel15540522","Pixel15540524","Pixel15570524","Pixel15600524","Pixel15600525","Pixel15630523","Pixel15600523","Pixel15630524","Pixel15570522","Pixel15570521","Pixel15570523","Pixel15600522","Pixel15540523","Pixel15510523","Pixel15600521","Pixel15630521","Pixel15630522","Pixel15570525","Pixel15600520","Pixel15510524","Pixel15510522"
"11-Mar-00",13.145577912,0.438209328,0.107047224,0.098529552,0,0.068880888,0.201528912,1.608369648,0.073659432,13.318043232,0.176757912,0.341063232,0.044751432,0.090568416,0.075211128,0.015384528,0.180595824,1.122793344,1.683045744,0.046090008,0.394508544,0.020456208,0.032591352
"12-Mar-00",1.745333616,2.369671752,2.743032216,7.113035928,2.26657944,4.577191464,6.4526832,5.086966032,2.0931276,1.941573672,1.965383112,2.390206944,2.010128808,2.493980352,4.279329648,2.773593312,2.27414148,1.856644752,2.43931656,7.22126556,2.113587672,2.251463952,2.740523088
"13-Mar-00",11.545349112,12.115558152,10.662302256,10.888973232,8.87578512,8.571714888,27.344040864,9.920155056,9.18769812,10.315209384,10.463313096,10.689714432,9.81674052,8.973683592,11.136773592,10.016638032,10.123941432,10.834429968,10.393774512,9.298929696,13.392910488,9.302282088,10.227064128
"14-Mar-00",2.551289136,0.065795424,0.618063648,0.682651344,1.292557872,1.259245104,1.674023328,0.631930176,0.627952296,1.546247712,0.59128104,0.05261376,0.923512728,0,0.962956128,3.06487548,0,0.23548704,0.295666824,1.467995088,0.343417848,1.563350736,1.009918752
"15-Mar-00",14.541739944,7.851241344,7.817013504,5.055928224,5.571671616,5.749165176,5.717380632,9.572796096,9.0129354,6.464614392,9.028491504,8.739633312,9.048181056,9.858596568,7.426935912,3.072046272,8.893544904,7.974970584,10.422341832,6.037409304,5.120061984,3.583334328,6.464376216
"16-Mar-00",4.381245024,13.894742496,7.126381152,3.488678448,4.864769688,4.609709136,5.473891848,6.80047488,5.490766176,4.212752592,5.59889316,6.868982088,4.924423104,6.769724616,6.180059184,8.582532408,6.822613488,8.937471624,9.049503576,5.282069208,7.760237928,10.920901536,12.343627464
"17-Mar-00",11.08294344,11.216634744,13.321077336,15.179789544,14.431038384,10.836381192,12.065882208,6.458952432,9.062582736,7.604943048,12.549842832,10.800345888,14.687371728,9.782451864,14.834411136,16.080130584,9.951743592,15.12286092,4.05069996,13.699689384,4.372371912,17.255707752,14.384407992
"18-Mar-00",17.280947688,10.3919034,12.573058608,13.776948456,13.372568616,14.510218632,15.50341416,17.599678512,14.797162056,17.118195528,13.394010552,10.924359792,13.494096288,14.999145984,13.600294584,11.526432048,12.643119336,16.076109408,17.471795088,14.899362096,9.966045864,12.037831296,10.405845168
"19-Mar-00",0.570919944,1.31115228,0,12.331911552,1.398787032,1.196812848,1.232913672,0.59729964,2.746783728,0.554575632,0,0,1.38598788,0,0,0,0,0.1814274,0.085214712,1.43912808,0.131528808,1.709177424,0
"20-Mar-00",3.34446144,3.223401912,1.173050784,3.098087664,3.83886696,2.152014624,2.030047056,2.776903872,2.413427184,1.833302016,3.466917864,2.804119344,3.011864304,3.186651,1.925184312,1.00403424,2.439476424,1.767523344,2.016760656,3.049196712,1.888914216,1.121044728,1.077680016
"21-Mar-00",1.181142024,2.04976524,1.656000672,0.682441584,0.35274432,0.316414272,0.297121032,0.721282224,0.531354096,1.305553248,0.552517128,1.354255368,0.57846924,0.47089224,0.21821172,1.5622092,0.827893416,2.292791256,1.391340504,0.01122876,1.215701136,1.168477632,2.949304464
"22-Mar-00",4.934433096,1.013059896,1.487165712,0.302677704,1.225431648,2.686833504,2.477429688,4.337651976,1.981065624,2.763143064,1.625270952,1.462913544,1.446226368,1.977578928,1.654331616,0.833308248,2.818120128,6.855403656,4.514440296,1.198735896,3.126902472,1.067423784,0.76831896
"23-Mar-00",0.674271144,0.25693932,0.732502872,1.47760284,0.996082656,1.038475248,0.689370816,1.435293576,0.914285304,1.470632232,0.300861192,0.218628168,0.660064272,0.602684184,1.242945408,1.553290488,0.506213184,1.12623372,1.6435908,0.989532168,0.717137712,1.514260224,0.902285376
"24-Mar-00",2.7980994,2.82466776,2.846746272,1.884156528,2.1704616,2.19124908,2.2527684,2.518961544,2.174229552,2.46518148,2.941705224,2.7910722,2.259029736,2.303274024,1.792717152,1.61870688,2.83879764,2.698248264,2.095044672,2.159367432,2.429961384,1.965573552,2.878281168
"25-Mar-00",0.231263544,0.316511088,0.121744704,0.081470088,0.066395256,0.229946808,0.1540992,0.353539368,0.199851456,0.254485968,0,0.207570264,0.069840288,0.069856128,0.0676026,0.345581448,0.012644232,0.463161312,0.179684616,0.118975176,0.255449904,0.180081264,0.148214736
"26-Mar-00",2.506937376,0.94396332,0.509782344,0.812126664,1.299205536,2.060882616,1.793709216,2.942336808,2.091476808,2.86596108,2.123822976,1.763080008,1.431634416,3.099573264,0.562319808,0.33544032,2.499768384,3.922188168,3.55184376,1.23982296,4.860395184,0.428299872,0.4166544
"27-Mar-00",0.786005088,0.366165888,0.344335464,0.337905888,0.338689248,0.593170488,0.596084064,3.586993584,0.483384456,1.024189176,0.242614824,0.286933704,0.400247088,0.468862464,0.408600336,0.507029136,0.493003032,0.419750472,0.92982288,0.325971456,0.594909216,0.323268576,0.559954368
"28-Mar-00",2.759059488,7.271753304,6.743457552,2.08362204,1.950875592,1.427224152,2.863345032,4.573374504,1.238574648,1.698098472,4.94823576,5.186224584,1.409394888,2.778754056,1.990681536,5.914984704,4.41256392,3.64637196,1.593535056,11.762019384,1.31443584,5.514761208,8.42405748
"29-Mar-00",5.590710288,3.903104424,5.267364984,7.2297492,7.42551828,4.292240016,4.86935412,4.42152036,7.66620612,3.139002792,6.70849728,4.89759708,6.653238048,6.951441048,6.839555016,5.819546688,5.233107096,6.798856968,7.574180592,7.403912544,3.751521,7.696954968,4.952214
"30-Mar-00",4.638011808,0.655072512,0.581174928,1.138533528,1.864613232,3.074150208,4.760418528,3.337574592,1.559869944,4.105428096,0.577183536,0.941563272,1.150259424,1.043328432,0.675080304,0.33217152,1.2197712,1.35644352,1.959777648,2.378599944,3.640624512,0.304181088,0
"31-Mar-00",3.993087168,4.54428828,4.306043376,5.931590088,5.912953008,5.153132208,6.0180738,3.756343968,5.878022784,3.978092544,4.250378976,8.639042616,5.198074584,5.773687368,4.96943592,6.629863512,7.058019168,3.694605936,4.358458392,6.688299888,9.364437816,3.606540432,9.619481568
"01-Apr-00",9.577795752,7.725643872,7.179283608,7.687586544,9.642692328,6.264489408,11.55746484,5.021960376,8.512824288,3.295412424,6.979336032,7.809178584,8.069854248,6.722078568,8.27680992,6.085649736,8.10465288,4.667549376,2.850826968,10.46408844,6.132615576,2.825946816,4.241591328
"02-Apr-00",11.91205644,16.50300264,17.416381368,17.839360704,17.295470232,13.062051768,13.228099824,6.045081144,10.721181384,10.041772848,15.36077928,15.016206264,35.337166776,8.413577568,10.447562448,15.780093672,7.224095832,9.260411016,4.490101584,21.700142376,7.288611888,20.342528352,12.498845112
"03-Apr-00",12.822928896,21.00059796,23.163670056,22.432346832,21.654474744,17.563502304,17.081046576,16.545279984,18.633411888,13.654365072,19.833107472,20.865397464,21.662634384,18.316052904,24.966876984,22.458197592,16.579939848,14.382435312,20.699927328,21.603012096,15.902283672,23.69725656,27.595541952
"04-Apr-00",20.930910576,28.292132376,24.788128848,21.796969416,24.79937268,24.417703632,23.842746744,20.678941728,23.662110336,21.00987912,25.613862984,28.987930296,25.107210168,24.786858552,21.292789944,19.95805692,27.579205512,24.892358784,21.89174652,23.841055872,29.727484704,20.041914936,22.1493702
"05-Apr-00",8.274717096,14.387590896,12.813829416,13.569555768,14.545775424,10.472887512,8.988932136,4.514188536,8.80471944,8.242251624,14.128709784,11.35225296,15.173137656,8.604259008,13.010556216,14.810936448,6.412681824,6.160265208,5.290989864,7.876090776,7.932436464,14.378551488,16.380738264
"06-Apr-00",7.14457584,14.11154652,8.971725936,9.694775112,13.609142304,7.769803056,5.143951176,8.33398176,12.412001616,8.842648032,9.804777864,14.001916416,8.040818448,14.332722192,9.203758488,31.43508912,13.040625576,6.113947392,7.060107,12.37205028,19.364315976,12.117586608,16.840194216
"07-Apr-00",3.751083264,1.896595896,1.449256008,0.026693976,0.029199696,9.715114128,8.326277016,0.67802256,1.185615864,0.688178256,1.496379288,1.508381904,0.092425896,1.28451972,0.029519712,6.351581808,1.41947784,1.4302926,0.874966176,0,7.829567664,0,6.426496272
"08-Apr-00",3.821635368,8.718683472,8.217843528,10.619075784,6.622613664,5.564131728,4.215227712,3.40720296,6.030255312,4.649003856,7.917146448,8.134933224,8.160623064,6.845427264,8.749332912,10.911386496,6.14418768,5.398432728,6.752561328,7.35573864,7.149182088,10.415176392,10.759728672
"09-Apr-00",8.981032128,4.671875232,4.535520312,4.107358584,8.031770472,5.552695512,5.012691024,8.730624672,5.044822824,9.073550472,3.682568904,5.017780776,3.643959768,4.51365924,3.74572956,3.544703376,6.004242888,6.434730288,8.436963552,3.608509896,8.810049528,5.589240072,3.270784032
"10-Apr-00",7.310494416,4.106449848,3.290962104,3.013722888,3.01590156,3.540201552,2.932927608,10.057677264,5.275496712,5.274412752,4.146788472,5.01969732,3.27672852,6.586679232,3.19092036,5.62818396,7.654578936,6.600892776,4.982720736,2.107081008,39.934338576,4.947433584,3.298695456
"11-Apr-00",12.116802696,8.039910072,6.915343512,15.689442168,4.22499312,4.710003024,17.670832152,12.54647112,7.304452656,11.212617864,6.509066832,7.280258424,5.972636808,6.878971344,5.484294528,6.519651888,7.17402936,10.346722848,8.307997224,18.547372344,26.508919704,11.355716952,7.853430744
"12-Apr-00",11.058533184,3.985421064,4.72464252,8.672500848,7.81334424,10.116248136,8.51645064,17.24166156,9.1290822,9.831548448,8.02212096,7.7455902,7.929267888,12.741113664,7.859139912,14.932341096,4.168122408,4.189941288,5.143554936,10.464815136,4.319939376,7.66436076,5.035356048
"13-Apr-00",9.167885544,6.963342912,8.747103456,8.681314224,5.965955976,5.686446912,4.44056868,3.114385848,6.044205672,3.231377712,4.695546984,5.632756944,7.277931696,8.088038928,9.06491232,8.720438712,6.048490752,3.215994,3.901798368,4.218994248,2.809224672,9.550147536,7.333620072
"14-Apr-00",11.106993912,10.621762272,11.04113532,10.920257808,8.721975792,8.745957624,6.877332696,17.534853456,11.410084248,13.047321792,10.347681288,11.444726952,10.786282536,12.744502536,11.676545616,11.298716064,13.005115992,24.63770484,20.253341664,8.346830616,6.745791432,10.698125112,11.812533624
"15-Apr-00",49.968835824,38.039377224,43.281609528,48.507093432,48.83928108,46.993377696,53.794315344,38.582814216,41.7699852,44.87310792,40.498735416,33.928250304,45.32036304,36.902878752,43.087898256,44.899655352,30.06406116,30.471791256,35.238787656,56.837820048,28.478974344,48.05962944,40.306068432
"16-Apr-00",0.977227368,6.95387436,5.871884472,2.3643828,5.486035464,4.439734704,3.196812984,2.85313368,5.79202044,2.217582648,8.508032088,7.316194296,6.6901524,8.648962488,6.645815136,6.801527736,10.882643928,4.024182552,4.58267856,3.304187184,4.805086968,6.10795068,7.446803568
"17-Apr-00",0,0.898152432,1.073368368,0,0,0.218320848,0,0,0.220538304,0,0.848981736,1.098839352,0.162670248,0.562586136,1.020536712,0,1.444971432,0.4886388,1.643812368,0,2.320631136,0,0.513284784
"18-Apr-00",1.838639616,2.77112388,1.73010528,2.364543552,1.795249512,1.756927896,3.228468072,1.2541944,1.017994344,2.054410824,1.165613112,2.226039816,1.15362552,1.203895848,2.44527948,1.325458656,2.407649688,0.67008408,0.832915392,2.538507696,3.203921568,1.181146056,0.952134768
"19-Apr-00",12.907989984,12.464366904,14.745951168,15.79579068,13.371020784,12.191536896,15.690286152,9.775410888,13.801690584,11.349457032,12.993972312,11.068395864,14.25229596,13.51420356,15.123866568,16.544075496,8.57555652,6.276737448,8.303499696,15.155254848,5.640854352,18.101803776,16.145791056
"20-Apr-00",7.348523136,9.303987264,10.607027304,8.711045976,11.419726608,9.985892064,9.348872424,8.115306624,9.486015552,7.177509792,11.727626328,10.305659304,10.92040872,10.542385344,10.026246072,9.538242096,10.762106904,10.526706936,9.85583352,11.279191008,8.8055892,8.235676992,9.929097888
"21-Apr-00",8.635090104,0.68667228,0.70739016,0.206665344,0.711907632,4.07000076,2.09019024,1.69205028,1.380468864,7.16045808,0.485694456,0.60028956,0.84441036,0.693645312,0.329205576,0.186265032,0.486797568,2.344551984,3.338008752,1.32777036,2.902310184,0.066634944,0.448935768
"22-Apr-00",15.730327608,5.069768424,4.945243128,6.406238784,6.30294156,10.640740872,13.314730176,12.843904488,10.507521624,12.777874944,4.435644864,4.747305744,5.906680584,7.540243872,6.003575568,5.28735852,7.452587832,10.789557696,12.93621396,7.02151608,7.890368712,7.165210248,3.932430624
"23-Apr-00",9.668402184,8.39431644,6.433985712,11.758431672,11.508695136,9.359249352,7.753663296,11.49854136,7.180696248,13.409259792,7.648263216,11.766362424,7.849234344,12.353440752,8.257270584,9.905061,9.615059136,8.57425476,9.648006672,12.673772328,5.294574744,10.600939032,9.664021968
"24-Apr-00",4.422625416,1.120931544,3.438847656,0.44437056,1.049937672,2.1044088,2.313034248,7.062993768,2.332598088,4.18991196,1.949250336,0.660394464,0.970994184,1.3120038,1.87920552,0.940665816,2.357381712,1.682524848,2.634211608,0.470103168,1.21526904,0.181975224,1.938568536
"25-Apr-00",23.723143104,16.975437648,19.209259992,20.000009544,20.528913984,21.08021592,24.111305232,21.95680332,21.312410832,21.859248168,20.279113776,17.803180224,21.827113152,21.88199472,19.72214412,19.036854744,19.986106392,21.263378616,22.459939968,23.886863712,14.845690728,19.247198592,18.685422432
"26-Apr-00",4.285071024,2.123134008,2.068494384,2.109548976,1.225981512,1.053821424,1.849820664,3.506612064,2.056169448,2.388727608,1.958242176,1.68079824,0.742966632,2.543611416,2.11477356,2.218192392,2.74013364,3.917538648,3.690476064,1.643142696,1.216789584,2.566204896,2.049707472
"27-Apr-00",16.948039056,2.650835568,2.903704416,2.494692744,4.68825996,8.164253712,10.705531608,11.148593904,6.613198032,13.682785032,3.7623918,3.609361056,4.610370408,5.913147936,2.42486412,2.235916248,4.578973536,8.197193376,10.092312096,6.42569376,4.127505888,1.589183976,2.118856776
"28-Apr-00",17.332747944,5.407463544,8.464701888,17.161146648,11.555359848,6.43111896,7.845515016,0.127749792,5.381027688,0.315905712,5.760274536,5.095092048,11.970283992,3.758823744,8.453109024,9.274999392,0.58774776,0.249995088,17.121644496,9.340377336,0.823425744,10.65484572,6.65625144
"29-Apr-00",10.886193744,13.829249376,10.522772304,2.032563864,6.051372528,20.394204144,21.760750296,7.155473472,33.265065192,11.00433756,2.694805392,12.713087088,6.161408904,27.935299872,10.015206816,2.1348018,6.726201288,15.16260624,8.292181488,10.225779528,6.380450256,2.083655472,2.25368232
"30-Apr-00",1.278813072,5.742712152,3.36635328,2.857876176,2.9237364,1.04270928,0.792332064,1.701683712,1.22864904,1.424564112,4.206377856,8.86905312,3.278759472,1.407748368,3.2132442,3.143897304,6.21490716,2.383057248,1.560548376,0.998703984,10.630413288,3.164038536,3.753934632
"01-May-00",3.986954928,1.850850456,1.424504232,2.322407136,2.883413304,12.021885384,5.66923428,5.762334456,9.010847568,5.682805176,0.9367134,1.854589992,2.513920416,1.806437184,1.897880304,0.892271064,3.784538616,5.38156236,5.038512816,3.709481832,11.188710456,2.313651864,2.080352256
"02-May-00",13.64569188,2.123078952,2.257431144,4.212659952,3.146552328,3.875503776,6.031205904,5.856513264,3.676053648,11.197224144,3.219192984,3.32729136,2.161699176,3.055846104,5.161871544,2.769866472,3.992459184,21.278640744,8.002642392,4.605846048,4.992158184,3.417813432,1.949732064
"03-May-00",2.664811488,4.504608744,4.039251576,2.795020584,2.714711304,2.84986032,6.453899856,6.181010496,4.22634816,7.072304256,4.757743128,5.847847584,4.003507728,4.320584544,2.762211432,3.913923384,5.671378248,8.776301616,7.308615456,7.91630244,17.553362856,4.151875368,3.727303872
"04-May-00",7.901690472,3.765617976,9.697505232,8.283019776,4.7166288,26.575152408,10.579407696,1.38036696,3.949994088,1.475379456,9.328475472,6.630223272,6.892383096,6.865474464,6.925616016,1.402539264,4.5419358,3.04810344,3.972548616,6.512089488,1.548448752,1.342381248,8.357877024
"05-May-00",5.943883536,2.396613288,4.227369552,9.556976784,3.591255792,2.986426944,4.79738688,2.374923888,4.167656064,4.30589748,5.797435272,8.757656328,7.441071504,23.049030312,6.644338128,8.311466928,16.679753784,12.69109296,4.711393464,7.505234952,7.240588896,9.805331472,12.410678376
"06-May-00",5.446286928,9.553637256,9.659387112,6.591492888,3.556267608,3.691271424,4.82758356,1.446542496,3.036878952,4.28049732,6.3874662,6.334775448,2.9539302,2.741261784,4.92977928,9.188443416,5.717077008,8.494412184,9.228177312,3.192224976,4.720747584,10.239443064,14.043324
"07-May-00",15.219566352,10.882188312,13.382145888,12.365042208,13.550303928,13.515697008,12.574433328,18.146036616,13.447113984,19.74497652,13.964168064,10.824136728,13.293037896,13.784281248,12.001878264,9.325133808,11.180861952,17.041738992,17.701425072,10.885911216,14.301013464,8.417946336,10.273047936
"08-May-00",0.681935688,0.208645344,0.196099776,0.636658608,0.42080184,0.796437096,0.58654248,4.625551344,0.836153088,1.140032976,0.668483016,0.222767496,0.787022808,0.505549272,0.635842416,0.182677992,1.740220968,0.974540424,0.883445088,0.390454272,1.490588664,0.259280088,0.031220424
"09-May-00",7.075008624,1.18118808,2.345354688,1.83886368,6.444103728,6.290228616,8.362182144,4.953496104,5.7600696,5.415622824,2.527246536,3.095174784,5.250185976,5.09099364,1.82272392,1.784346168,4.233582624,4.81768728,5.80564212,4.863215808,6.82032324,1.800411528,1.152949248
"10-May-00",7.993859064,8.480384592,6.889110096,8.851205352,8.923843872,11.793839688,3.42037512,8.967792024,28.72120284,8.158991568,6.534930456,8.745474096,4.457855352,7.141836408,5.6458068,7.903142448,10.93410444,10.048029192,9.68425584,3.557445288,12.453509328,8.311739448,7.347714912
"11-May-00",11.59486128,8.750204808,8.776106352,7.87364388,8.370911832,10.0248828,11.838902952,12.955666056,9.89883972,11.597304576,9.214054584,8.222929728,8.239317648,10.017793176,8.46749424,8.224212888,9.605117088,11.819895024,12.3373518,8.75059104,9.139979832,9.18677688,6.838134528
"12-May-00",10.58557248,1.564149312,2.547629712,3.026046384,3.730793592,3.938741328,13.653440952,7.518902064,3.42614436,7.109562624,3.532297248,3.133583304,3.227887272,3.799474944,3.141173952,2.554563408,2.975435088,2.190873216,4.185159096,4.085780736,1.465207464,2.978334552,1.808791272
"13-May-00",12.431108952,0,1.329779856,3.412746552,2.883296376,5.081046216,4.380004056,1.818343344,3.739899528,1.935303744,1.838299512,1.054365912,2.888664,1.589445768,1.571600136,1.67525124,1.541157432,3.615448584,1.714896984,3.593701968,0.659758296,5.70565008,1.311366672
"14-May-00",4.399026264,6.001204488,8.046929592,15.141573432,5.044926168,3.59586132,4.996100304,4.060026528,4.588457472,4.0095774,4.893102408,6.406559232,6.112477536,4.362966288,7.962499392,7.672116984,5.935805088,25.533230784,6.771109344,6.04602528,6.145606752,6.018151056,10.79266548
"15-May-00",0,0,0,3.770669112,1.601731008,1.355747856,1.093635768,0,0,0,0,0,0,0,1.590048192,4.59603132,0,0,0,13.048583496,0,4.782894024,0
"16-May-00",2.877397656,3.68358564,4.995954744,2.14665144,1.2219624,1.901947608,0.948680616,7.055721768,4.685896752,3.19139136,5.448780648,2.504015208,4.394134272,5.81262588,3.49496376,3.953395488,7.450166712,41.245419504,8.517160176,0.602006208,4.545542832,2.060560752,4.709728368
"17-May-00",13.357074744,1.310272968,0.734331552,1.517545392,1.89527124,1.990822608,3.470768088,0,0,11.62208892,0,0,0.029488296,0,1.34833752,4.29688704,0,0,0,3.419808624,0,2.884045608,1.337137968
"18-May-00",17.809414392,22.897388928,24.185694696,22.063280592,22.24029636,20.446791168,20.388414864,19.343224536,21.728334912,18.259692192,23.815186512,21.90676116,23.784616464,21.974905008,23.129292,24.554443368,19.885452744,20.12204076,20.112330432,22.674290664,17.831275464,22.746136656,24.335417736
"19-May-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-May-00",0.220621848,0.090057072,0.20873904,0,0.071602248,0.061071,0.065507136,0.046971216,0.128254344,0.020586912,0.180115992,0.156273144,0.150092976,0.289594824,0.080665032,0,0.272379264,0.102425448,0.111959376,0.290672472,0.434304576,0,0.127004496
"21-May-00",0.035327088,0,0,0,0.01401168,0.049896288,0,0.052390872,0.06556128,0.052906968,0,0.011745072,0.017073744,0.028398144,0,0,0.025562952,0.072593712,0.039735096,0,0.189728496,0,0
"22-May-00",0.02575668,0,0,0,0,0,0,0.054169272,0,0.050715024,0,0,0,0,0,0,0,0.092640648,0.072062904,0,0.112495776,0,0
"23-May-00",0.025923984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036888648,0,0,0,0,0
"24-May-00",0.235826664,1.916526144,2.116106448,1.547121936,0.389827344,0.182149104,1.016267712,0.649455024,0.191683944,1.984980216,0.36208356,0.455568072,0.233282568,1.308852912,1.139454792,1.53991128,1.080521904,1.298101824,1.840900008,1.192848528,0.1712484,1.246177296,1.481953656
"25-May-00",0.248675784,1.387012848,0.784005144,1.17413172,0.43677096,0.388292976,1.198300656,0.548364792,1.230787224,0.305344752,1.353635688,1.417601832,1.011983328,1.65794616,1.025447568,0.289326192,1.322353632,0.44008572,0.540927936,1.2302328,0.557948688,0.681035184,0.706452096
"26-May-00",8.2135098,0.427397544,0.487753056,0.943533624,0.677818128,0.876131136,2.627864592,5.723930952,4.037520288,3.6367464,0.667441776,0.859064976,0.676998816,1.25352564,0.652298472,0.926002344,1.134630024,1.95618384,2.125473432,5.27869392,0.67866,0.928154904,0.724145256
"27-May-00",0.992140968,0.346409616,0.233852016,0.84227148,0.613336176,2.206505472,2.002654008,1.052209776,0.794785656,1.462802952,0.242774832,0.517593432,0.612594816,1.660390008,0.567443976,0.982211448,1.229355984,0.699541536,0.747409296,4.735953216,0.07585344,0.984494544,0.648439008
"28-May-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026061456,0,0,0.106899096,0,0
"29-May-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30-May-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31-May-00",0.0992646,0.96516984,0.010540152,0.014712072,0.01050816,0.149999904,0.030573312,0.395134416,0.01760652,0.096461904,0.011462256,1.022374848,0.010821792,0.016015008,0,0,1.504895736,0.087187104,0.052628928,0.012064728,1.849351656,0.014287944,0.041755992
"01-Jun-00",0.908151456,0.514901256,0.321590496,0.702696648,0.891969768,0.840482448,15.01009656,1.446598464,0.849593736,0.908131872,1.090048944,0.863122176,0.75787104,1.623046704,1.026219072,0.173207832,1.258075128,1.602158376,1.694004888,0.798182304,2.11513656,0.493434336,0.815473536
"02-Jun-00",10.486458768,2.040868344,2.213719728,1.463779632,1.558403496,11.409736632,1.530754032,1.616217792,1.268209752,2.544133008,2.4836256,1.30538124,2.26635396,1.719679176,2.447902152,2.361584376,1.181954472,0.77647188,1.936204608,1.68363852,1.252706328,4.067770248,2.082018432
"03-Jun-00",6.281011824,1.105696584,1.3759836,1.613658072,3.209967624,3.903894072,3.64061772,7.496125464,5.656194456,4.192808736,1.276301808,1.3469088,4.313666592,3.909917592,2.77879392,2.434688856,1.88996316,5.159748312,7.558202496,2.16841704,4.54942668,1.641216336,5.108260632
"04-Jun-00",9.015012504,13.981746192,18.55533744,10.538182488,0.659512008,16.441329,0.846710544,5.419619328,1.019442288,4.741523976,3.6131934,0.600584808,0.657611232,0.99836316,0.634568904,0.626478504,0.922979784,4.285401456,5.411888112,0.586347432,0.979416768,0.617915112,8.750694744
"05-Jun-00",4.802811024,7.30964184,7.401896952,13.946800224,6.235833408,20.441482536,1.913063952,24.230813016,7.946686512,10.229646912,9.192407376,7.289206992,8.286588912,7.781353008,8.527927632,11.6659062,7.024799112,6.837330576,7.540128,1.414230384,6.040788888,16.290059568,6.889425528
"06-Jun-00",8.65949964,0,0,0.217016616,1.924476744,2.189767968,2.721929856,3.470337504,1.131642672,3.965965392,0,0.218975184,0.479066256,3.074793936,0.753380736,0.64046976,1.980252216,4.290958296,4.178356296,2.00159544,1.47925848,0.278828736,0
