"date","Pixel15540540","Pixel15600539","Pixel15600538","Pixel15600540","Pixel15540537","Pixel15540538","Pixel15510537","Pixel15480537","Pixel15480536","Pixel15510536","Pixel15570538","Pixel15540536","Pixel15540535","Pixel15600536","Pixel15570536","Pixel15510535","Pixel15510534","Pixel15540534","Pixel15570534","Pixel15570539","Pixel15570537","Pixel15570540","Pixel15540539","Pixel15600537","Pixel15480534","Pixel15570535","Pixel15510539","Pixel15600535","Pixel15600534","Pixel15480539","Pixel15510538"
"11-Mar-00",0.802423152,0.779451456,0.875022504,0.540719976,1.369016904,1.12940364,0.805224192,0.598250352,0.92080236,1.066326768,0.78104952,0.871865712,1.204567728,0.804588936,0.8503578,2.256119544,2.210669688,1.998374112,1.523821584,0.712005984,0.866490936,0.545873664,1.178273952,0.853176264,0.608653032,1.329678648,1.134503064,1.551346968,1.571149896,0.652388256,0.8220444
"12-Mar-00",1.958507352,4.031651256,1.874496816,5.056451088,0.702687216,1.18532628,1.451108256,1.8875556,6.975666768,1.88441616,1.655056896,0.931202712,0.962352624,1.180697232,0.725234352,8.379665136,3.360963456,1.627325904,1.046995464,2.697824304,1.010363736,3.04428612,1.674769704,1.352469744,4.493629224,0.999603864,1.473684216,1.404616344,0.98913396,2.019770088,1.949880312
"13-Mar-00",9.58791948,14.42541504,15.359817984,12.7153902,12.469771392,11.16489816,9.86672616,8.521930944,7.92773508,10.182713976,12.681859008,12.297107208,12.368941776,14.28573132,13.559238912,9.239412552,8.636731632,10.053728352,15.029727456,11.407816176,13.217944632,11.017566216,10.093425744,15.484708776,8.2182498,15.257846832,9.707071776,15.707924376,16.593865872,9.353861328,9.708911424
"14-Mar-00",6.455944776,1.94551008,1.838560056,0.899646072,2.807273448,2.938262352,4.25469696,4.12550748,4.216120008,3.847589496,1.631862576,2.729746872,3.762423288,3.789814344,2.116070328,5.292961824,6.548796408,5.099761608,2.2199598,1.297757496,1.475606928,1.29548676,1.871453232,3.02652276,8.51308608,4.138456104,1.986713832,6.638010984,4.310374968,2.280531048,3.26692164
"15-Mar-00",6.841972584,5.521708128,5.373717792,5.146423824,9.202021128,8.584758288,9.638878584,11.149005888,13.878737928,12.122198592,6.730726728,11.952478416,14.765128608,7.921900032,10.217063424,15.407722944,15.352859976,15.331084728,15.174250608,6.766324272,8.528612856,5.066383128,8.542234896,7.84355808,15.857278344,13.399868496,8.948071728,11.624942784,14.787056928,10.805987832,9.456016296
"16-Mar-00",7.011488904,12.02131176,11.965885152,5.966003904,4.655464416,4.39848768,2.292014304,3.909993048,4.12910628,3.061262736,10.498031616,3.75924612,4.7869842,7.64740776,5.891869776,3.70925868,4.185397992,5.02971804,15.086759088,9.392759088,6.982064016,4.462511304,7.674101112,9.867583752,5.651433696,20.64501,3.032811648,19.9125924,11.20234536,2.619522576,3.84859836
"17-Mar-00",6.785320032,8.59067988,9.65453196,11.501162064,7.017378336,4.983842616,6.625679256,8.798754216,12.27565812,10.829872368,7.568399904,9.001841064,10.944316152,16.423848144,9.531018744,11.791936392,17.105536944,16.983080856,17.623377792,7.488527304,9.277206648,9.031685112,4.66544544,16.453501224,15.660567288,10.916932584,7.053001632,13.558473576,15.88657236,6.508867968,6.706305744
"18-Mar-00",23.479458336,20.9569974,19.654007424,21.974321376,20.96728992,20.78100444,20.892657288,17.049769872,15.457447536,18.968991288,19.077612888,19.819012632,17.450112816,17.957815656,19.762211328,16.504370208,13.035389904,12.850613592,12.85140324,21.960179328,17.682662496,22.16129208,23.05955172,17.8591776,9.270832296,17.581339368,22.478473656,17.358819,16.116362568,20.963434704,20.814415464
"19-Mar-00",0.310601784,2.271305136,3.260394936,4.082550648,1.306088976,1.503293928,1.336008312,0.796279824,0.428510208,0.932201664,1.671706968,1.09771068,1.568391864,0.594366336,0.905536392,0.650942616,0.842441712,0.257686488,1.768000776,1.245017232,1.410368616,1.811986152,0,1.60170276,0.638225904,0.892702992,0.128721744,1.694198544,1.563145824,0,0.944955744
"20-Mar-00",2.349990432,2.506306536,2.097160224,2.297608488,2.618546616,2.700709464,3.573039648,4.614875088,5.524894248,4.909883736,1.821897456,3.196210392,4.739058864,2.305752576,2.478222552,6.435311784,7.767035016,4.264317864,4.118140344,1.894407936,2.435732784,2.560997832,2.905224312,2.841743232,8.247874968,5.526180984,2.994788472,6.859195224,6.717608928,4.464284064,3.589078536
"21-Mar-00",1.724781456,2.110636536,2.253591648,3.565519104,10.235784528,0.544457352,0.988581768,0.7951626,3.208802112,0.837073704,2.626722696,1.404700944,0.616202784,1.673750112,10.333697328,1.7270928,0.6891,1.446436632,1.106428824,2.690997,2.421021408,3.202452768,0.499347336,2.252881584,5.019987696,1.153591536,2.006751888,1.16281584,1.524576,1.237192344,1.261600872
"22-Mar-00",5.526260376,8.130239016,5.93895936,5.88032412,5.747766144,8.321411856,8.239718904,9.65006304,6.877094496,6.77465916,7.653301488,5.161347984,3.09695184,8.503144752,4.71450912,4.137759096,3.217893,2.944055904,1.85997552,5.92731,5.269733184,5.980619064,4.204390872,9.865046016,3.530945424,2.999300472,7.49243832,2.91156792,2.05373364,8.58849264,8.969036568
"23-Mar-00",1.852179936,0.647749464,0.664885368,1.510709352,0.53533392,0.656826936,0.763118064,1.211786544,1.870520712,1.144054224,0.839949216,0.477933312,0.461239848,0.87443904,0.629976288,0.838235016,0.884186352,0.43866684,0.625119888,0.899844744,0.763636608,1.416379992,1.397026056,1.020342264,2.559283728,0.462657408,1.0390614,0.94879068,0.756885048,1.20670884,0.885405144
"24-Mar-00",2.032810632,1.704862824,1.603295088,1.478200704,1.20940464,1.153876128,1.464537888,1.631538576,0.7852554,1.206421224,0.793951128,1.002373968,0.67898544,1.994751504,2.906145936,0.716446272,0.783839016,0.80790996,0.77648976,1.423523328,2.392832808,2.208775152,0.793313208,0.782177472,0.825686568,2.058124608,2.206598112,7.756660224,0.78622404,1.072424952,1.983045984
"25-Mar-00",0.911916288,1.54645764,0.533238744,2.11039872,0.203088504,0.348028608,0.333350904,0.203291064,1.053102312,0.857071368,0.27213072,0.716142072,0.399222672,0.997175304,0.637086864,0.112652808,0.203958648,0.352732608,2.028040776,0.40689084,0.35719224,0.781793928,0.254648064,0.472015896,0.225095784,0.661648224,0.796253976,1.50228684,0.623387808,1.018134792,0.458993688
"26-Mar-00",0.953667816,0.233337096,0.3843348,0.497333496,1.353198936,0.468499704,1.06764516,1.116811584,0.914891208,0.589351872,0.337836648,1.59830868,1.485331536,0.480084576,1.3215858,0.67049976,0.441877752,1.179891144,1.271684832,0.170315664,0.461024976,0.52267836,0.678105792,0.312423864,0.79588008,1.770064464,0.524598192,0.572994816,0.814881648,0.312007752,0.747943944
"27-Mar-00",4.79993856,3.496422168,3.60807072,3.276819696,2.266529208,3.370336176,1.902963816,5.406370632,2.640934104,2.283335568,3.446203344,1.15016832,1.280023008,3.252766728,2.664588504,1.644244368,1.756550976,1.707783936,1.032733176,4.023028128,3.707408304,3.521716464,4.3511088,3.641246448,1.995836208,1.344453696,3.45485652,2.263221312,1.058574648,5.03536284,2.558986896
"28-Mar-00",1.43650872,1.211595216,0.296645496,1.083395808,1.822358616,2.133972456,1.769071872,4.896749136,10.036954176,2.694996168,2.235979728,2.28495132,4.321849104,0.339746304,1.975639872,1.571099112,3.284810904,4.852539888,6.066950088,3.296288616,1.727206536,1.261242984,1.675564176,0.288351744,6.347766648,4.22754084,1.836228144,4.461274272,2.130031776,2.894248008,3.182319048
"29-Mar-00",12.600043776,11.850241896,11.70597696,13.257226464,9.930314544,10.56474924,9.248953344,8.247126816,8.35603308,10.682953128,9.514060728,9.450335736,12.992684832,14.253798,9.456245904,10.544527536,10.82065344,14.084545608,14.955123432,12.169285296,9.348004824,12.442668912,11.892665856,11.575062264,11.558692944,12.054987432,11.731059552,16.052601816,15.93223716,11.551310064,9.077090976
"30-Mar-00",0.068247768,1.343723064,1.780343592,0.34365312,1.38663984,0.827530152,2.514094224,2.010308856,5.584391352,5.249056944,0.63667104,1.618207272,2.386167888,2.458516896,1.968863544,3.88192212,5.706974736,3.464748144,4.525233864,4.553525808,0.765856512,0.28231884,2.949461808,2.864109096,4.258092288,2.233380672,8.3269608,2.041982712,5.970302232,7.18146516,1.702675392
"31-Mar-00",1.26991368,0.442565472,0.798753,0.42013116,0.734597784,0.507036528,0.624978,1.271344368,1.791582936,1.181184672,0.712198872,1.749494976,2.49301332,1.860460104,3.940931448,4.189670928,2.869300248,4.259478816,3.361008888,0.578664336,0.934496904,0.48321792,0.741265296,1.194621648,2.295366696,2.822076552,0.681240624,2.281768968,2.741926248,1.874019552,1.072824072
"01-Apr-00",1.644022296,6.044310096,2.762205888,2.84528268,2.37881952,1.94035524,2.133342336,1.74578064,1.99918716,2.422117536,2.422401312,3.139244904,6.334469328,5.461857312,4.718488464,2.652363192,2.604878784,4.463630328,7.3182528,2.599478952,7.147508376,2.361337968,2.012619144,4.826107632,4.943968176,7.39363932,2.224700328,8.95238256,10.703877936,6.56941008,2.228129256
"02-Apr-00",5.324063304,4.475550048,7.465059048,5.273380992,6.725959536,9.564499128,12.139383312,13.775214672,16.824643128,12.868791096,7.17142368,9.678390024,18.373819824,9.304102416,10.103853456,17.869009488,15.700481424,11.143849608,13.4897604,8.460967536,7.574762112,5.14041816,7.96420812,7.529359104,19.034567352,11.651657592,11.876282208,9.413850552,13.006838328,16.541459088,10.429641
"03-Apr-00",8.568020592,6.039556512,5.312066664,4.77556764,5.900048736,4.373167272,3.643914336,3.765515328,12.583065024,5.568096768,5.598465432,7.606874952,19.060664184,5.940952416,6.765098328,21.121534824,13.074621672,16.294806,13.602509016,6.401661864,5.707563408,6.844485288,6.42979788,3.402893544,21.536873808,11.860538712,7.548316944,10.062887184,12.331805712,4.467662928,4.973547216
"04-Apr-00",10.965341088,8.624551536,8.474608176,6.59122752,5.889825936,11.246210568,8.422427424,13.698271752,17.91827916,16.42453908,7.239334344,10.272780408,10.65685272,8.38639284,6.796650408,17.767165656,16.511715888,15.51088572,11.611986648,7.549005744,6.355521432,7.916007768,9.106084584,17.513789184,15.908452032,10.058343168,13.713829992,9.51419592,12.559398648,12.272176272,10.421276088
"05-Apr-00",6.206566584,4.623267528,4.865596536,7.169521104,6.808251144,7.43693376,6.915021648,8.202675096,6.47039508,3.650222184,6.397956144,6.235781184,7.296183576,2.99974644,5.878739112,4.285865664,5.701284888,5.58930696,5.87643456,5.41568292,7.024567368,8.754617928,6.497599128,3.383906712,6.897004368,12.478697784,6.634907496,10.981809144,6.24061704,8.035785912,7.21654272
"06-Apr-00",4.288915512,5.997283464,4.57156956,5.256056424,3.976309416,5.764426944,4.959442008,4.965361464,7.954372656,3.794543616,5.082937368,3.57677256,5.858429064,3.72622668,3.675949224,5.760387192,4.36469472,26.469291696,7.133943552,5.428354392,3.87993372,5.063812848,6.321363696,3.599303832,4.564336536,4.80741048,4.289482344,4.927492272,3.712321392,4.518949272,4.766103024
"07-Apr-00",0.610797192,3.025281792,0.373913448,0.325852008,0.588347232,0.356908824,0.872781072,1.309808496,1.473328032,0.85810392,0.30020076,1.776258576,3.913875456,1.0183458,2.242098384,2.809077864,2.692918176,3.31205856,4.018240224,0.257680104,0.576015864,0.468582888,0.286562256,0.68575572,3.935459376,3.810310728,0.498849072,1.320842664,1.222045272,0.992835144,0.910372584
"08-Apr-00",7.259767776,8.916846504,5.645105112,9.676739928,4.596060624,6.034425984,6.20027376,7.646191128,6.735625512,5.426206104,6.408800832,4.003983384,4.302312264,4.954522488,4.794912456,6.602801808,7.228850832,4.215646512,5.240674488,8.52931524,5.666258448,10.162423608,7.069073448,6.149661552,5.6350218,5.702100288,6.471524472,5.21027112,10.970877168,7.229251392,6.596645592
"09-Apr-00",12.605694288,21.38683032,18.61098432,15.778411392,16.986828816,15.108469968,13.166419032,11.914476864,13.263947016,14.206592568,18.327794544,17.503078944,13.77160836,13.342160232,16.882721904,12.9346962,12.701664456,11.487029304,10.579306128,15.773739336,18.983645448,12.672828192,12.6485982,15.19596576,11.75386548,12.643444056,10.422157296,13.7759142,10.101224904,11.057501784,12.350705616
"10-Apr-00",2.758856352,2.724935184,4.856469504,6.446911104,3.737931144,1.345228584,2.453142096,2.253186096,0.56196048,0.946835976,2.649322272,2.790092112,1.818012168,10.65182232,4.987664928,2.363331744,2.665764576,1.119504144,2.222969232,1.921841736,5.601290712,1.276901376,1.4225496,10.027327536,3.420272472,4.862147928,0.907986144,6.237086544,5.290238136,3.406684752,1.417830264
"11-Apr-00",8.244664896,2.781205056,4.644591456,6.55430388,5.472185256,5.578200096,8.422812216,8.80178904,8.302469736,8.875218624,6.320954568,8.923265928,8.385096792,9.994570248,11.79985356,8.6605332,11.693262576,15.873028272,15.850520616,4.974166632,4.583106648,10.082940096,6.332294232,6.880773792,7.3894422,11.19798588,6.866264832,14.91549396,19.63874388,8.969216832,8.03753328
"12-Apr-00",4.447765944,5.430176496,4.23340452,4.6610148,5.975389128,4.281225096,7.014097464,8.066232216,10.0292616,7.634154792,4.612020144,14.191198824,7.82410812,5.942102904,6.74524284,11.889337776,11.793029304,8.706006288,8.94831132,5.859889632,5.661610728,5.06814624,4.325322384,4.906308888,12.705971712,7.692659856,5.80607916,7.425234312,8.376933576,8.966076144,5.98442388
"13-Apr-00",3.778201824,4.717463136,5.442934152,6.267782448,2.20083816,2.703640032,2.711498568,5.477728128,5.129247672,3.032774808,4.313417664,2.836095576,2.73159384,4.535020704,4.056156288,1.727090664,2.360761824,2.695376688,6.892810104,3.962290056,3.844034664,3.982539288,3.201622368,3.85221828,1.716686376,5.810493696,4.119746088,6.92279292,3.858815424,5.118970512,3.519777408
"14-Apr-00",2.332736136,3.628541352,4.847586384,2.494568472,6.525848856,6.152789352,6.032253744,6.36930012,9.150730848,8.950783248,5.78994084,8.093160864,8.84091996,4.348253136,6.63803316,10.036741728,9.58815408,6.986849064,5.982715848,4.77712692,6.433614504,2.629738392,4.62615216,4.69251144,13.083253392,6.702820296,3.483879456,4.885974528,4.07635368,3.20922804,4.705382472
"15-Apr-00",40.45781136,41.902733808,41.593299864,37.134492864,38.531072616,39.807274824,43.221199032,43.640945424,38.767702104,38.919733992,42.323450088,36.664129248,36.673227312,39.363009456,36.673547736,29.803722384,37.059431088,39.39399432,42.366868968,44.204097744,40.77444648,39.04982472,45.851921088,41.075303088,27.88118076,39.775271424,44.509986888,41.519336712,48.136350624,47.383094784,43.285280232
"16-Apr-00",0.173722608,0.293140032,0.469436568,0.67158552,1.925127096,1.308135504,2.63449788,2.207388288,4.494822624,6.12160992,2.053851672,5.315993064,8.447369808,3.000493176,3.472453944,21.907716744,13.500281808,7.471284624,5.83022832,0.243580896,4.488667128,0.552391152,0.16373736,2.418116928,22.826285352,7.01652432,0.64976736,8.351577048,5.731480128,1.310563704,1.723816032
"17-Apr-00",0,0,0,0,0,0,0,0,0,11.838194136,0,11.88593388,0,0,0,2.706807192,0,0,0,0,0,0,0,0,0,0,0,0,3.009747144,0,0
"18-Apr-00",8.119588128,0.62085312,3.295503264,0.08434128,7.910862216,8.868001704,12.162105552,10.374585624,9.32973432,10.383288864,6.480106824,12.76271724,5.177014944,5.382237552,8.615110872,6.339406728,3.855956904,2.739165192,0.61571976,4.938417072,6.726467376,3.360983496,7.008955488,7.329736944,5.453820696,2.181805008,10.193489304,0.764028672,0.339513288,11.004466296,11.849810592
"19-Apr-00",10.375392432,18.990810864,17.689480296,17.174862384,16.1127534,14.628983976,18.050156592,19.649319648,21.322134024,22.015169616,14.820990096,18.788467896,20.746562016,23.169390672,19.863600264,19.80836964,23.477781768,20.60815716,22.555050384,11.65119696,16.161476616,12.544356816,9.637861488,19.219646928,23.580418104,20.997407904,12.720833304,20.7888894,24.914277072,12.37606716,14.714957712
"20-Apr-00",14.154211512,6.748265496,7.028461224,6.449496744,2.761172544,3.835249536,3.766973376,2.23761624,2.77941852,3.140784864,5.67911124,5.339464896,5.445168624,10.642906656,9.34547496,8.63160252,8.862534288,8.089949376,6.790532112,8.495497944,4.789374936,9.855098952,10.367051136,11.2870152,6.103129872,6.097130304,10.058674344,7.314930432,7.620655776,19.08964776,6.24512172
"21-Apr-00",4.823398944,1.637764512,1.164005664,1.812331248,4.167120336,3.144596448,5.094529872,3.494124768,5.59105932,4.951788792,1.911406704,3.150229104,3.409759272,0.72647292,1.322063856,4.346752872,2.274032424,3.459074736,0.965477328,2.4053868,3.042502992,2.770095888,6.565264464,1.231404216,3.257781744,2.027758776,6.669352776,0.758102784,0.182431872,7.348174104,6.022028448
"22-Apr-00",38.96472072,36.664678584,36.189291,39.859683048,35.507580768,36.839650152,31.332229608,28.71818448,23.970896256,25.306606296,37.537462224,29.07413292,19.66385364,33.405504216,36.913361544,19.309763424,17.60435628,15.789463512,17.295460224,37.969270704,35.96195412,39.359178552,36.366331104,34.911343584,13.239523896,23.374846464,33.947470656,26.009613984,19.780842312,34.280945784,32.853055008
"23-Apr-00",4.000124208,7.609231704,6.487956768,5.17269588,4.61965728,4.528976808,6.948125112,9.687696936,9.560033088,5.489724744,4.281462552,4.13628852,4.096935864,4.771447056,3.760759224,5.278698216,5.393640528,3.6404382,4.054306272,4.191609264,4.531827096,3.773743992,4.57403076,6.198964128,8.61707568,3.701684832,5.719820016,3.243454104,2.729546784,7.641255864,6.049467792
"24-Apr-00",13.206655032,9.359317296,12.532958496,8.250736008,15.606272232,16.132700448,15.157600872,13.296983232,17.060378544,19.7090292,15.277320384,19.443398952,15.00770616,22.260675432,20.47427988,18.175765512,18.73373652,16.378781328,15.215423592,12.07314204,19.390143864,9.246884832,16.513087752,21.143272872,12.543401232,15.373562328,13.133916384,17.721241944,17.841995712,14.540029056,16.710212232
"25-Apr-00",4.945692648,9.882297984,9.207836856,9.218796024,5.348025432,4.941373584,4.974455232,4.801374072,5.53796268,6.651341208,7.0162518,7.654312848,8.284920216,8.235384456,6.9085722,7.303293936,8.180785416,9.352645392,9.550404312,6.87374424,6.54569148,7.969858656,5.570366976,8.086622712,9.539213424,8.579125632,4.386031872,9.092240088,10.42479444,4.101400488,3.555849552
"26-Apr-00",18.295110216,17.134693632,32.374734888,15.54781008,21.606410976,21.668510904,20.171389104,21.124355784,21.424289712,22.322905536,24.76503468,21.412007328,20.146602624,41.293049808,27.487375248,21.187309752,21.676955232,20.546004288,24.652645104,18.374083032,26.280464184,14.471418864,17.767876632,28.743533136,19.796656608,24.842760096,30.348956112,35.246975904,26.9869566,26.513723376,24.928210248
"27-Apr-00",19.873801224,21.628838544,18.841136448,31.621101384,25.63242816,19.274263848,17.132627976,13.61801004,12.394815456,16.048806672,16.943116656,17.489202984,18.244574544,29.742568008,19.873576632,14.864583504,11.235350856,17.15138196,19.616320608,18.332493792,18.361165512,21.688510896,20.202784536,19.817085744,11.578296672,19.455815784,17.160544392,19.754243376,25.889774328,15.033443928,17.282416824
"28-Apr-00",1.599597048,0.097228776,0.096898416,0.085686312,0.202762512,0.29047068,0.190674216,0.203263392,0.310963296,0.256600968,1.008342768,0.25436616,5.61403512,0.49915404,1.049330856,0.771736344,4.346379888,3.443558688,10.41337896,0.16536012,2.755749288,0.181435296,0.235918704,0.080859408,1.719540408,0.786312192,0.145055928,30.13483428,7.990467312,0.026119752,0.189218376
"29-Apr-00",1.372365288,9.689347752,7.92686676,7.869007584,1.58625216,0.228679488,0.485427264,2.665239216,3.542061576,3.913684128,3.951113112,6.527933832,3.617924808,4.866900096,4.573218936,3.593927976,7.05013776,7.148707152,10.744121784,7.226917512,4.430139888,3.679327368,1.780374,5.143921128,4.639906536,9.541091688,1.42541376,28.101056088,7.27655196,1.145192664,0.64471068
"30-Apr-00",1.105264224,2.697361344,1.554719208,2.03196108,0.8181114,0.85528296,0.80862888,1.108556808,1.095653136,0.641022696,1.01984292,0.845644632,0.905505456,1.45980012,0.968829552,0.857758272,1.017431448,0.801298776,0.925598688,1.250676072,0.895691784,1.569831672,1.022054592,1.46900868,1.035898704,0.893631576,1.162260096,3.27488244,3.26058876,1.04488152,0.779266296
"01-May-00",0.11491416,0.16412664,0.027700416,0,0.232777608,0.747444744,0.13478304,0.859372344,1.314877872,0.727854432,0.056224608,0.103698864,0.259451664,0.131271864,0.121703424,0.224504088,1.156315584,0.218970408,0.291729768,0.501006864,0.179848512,0.03302532,0.455450568,0.029217432,1.941827784,0.220456368,0.879962064,0.881902104,0.29177724,1.57659156,0.637902984
"02-May-00",0.37703388,1.142719656,1.464538512,0.95485944,0.455723496,0.106836696,0.254231328,0.26599416,0.359008704,0.533741136,0.82483032,0.63109392,0.23373648,1.37463024,0.880817496,0.613214448,0.063302904,0.337255008,0.282580752,0.469037856,0.7385784,0.842827944,0.226437816,1.749738504,0.245405016,0.82892052,0.090337032,1.922486712,0.512667456,0.059914656,0.127012152
"03-May-00",1.456994448,1.922348136,2.076951912,2.5491078,1.690137864,1.805741616,1.228146768,2.27006184,2.462277528,2.006105832,2.044215744,1.83911508,2.719823952,2.803956984,1.991157888,2.346923952,2.451526512,2.793663384,2.65095144,1.83749484,2.019990024,1.45139112,1.210634256,2.322646032,2.189717712,3.61565388,1.620665976,5.351815944,3.659206512,1.605025656,1.38541488
"04-May-00",9.34011984,4.896249888,3.312772392,7.412554272,6.327132936,7.50980544,7.765448568,4.924556856,6.514090776,6.605626344,3.665895936,3.337521672,9.020196672,2.38231356,1.992004032,12.099367608,10.431927672,10.435606968,9.343887096,3.764340168,1.970744664,11.074381104,7.254574296,6.955432896,8.696625,8.292770856,7.748248824,4.686195024,7.346116296,6.217665192,8.984014752
"05-May-00",4.425693864,7.309231992,9.613920456,7.470545064,9.257365464,6.96141528,4.507479432,5.034302832,5.933339592,8.664483552,7.343033544,9.221558328,7.071943056,10.08697344,9.115119696,4.981950048,5.192030664,6.091858872,6.004133472,5.44618392,7.320177552,4.446693072,4.29295956,8.992061376,4.502141112,8.305998096,4.957223304,7.508171088,5.282611008,5.838140136,5.395589952
"06-May-00",1.000828824,18.85496664,3.554996616,2.44554912,3.921679608,0.933938832,5.29949712,4.7253102,3.310471416,1.304123112,2.98816824,13.205011368,1.041247944,17.825222976,4.51391208,1.28234088,1.051103088,1.354386456,5.59860276,3.4927944,2.340986784,4.44997608,2.028574176,5.122190592,6.566755056,8.682897816,4.008140448,5.588069904,6.199083576,2.262991728,5.398322232
"07-May-00",4.11128676,5.43572616,6.077695368,4.73757612,4.804324512,5.142169464,5.034287448,6.116865624,8.923920384,8.95504332,5.596319328,6.74411988,10.242210384,5.948303472,6.9041226,10.438160424,12.112469664,10.937798016,9.173465976,5.723283288,5.816898456,4.429879896,4.972396728,4.750847688,14.222824584,12.183601848,5.486922024,6.137311224,6.309194328,5.088326448,6.142443192
"08-May-00",1.846538544,0.184567536,0.25951104,0.105162456,0,0,0,0.136912032,0.157156248,0,0.733779072,0.110690376,0.02341428,0.418607232,0.2535162,0,0.071050728,0.22952748,0.684158664,0.11660232,0.358324032,0.221605032,0.483771408,0.304742232,0,0.325570608,0.39397968,0.374168784,0.769530504,0.30372228,0
"09-May-00",7.160885088,1.533607176,2.504484408,2.605946832,1.238838408,2.449779336,3.00016416,1.104294504,2.010148104,2.208421104,2.278334688,1.501905792,0.821340048,2.926470096,3.233287104,2.380663464,1.513806408,1.728479688,5.545863384,1.824978768,2.263191288,5.871632328,1.845687024,3.033401376,1.999187352,5.14043712,1.15024056,2.038670712,2.588869392,1.638628176,2.401818216
